,CNV_MIRLET7A1,CNV_RUNX1T1,CNV_MIR19B2,CNV_MIR23A,CNV_MIR29B2,CNV_MIR494,CNV_MIR449C,CNV_MIR92A1,CNV_FOXM1,CNV_MIR148A,CNV_MIR449A,CNV_MIR151A,CNV_MIR21,CNV_MIR125A,CNV_STAT1,CNV_AR,CNV_MIR196B,CNV_MIR17,CNV_ETS2,CNV_MIR222,CNV_MIR184,CNV_MIR373,CNV_JUN,CNV_POU2F1,CNV_MIRLET7E,CNV_MIR655,CNV_PPARA,CNV_MIR135B,CNV_ATF3,CNV_MIR92A2,CNV_MIR29A,CNV_MAZ,CNV_MIRLET7G,CNV_MIR455,CNV_MIRLET7C,CNV_PPARD,CNV_MIR590,CNV_MIR16-1,CNV_MYB,CNV_LEF1,CNV_MIRLET7I,CNV_MIR30D,CNV_MIR429,CNV_TCF7L2,CNV_MIR34C,CNV_MYBL2,CNV_MIR34A,CNV_RARB,CNV_SMAD3,CNV_HOXB4,CNV_MIR20A,CNV_STAT3,CNV_TFAP2A,CNV_ESR1,CNV_MIRLET7B,CNV_POU2F2,CNV_WT1,CNV_ETS1,CNV_MIR30A,CNV_RELA,CNV_NFIC,CNV_E2F1,CNV_MIR24-2,CNV_MIR371A,CNV_SP1,CNV_MYC,CNV_MIR223,CNV_MIR19B1,CNV_TP53,CNV_MIR155,CNV_MIR26A2,CNV_MIR29B1,CNV_NFKB1,CNV_MIR19A,CNV_MIR196A1,CNV_MIR26A1,CNV_MIR106B,MIRLET7A1,RUNX1T1,MIR19B2,MIR23A,MIR29B2,MIR494,MIR449C,MIR92A1,FOXM1,MIR148A,MIR449A,MIR151A,MIR21,MIR125A,STAT1,AR,MIR196B,MIR17,ETS2,MIR222,MIR184,MIR373,JUN,POU2F1,MIRLET7E,MIR655,PPARA,MIR135B,ATF3,MIR92A2,MIR29A,MAZ,MIRLET7G,MIR455,MIRLET7C,PPARD,MIR590,MIR16-1,MYB,LEF1,MIRLET7I,MIR30D,MIR429,TCF7L2,MIR34C,MYBL2,MIR34A,RARB,SMAD3,HOXB4,MIR20A,STAT3,TFAP2A,ESR1,MIRLET7B,POU2F2,WT1,ETS1,MIR30A,RELA,NFIC,E2F1,MIR24-2,MIR371A,SP1,MYC,MIR223,MIR19B1,TP53,MIR155,MIR26A2,MIR29B1,NFKB1,MIR19A,MIR196A1,MIR26A1,MIR106B
231-1,1.0,1.0,1.0,1.0,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.5,1.0,0.5,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7598.540528,0.614362261078,66.04842,1095.743295,199.301109,1.651211,0.0,2870.464352,5.91893787875,27096.694722000004,0.0,505.765779,281804.50229000003,889.8373439999999,17.6745843798,18.8082286418,77.441773,372.67821200000003,7.00245739205,10.237505,5.283874,0.0,51.103293539,2.21526930025,587.170458,2.972179,0.5816386703649999,5.118753,8.30116695585,2482.760124,3448.7182729999995,19.1332356463,230.01362400000002,104.686746,2109.751669,8.43334340556,6.935084,103.035536,31.0721936584,6.4125023711199995,382.09011200000003,3113.852781,15.191137,7.08684205332,21.135495000000002,6.67130245482,95.605089,1.9556700312200002,7.14549170378,11.0258476246,386.383259,28.8314544418,11.483239731700001,19.1135105205,11599.258474,0.547694273571,2.48257080315,6.2861671364,123356.983621,23.4460151069,25.133748117399996,5.99700662589,162.31399299999998,0.0,16.384370319000002,49.1779219314,52.50849399999999,69.846205,34.140280169099995,94.944604,721.248751,178.826098,10.1749607185,18.658679,119.87788300000001,713.983425,132.09684099999998
232-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,4651.239464,0.521143400715,76.083524,4246.728725,460.30532300000004,1.268059,0.0,5195.236664,22.4396617555,150343.58051600002,5.072235,2235.587561,230956.61083400002,666.998898,63.813229043999996,48.7411895481,574.43061,527.512436,11.244038785599999,91.300229,51.990408,0.0,20.4545920146,2.29076751187,976.4052310000001,1.268059,1.33400331505,6.340294,7.001837134470001,4636.022759,3857.4346920000003,29.3394716617,741.814364,159.775401,2156.967919,6.053060908559999,46.918172999999996,977.6732900000001,1.73753467982,4.08625078317,834.382652,7906.346254000001,174.992106,3.30437298699,7.608352,37.8059265247,172.455989,1.19984225619,2.6991076335699997,2.8839574056200004,158.507343,27.5251836298,4.343695204059999,0.401500676342,12596.895539,1.58864551405,0.40664262010499996,21.3226681051,32444.550961,16.1932653587,22.195927492600003,14.1630744765,566.822257,0.0,21.384562589,34.0268859619,126.805874,72.279348,25.315615416999997,1103.211105,1038.540109,426.067737,10.9594637935,54.526526000000004,265.024277,926.9509400000001,585.843139
233-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7056.251187999999,0.9931357586,38.025912,2346.6061870000003,154.14075,1.222261,1.7654889999999999,3826.3573890000002,4.62871038422,34123.095309,20.642638,1676.3994890000001,256331.721759,840.915881,36.770581970500004,36.8136002682,169.622729,301.898579,8.88028893487,19.420376,56.767254,0.13580699999999998,85.3975917465,2.5991578719999997,617.921069,2.58033,0.790568793519,1.358068,5.81528371931,3500.4210009999997,3715.131597,27.832469669699996,327.83768399999997,133.226499,3937.583182,15.290064855599999,13.444876,166.77078500000002,20.8659701112,5.11521477995,414.346633,6051.823886,29.741695,9.17372427862,15.617785000000001,14.148074214200001,61.520493,3.83015086809,3.6372791409199996,0.530842624634,98.188337,28.489788725100002,12.631449506600001,29.6836979243,20646.712117,0.46818435338299996,0.867963184036,21.9690991165,47556.835158,20.4730115847,35.1570868517,6.82852580832,329.195752,0.0,22.095304662100002,30.1847871192,70.891164,36.396229999999996,22.7103457064,326.88703599999997,796.099628,122.63356599999999,8.73674908965,15.889399,1528.64166,804.7912650000001,508.189152
234-1,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7224.163687,0.266724577752,39.711777000000005,3985.5415329999996,922.242651,1.2673969999999999,0.0,3399.1591240000002,2.21479830134,83462.748663,0.0,3605.322392,244013.66085100002,1471.025612,61.1970831259,25.0804606096,329.94572200000005,439.786807,4.7486977472500005,32.107394,0.422466,0.422466,104.527411352,2.91970350668,1660.290251,3.8021910000000005,0.5190420715349999,1.2673969999999999,3.7718526204000002,3209.0495539999997,1970.80255,29.4456470711,603.281038,184.195051,723.683766,16.947100017,12.251506,390.358319,18.4639272263,4.07390627631,535.264058,10768.228551,163.071765,1.92381150324,15.631231,7.649207629489998,187.574776,0.544897285909,7.08255350673,0.605210393601,122.51505700000001,15.020161779,0.495913490361,106.180820364,20522.961856,0.591439430502,0.101836462956,7.57473176641,25513.126855000002,18.1202340802,23.0245909581,9.5782537776,807.3319769999999,0.0,16.3353382676,10.813450063800001,55.343008,40.979174,19.7224318182,398.807633,420.353384,606.2382980000001,14.8387135727,21.123286,485.413104,418.663521,290.233945
235-1,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12563.557971,0.655963666773,64.256139,2038.402434,237.500575,1.729973,0.0,3835.3500700000004,3.6290030903699995,26364.046614,0.0,2933.787015,247456.07475100004,515.779083,78.76509566600001,8.063207139680001,108.988297,591.650755,15.1809172379,39.2951,196.475501,0.0,30.753950343400003,1.51024229715,812.840156,7.167031,1.15744556474,7.4141699999999995,5.43009267633,3498.993897,11335.277164,13.431649968599999,561.252659,60.301915,4739.384515,11.077028779,15.075479000000001,200.18258600000001,10.180487900900001,4.10814645273,578.552388,10335.599927,100.83270999999999,7.68103088508,18.782564,18.8336599824,138.644976,4.36006512488,4.7530842906199995,1.69208295181,230.580683,23.6650312073,7.0699678421000005,7.19271370536,19697.966491,1.13037185657,0.00523940680023,17.8812005546,47866.127772,16.4974949027,15.9357429475,13.973284424600001,1111.87834,0.0,12.5304338483,25.944350033899997,272.100034,72.164587,20.9912280918,326.223474,1265.1045179999999,223.413652,9.4815837472,23.972483,204.383949,1255.466097,975.457615
236-1,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.5,1.0,1.0,1.5,1.0,0.5,3.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.5,0.5,1.0,7585.125276999999,0.468527128504,35.508651,2029.06577,119.953594,0.895176,0.0,3017.936941,31.317929570500002,20361.675006,0.298392,1580.284165,374913.76470500004,628.115213,35.9240232626,24.9895539782,191.56768,332.11032400000005,11.4932105804,33.121515,11.935681,0.0,22.8181759271,2.8905068633499997,968.5805130000001,1.49196,0.48759164395300003,0.596784,5.09074415021,2858.8939920000003,2720.738484,27.2606252141,415.958483,105.630777,1294.4246050000002,15.573284870999998,14.322817,192.16446399999998,30.725988336700002,3.1188423528099998,384.32892799999996,2959.452104,99.96132800000001,5.8316894993499995,7.7581929999999995,77.4547003891,78.477103,1.3685016265,6.530963974650001,6.447300215299999,120.55037800000001,31.4854664899,17.8119802576,22.4308109255,9691.772974,0.9555579625920001,1.6808389493,13.5868791769,31858.421338999997,24.5787030849,47.7253848615,24.2696201532,613.494004,0.0,10.529256278,33.5676508327,41.178098999999996,46.250764000000004,7.0257018277,310.626098,491.45166500000005,97.872584,5.734900151690001,21.782618,844.1510390000001,504.58091399999995,675.261153
237-1,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,8726.334068,0.400272183501,44.211695,7135.524259000001,349.231832,0.0,0.0,2530.2069309999997,9.815503533200001,23617.157545,0.0,3406.3286,290038.456063,1564.039424,35.7238158253,9.94228745095,788.1038900000001,356.938458,16.4626060467,30.015279,45.022919,0.0,80.1141186495,2.97133522398,1814.707568,1.216836,1.34916498507,8.923461,3.2817285183099996,2375.263191,3317.905209,13.7376218967,471.726621,86.395331,2702.591982,7.081870789419999,19.063759,641.678,10.3805357516,2.2063139783400003,764.578401,8252.984999,180.497288,4.43555468846,6.895402000000001,48.4638169631,60.436170999999995,1.79765126118,13.0420877833,0.492616879469,143.992219,30.5990856071,14.1947161388,17.1633607145,49298.473966000005,0.49135431387100004,0.057269992322199995,18.0889301515,38674.281895,13.699651321600001,17.3921226406,6.21110570348,962.922612,0.0,14.223177851700001,25.5095736377,78.28309399999999,45.022919,13.725969026,159.811082,2059.697146,287.578826,9.69386378352,33.260174,12.168357,2073.0823379999997,638.0274929999999
238-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6540.401419,1.0574281850700002,66.938331,2065.310752,507.678353,0.752116,0.0,2166.094306,5.9304531806,45309.728922,0.0,603.949211,207804.407701,668.631194,55.2523728389,18.622356734,171.482466,321.153566,19.883464188399998,48.135428999999995,18.050786,0.0,98.5975178292,2.6230538748299996,563.334943,6.016929,0.64488363704,3.7605800000000005,16.6398253373,1822.3772579999998,5613.042294,13.4065727356,559.5743620000001,66.938331,2930.996358,7.0106130544,18.050786,274.52236899999997,38.774077815300004,5.963777316930001,427.954049,5016.614243999999,109.808947,6.485266023080001,16.546554,3.4141404413200003,173.738814,1.5877786736500001,9.61500682378,0.6934342826150001,197.05441299999998,32.9682719591,13.035062358800001,110.328300539,19448.969676,0.648218002127,0.11225061751399999,21.648343471599997,249531.807741,18.1938248792,18.401071790699998,3.20158352634,622.752113,0.0,21.2683872272,65.532183824,92.510278,60.169286,24.2598377607,696.459489,931.8718210000001,364.776298,9.542271889730001,18.802902,104.544135,934.12817,289.56469
239-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11564.623515000001,1.03216526793,47.412704,1681.5419559999998,105.981338,3.218057,0.0,3460.698301,1.1984685722200001,22772.900872,0.0,992.4487220000001,376881.86599200004,541.277157,35.070675739,16.1574561811,77.233364,452.673326,15.106541941800002,21.239175,6.221577,0.0,41.175776380100004,1.8542973559599998,739.509457,4.076205,0.792235617296,3.4325940000000004,6.47796942094,3013.817478,3314.813059,19.8219750658,320.303922,58.783170999999996,4783.748727,6.56324582823,2.574445,66.077433,49.1073299399,7.681843604419999,701.7509230000001,4738.266858,55.565114,8.86809906028,9.868708,1.96431165099,79.593272,2.69755956949,5.66141397742,3.92353059631,236.84898199999998,34.7790970565,15.161249845,22.917653591399997,22407.973229,0.640765573751,0.404963851708,16.1663103298,96898.050673,14.6511135578,15.8796656147,2.4122489682499997,355.058935,0.0,14.6434318802,44.8179000358,102.548744,55.565114,24.4383492377,190.294426,698.103792,84.527626,13.5828788291,14.373987,85.385774,670.213966,223.976754
240-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7516.85685,0.381360007342,389.80361600000003,3185.879854,311.372305,1.568626,0.0,14298.028002000001,15.2358902446,35393.69773,0.0,1934.11613,408009.876071,890.979693,28.2227178781,1.12083252309,437.646716,4178.820252,13.1499583226,74.509745,1.568626,0.0,23.428607196199998,3.03136461416,1477.6459,3.9215660000000003,2.64288555031,218.823358,4.46094892629,11835.284834999999,4075.2909210000003,13.4741969876,629.803428,350.58796,3001.566273,20.201539787999998,24.313706,334.117385,1.73337978572,7.78419967373,872.940492,20624.29755,130.980289,8.609789544289999,14.901948999999998,29.5244862395,210.980227,6.04226070875,8.28176766535,0.640372826014,1963.9200280000002,45.270560992600004,13.5253142582,1.13404951997,18916.063595,0.545378490426,0.0815378530288,34.4467921059,53951.330234,19.2591076188,21.357630718699998,10.2760894629,638.430872,0.0,15.7518400657,63.1442563035,116.86265300000001,410.98007,38.1160793881,431.37221100000005,713.72493,322.352688,12.4138555392,152.941057,47.8431,703.52886,325.489941
241-1,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11702.295753,0.20902944884100003,57.56789200000001,4559.11356,538.3814160000001,0.304056,0.101352,5629.49122,12.1452830993,78707.67379,0.101352,1982.139561,189850.29408800002,1237.709686,17.3653040462,21.230917886,92.331602,694.463378,9.76510064991,7.804098,13.074398,0.0,55.6963657862,2.10699585959,1392.3727199999998,0.304056,0.585962233749,2.229742,5.26933344926,4946.4806100000005,6148.007659000001,41.8875800901,380.47512,365.272331,251.150066,8.62371588494,24.020406,323.616691,15.0999930522,2.4520597672799997,186.994298,12017.500234000001,179.798312,0.688653813284,4.6621879999999996,14.580052820399999,321.691004,0.8539324682870001,5.5276860468599995,4.84432366496,239.089187,47.946169604,30.4832291512,13.6995264247,24195.237858,0.482486161096,0.00838867122706,6.394733711410001,13927.071818,16.196775476099997,45.9031926238,22.703072326999997,688.483614,0.0,17.6525450912,39.061179494,39.223194,61.62196899999999,18.965036938900003,77.736925,705.5107370000001,471.79320199999995,12.666211143800002,20.169033,468.9553480000001,706.929664,672.6727139999999
242-1,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,2.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,11910.670374,0.19335487980399998,217.638168,6106.718193,425.63922199999996,0.8030930000000001,0.0,20904.507438999997,65.8163287733,42875.522211,1.6061860000000001,3621.9488490000003,230420.99734499998,1072.128983,80.5642997679,0.155494468944,799.077407,4588.069574,8.93430497839,240.124769,4.015464,0.0,47.452107015699994,2.2697869062200002,1033.580525,2.409279,3.7067023782999997,71.475266,10.6143364114,19432.438206,4164.036538,60.7490254537,1113.889812,785.424828,1035.9898039999998,13.1018810756,24.895879,473.02170099999995,0.706042456383,1.80562630495,905.0856660000001,3936.761255,249.761883,9.1781209831,8.030928999999999,223.877925792,90.749494,8.682276895,8.66033684205,4.112351132790001,1261.658901,50.688338261999995,2.79169201874,0.637371905529,40288.760073000005,0.630403961666,0.24148332613200002,22.625978643000003,38347.684602999994,35.3250241936,15.156519434200002,12.4712403678,1929.83217,0.0,19.0382507748,121.642153205,277.067041,306.781477,9.16845192423,594.288725,455.353658,432.867058,38.1801629325,130.101045,127.691767,417.608293,1762.788852
243-1,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.5,3.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.5,1.0,4729.207581000001,0.21640946367,424.617129,2090.151353,23.524495,0.0,0.0,22581.946597,110.59866581600001,17216.401435,0.0,7023.237888,57961.218302,641.82663,26.632645824,0.0656802898697,10470.752584,3741.570879,18.711937096,5.0969739999999994,4.704899,0.0,41.358569864,3.31785472178,1013.9057210000001,0.0,1.08829433943,264.25849,4.9845487312,20501.205041999998,306.994656,23.662941553899998,313.659929,426.969579,764.154002,4.8810153287,30.189768,1549.48005,68.9160629441,1.15819552375,481.075916,9656.412993,241.51814500000003,2.22576146715,31.365993,78.7343415499,54.106338,0.689128641972,28.338545777399997,0.105576055752,1383.6323619999998,20.399272024600002,6.41869766581,0.0402969140817,23088.115308,0.298157786113,0.033382363361299995,6.09888167301,9835.199152,20.1501969226,6.275630738819999,40.5377255746,991.557451,0.0,24.092480739299997,87.40151242399999,14.114697,494.406463,83.3174258755,48.617289,896.2832470000001,19.995820000000002,5.07143028875,399.13226000000003,979.7952039999999,854.331232,2960.557656
244-1,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6895.111573,0.41199579866999997,71.159041,3547.97649,518.064421,21.946246,25.936473,5800.459408,12.5272452093,151746.322674,166.25944199999998,3392.357652,204334.184138,1016.1777089999999,140.509467598,2.19101721786,232.098181,1031.473577,16.0596022096,59.188361,10.640604,0.665038,32.4281443765,3.74734969485,986.251009,19.951133,3.4638124894,33.251888,2.91777526522,5073.573128,5576.3416799999995,13.805636471500002,1026.818313,181.55531100000002,2855.0071359999997,10.2107514338,42.562416999999996,641.096408,34.250918663,4.3456082794699995,1333.400724,7516.921886,299.266995,7.3102272551,9.310528999999999,55.0094958962,349.809866,2.63541941808,6.95201154094,0.362819001479,226.777879,49.3402105829,1.91063988555,1.0808491169499999,11920.801981999999,3.3961900606299995,0.22219887144099998,23.4569354298,12329.800209,17.6529268554,7.81869443283,7.166320981849999,755.482904,0.0,26.3345506348,14.8963160498,111.726345,83.794759,7.142826254810001,1602.74102,923.737459,463.53132400000004,9.8356022301,39.237228,486.807646,938.36829,611.169708
245-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,11018.867116,0.22534356899,74.279986,3821.7387409999997,745.8112110000001,1.003784,0.0,3847.837114,7.40490433375,308360.6474,4.015134,999.433866,101947.942444,1093.120335,21.957112919,25.2411846777,1916.557477,377.42263199999996,7.69160938965,25.429184,687.591763,0.334595,18.3500882352,4.24531651454,849.535516,1.672973,1.39285823284,0.334595,1.40822541854,3407.845305,3499.524207,19.2918144512,912.439288,187.038343,495.19990700000005,6.103039086159999,16.060538,287.751297,15.0939175825,7.0570344414,393.148575,2621.88275,124.46916599999999,2.41161557158,4.684323,4.93121740082,357.34696,2.9396940763700004,4.83045710855,0.308162009619,133.503218,58.5694576977,20.7761521953,45.7096621318,39464.086631,0.468431161293,0.030267645209400004,10.4952608861,88217.521243,18.0516252647,23.9978140609,4.89905962345,365.04263399999996,0.0,25.842280693000003,8.07676227193,58.888638,79.633499,32.7262846455,111.419979,510.256661,546.727465,14.044761577200001,21.41405,3.011351,530.3323330000001,403.18641099999996
