,CNV_MIRLET7A1,CNV_RUNX1T1,CNV_MIR19B2,CNV_MIR23A,CNV_MIR29B2,CNV_MIR494,CNV_MIR449C,CNV_MIR92A1,CNV_FOXM1,CNV_MIR148A,CNV_MIR449A,CNV_MIR151A,CNV_MIR21,CNV_MIR125A,CNV_STAT1,CNV_AR,CNV_MIR196B,CNV_MIR17,CNV_ETS2,CNV_MIR222,CNV_MIR184,CNV_MIR373,CNV_JUN,CNV_POU2F1,CNV_MIRLET7E,CNV_MIR655,CNV_PPARA,CNV_MIR135B,CNV_ATF3,CNV_MIR92A2,CNV_MIR29A,CNV_MAZ,CNV_MIRLET7G,CNV_MIR455,CNV_MIRLET7C,CNV_PPARD,CNV_MIR590,CNV_MIR16-1,CNV_MYB,CNV_LEF1,CNV_MIRLET7I,CNV_MIR30D,CNV_MIR429,CNV_TCF7L2,CNV_MIR34C,CNV_MYBL2,CNV_MIR34A,CNV_RARB,CNV_SMAD3,CNV_HOXB4,CNV_MIR20A,CNV_STAT3,CNV_TFAP2A,CNV_ESR1,CNV_MIRLET7B,CNV_POU2F2,CNV_WT1,CNV_ETS1,CNV_MIR30A,CNV_RELA,CNV_NFIC,CNV_E2F1,CNV_MIR24-2,CNV_MIR371A,CNV_SP1,CNV_MYC,CNV_MIR223,CNV_MIR19B1,CNV_TP53,CNV_MIR155,CNV_MIR26A2,CNV_MIR29B1,CNV_NFKB1,CNV_MIR19A,CNV_MIR196A1,CNV_MIR26A1,CNV_MIR106B,MIRLET7A1,RUNX1T1,MIR19B2,MIR23A,MIR29B2,MIR494,MIR449C,MIR92A1,FOXM1,MIR148A,MIR449A,MIR151A,MIR21,MIR125A,STAT1,AR,MIR196B,MIR17,ETS2,MIR222,MIR184,MIR373,JUN,POU2F1,MIRLET7E,MIR655,PPARA,MIR135B,ATF3,MIR92A2,MIR29A,MAZ,MIRLET7G,MIR455,MIRLET7C,PPARD,MIR590,MIR16-1,MYB,LEF1,MIRLET7I,MIR30D,MIR429,TCF7L2,MIR34C,MYBL2,MIR34A,RARB,SMAD3,HOXB4,MIR20A,STAT3,TFAP2A,ESR1,MIRLET7B,POU2F2,WT1,ETS1,MIR30A,RELA,NFIC,E2F1,MIR24-2,MIR371A,SP1,MYC,MIR223,MIR19B1,TP53,MIR155,MIR26A2,MIR29B1,NFKB1,MIR19A,MIR196A1,MIR26A1,MIR106B
940-1,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.5,1.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.5,1.0,1.0,0.5,1.0,1.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.5,1.0,1.0,1.5,0.5,1.0,1.0,1.0,4538.053433,0.0519758408055,90.137043,9703.599357,937.194126,1.1556030000000002,0.0,3222.977088,18.9848187338,78590.256648,1.1556030000000002,1784.2512100000001,266846.09330999997,931.4161109999999,114.97982945,0.0427251302228,123.649533,710.695916,15.8748524779,164.095642,0.0,0.0,33.2730400082,1.61075763028,1186.804399,1.1556030000000002,3.73537570606,112.093502,8.13316213454,2907.497437,7231.764294,16.352252386700002,826.256227,1006.5303130000001,8567.641495,22.538467462699998,47.379728,599.758017,0.366547514643,0.674220955882,657.5381719999999,3892.0712909999997,376.72661600000004,12.082491751600001,41.601712,33.8106077884,211.47537000000003,13.7203872113,2.4915881933099997,0.193705452434,188.36330800000002,52.8566744733,5.19002806865,0.7066238651989999,10713.59648,0.412798437967,2.13801667063,25.274659344699998,162842.96855999998,28.928916686999997,18.2671021785,19.766266470799998,2416.366114,0.0,9.77177825434,84.73861786970001,125.96073999999999,123.649533,4.24028584637,2983.767243,1230.717318,1028.486772,24.2389945008,50.846537,67.02498100000001,1260.762999,848.212686
941-1,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8226.496227,0.15796006739399998,42.742649,4582.246226,405.176896,0.0,0.0,3897.7783189999996,22.682237336300002,73549.56039500001,0.0,1654.081982,330096.797463,606.008797,200.715311771,0.080979338887,438.55129400000004,388.196939,26.1370700026,56.795027000000005,6.440673,0.0,57.1611192705,1.973624424,581.4171349999999,3.513094,1.12380503362,73.774984,2.75869614475,3760.1821189999996,5158.39372,18.1000069543,679.783781,165.70095600000002,895.253575,11.7911513479,19.322020000000002,314.42195499999997,4.72087088306,1.34049682094,593.12745,4608.008919,333.158459,9.56459798109,9.368252,38.4697544852,209.61463700000002,1.5035901356999999,5.88338193495,1.31436414669,116.517633,59.2390238301,4.87832502007,6.987320486960001,15335.242895,1.98931026051,0.24816862960299998,8.7499559494,25071.78423,15.633789553800002,8.96937796501,16.0143248035,864.221241,0.0,21.658648688099998,39.3948428135,468.41259699999995,38.644039,23.9984136169,1110.1378539999998,761.755985,392.881065,14.6929117826,17.565472,74.3605,752.387733,772.880784
942-1,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18887.131624,0.072185942971,165.393268,4123.137237,909.3845369999999,3.898158,0.0,11120.330564,4.37761918791,75958.389949,7.239436,2831.1763530000003,238111.732341,1348.762613,25.124032428099998,15.7779005145,151.471276,1218.452765,17.8467791554,21.718308,0.55688,0.0,88.4761046179,2.51293543066,1367.139643,1.670639,0.338761256501,1.670639,6.26770679771,9751.520282,8059.719778,34.078245816999996,833.092019,295.146237,1072.550286,4.5340759554100005,17.82015,204.374847,27.2318085937,5.11815862625,453.85694900000004,8044.684026000001,136.992404,0.788624722758,3.898158,5.60585236847,244.47018500000001,0.568198265334,4.974706973380001,2.7176028515499997,453.30006900000006,60.0927857593,28.7067495218,16.5862303403,45950.370882,0.36397901622,0.023754844106799997,4.8015886696,71744.481322,21.9791542935,33.1218973378,2.2509968796599997,512.3293160000001,0.0,22.398231791700002,51.233926920200005,26.730225,187.111576,39.3114968053,257.835297,608.6695030000001,766.266456,23.2430747112,37.867819,180.9859,565.789767,470.00645999999995
943-1,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.5,0.5,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,11232.602171999999,0.404220183846,181.128968,4404.431014,931.706561,2.606172,0.0,2729.313834,5.4325354766,29611.328509,8.47006,914.766441,369146.70013,560.978566,35.4358331614,22.771575460700003,175.26508,1111.532442,8.03320358606,39.744126,13.682404,0.0,13.2139485815,3.26521458461,949.298223,5.212344,1.18025476582,2.606172,1.63131954668,2457.620382,3634.3071299999997,26.6794499953,1103.713926,147.248729,2247.171977,11.4214057058,25.410179,652.194592,19.780230995,3.5862488622199993,905.644839,4487.8285240000005,202.629888,6.92968578235,21.500920999999998,33.920928036,264.526478,0.957570081813,9.492205425429999,0.592182306547,473.67179699999997,25.524013960100003,36.0465205761,26.4544881999,52529.355272,0.399205798856,0.027216406035099998,18.8193010419,52091.518343,17.6111546843,14.6198856313,6.13260899874,826.80813,0.0,22.416259732100002,21.2430669556,181.78051100000002,200.02371599999998,23.015324540100004,256.707961,1248.356483,809.216467,14.927415211,67.10893399999999,16.288576000000003,1186.459893,562.281652
944-1,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.5,1.0,2.0,5.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,2.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,3.5,1.0,0.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.5,2.0,1.0,1.0,1.0,1.0,1.5,0.0,1.0,1.0,3.5,1.0,0.5,30967.325661000003,0.414395311115,113.386949,1356.323887,208.146042,2.159751,0.0,3718.282026,13.485568949400001,28970.63548,0.269969,3829.2392549999995,264990.969539,2340.9005620000003,60.37156002060001,37.2554497371,257.820325,769.951379,5.494379299069999,24.297203,1.889782,0.0,17.5765314758,6.41850567712,3614.343989,2.42972,1.85566716547,1.889782,0.9960477756180001,3443.18369,2342.790345,21.4422538523,1002.394624,53.183879000000005,1949.17565,9.42124946761,28.346737,367.967647,19.6590945723,1.2930069565,463.266678,8061.272148,94.489124,3.3314398031299994,19.707732,6.69941023404,154.15225700000002,2.28501843153,28.0548563269,0.172399239807,233.79308999999998,23.891437091999997,43.8833775428,124.16289747299999,56086.044496,0.436507206977,0.0,9.262469235980001,78470.51804299999,33.3173775724,20.5527156938,14.2874655482,300.745384,0.0,37.7607506974,38.5462073319,59.663132999999995,120.67611000000001,29.1269304064,207.606105,1242.6669689999999,180.609212,8.74826174389,17.54798,1324.197585,1257.51526,509.971302
945-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9764.546497,1.24063490348,39.246814,2288.789011,425.630178,0.912717,0.0,4654.246216,3.83037704821,84274.77516,0.0,1315.833108,150303.736875,1261.37435,163.523042243,4.0899916312,561.624952,519.639988,13.3912493494,60.543535,0.912717,0.304239,21.8890716583,4.02323778089,845.479817,1.216955,2.24099742344,1.825433,4.4269711397,4262.690792,6072.607822999999,12.444418981099998,756.033589,293.590508,2683.3868239999997,6.75166269882,21.296720999999998,466.398186,16.0420409257,6.497499606849999,656.24324,5518.2846039999995,67.845268,5.89061048426,9.735644,4.109582276499999,134.777819,3.82024433955,8.03098933435,0.6196124901919999,142.383791,34.799835486599996,8.25496929587,29.0782946641,26972.601160000002,2.0710485909200003,0.262284359451,49.7052727838,24117.319376,17.953441587,18.2612437347,1.7239721461000002,507.77467199999995,0.0,26.3184094525,20.1588132076,134.47358,52.024846999999994,19.6471481455,841.2204720000001,846.392533,356.567954,21.7237848607,14.299226999999998,1437.528655,813.534735,457.27102
946-1,1.0,1.5,1.0,1.5,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7772.580301000001,0.20118377073899998,137.213387,8312.24252,235.03537000000003,2.6260939999999997,0.0,5378.239533,19.3018469639,126187.07633699999,0.0,2162.588015,188863.393898,1666.912863,77.0437058417,0.316808753783,307.909465,1303.19891,16.5361292065,102.417647,2.6260939999999997,0.656523,34.040413511,1.8907756087799998,1726.656491,2.6260939999999997,5.68879480376,217.965762,21.928584193200003,4526.072185,3748.7485020000004,17.958883321,904.689218,753.688841,3733.6484649999998,30.8364425991,29.543552000000002,340.079111,0.234281415762,2.34135682206,810.149851,29015.050798,302.00075499999997,5.291017850869999,5.90871,35.6226303027,425.427151,0.489351170857,5.00193656173,0.278000245878,367.653093,43.09461086899999,4.43367402446,0.36127531088299997,11031.562362,1.5963089406200002,0.11336517094799999,18.7447573767,100145.419929,17.1489402877,12.602834313699999,8.43497743921,1737.1608649999998,0.656523,14.8228359305,33.4981727465,122.113349,149.687331,4.90911282764,508.80562000000003,489.109918,228.470136,13.2257899745,54.491441,51.865347,458.90984299999997,793.736767
947-1,1.0,1.5,1.0,1.0,1.5,0.5,1.5,0.5,1.0,1.0,1.5,1.0,6.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,0.5,0.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,3568.136497,0.0579376618775,64.069973,1334.840306,698.274126,0.590507,0.0,2894.3683969999997,6.66166482899,23826.353249,0.29525300000000004,1390.052679,552847.984099,865.682764,88.8901170977,8.52982540981,22.439253,722.780153,5.44298934556,24.506026000000002,2.9525330000000003,0.29525300000000004,27.9729860235,1.76454643337,983.488843,1.476267,0.141364638574,8.8576,2.2590577242,2643.69832,2941.9041829999996,28.3508510238,535.2942879999999,39.563946,130.206719,6.06822601284,19.191466000000002,216.715944,30.6571685305,0.964799908673,249.19381099999998,5455.100531,264.546984,2.6337325292,7.676587,28.520998057199996,197.229225,0.29786251493,5.26927404995,0.19984472337,244.765011,7.283985371160001,18.7974816688,27.4285168046,2658.7562390000003,0.402924293999,0.11358492325,2.42021989355,28064.419552999996,19.9032974066,19.1106898108,24.4372863659,629.4801,0.0,11.8195279497,24.1682392679,16.829439999999998,59.345918999999995,29.3298341985,83.851946,813.7181780000001,542.675621,3.71721760954,14.467413,126.368425,777.106765,827.5950849999999
948-1,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.5,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,6670.2733530000005,0.207383605015,109.395124,2061.532242,302.40835899999996,1.571769,1.571769,5229.904226,22.0590075759,62216.590399,12.259798,1562.3384019999999,355280.153681,779.283078,54.6465185006,15.854612239000001,197.099835,940.5465800000001,6.502525940519999,44.63824,5.658368,0.314354,79.9649470564,2.24254304969,776.453894,1.571769,1.1273636406299998,4.4009529999999994,6.12966167746,4847.650001,3192.5772269999998,26.9832933803,688.749183,66.328653,2974.415687,10.7021458166,76.387974,223.819908,13.175125364000001,1.4811933044299999,646.6257730000001,3771.931286,115.05349199999999,6.2341454679299995,12.259798,78.19583156510001,191.441466,0.6643413462659999,4.56145312821,0.299831827478,354.27673599999997,15.3840197026,12.305154953399999,0.380742555242,13487.349931,1.1553349560600001,0.17510356549400002,8.83683750227,9262.120461,24.269639640300003,21.4262617214,11.6126936775,652.912849,0.0,12.805369953800001,13.162363518800001,158.748671,119.768799,29.2248528391,819.8347190000001,695.979321,275.059578,6.9652216271,62.870761,156.862548,683.719522,1012.847954
949-1,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,10486.449822,0.07208020652580001,131.93694399999998,3292.50336,1491.90237,1.691499,6.7659970000000005,2184.571328,1.21193241655,137120.543851,252.033394,1334.592936,162257.91473699998,636.0037309999999,132.063993122,32.0070639706,337.454108,400.885331,6.60311948088,67.659971,16.914993,0.0,47.776327277200004,3.27617190331,947.2396,0.84575,0.885639393594,0.84575,2.1354309176400004,1968.9051690000001,4972.1621509999995,24.6407235121,964.154593,306.161371,630.083484,5.93199722534,36.367235,1275.390461,29.488149148,12.2343910561,566.6522610000001,7717.465491,296.012375,7.60545916403,7.611747,0.803008875211,297.70387400000004,0.50139319208,13.767461819300001,0.159515725309,134.47419299999999,48.1903360418,39.5769796472,190.09087481400002,91187.88074600001,0.25516874254,0.0576058321022,5.57761846458,158611.888026,18.9621731742,30.3302716143,3.6304711383699995,741.722437,0.0,23.2068639782,6.92449156296,137.857192,115.021951,26.3093407857,162.38393100000002,1755.776259,1173.900504,14.707924258399999,37.212984000000006,10.148996,1741.3985149999999,276.560133
950-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,8858.710849,0.10515532603,15.435276000000002,1020.840384,282.871735,0.0,0.0,1580.247267,5.89469093944,18227.110746000002,0.0,765.427192,263971.320933,1144.647542,111.85651225,25.0545896945,23.559105,166.5385,4.97387295676,3.5744849999999997,27.296065999999996,0.0,93.5391431427,4.34725638785,570.45529,0.0,0.8426274460269999,0.0,2.9919662791,1450.265999,112.433797,24.1886977248,256.38805099999996,53.454795999999995,169.463078,5.65547406886,10.398501,451.52243,19.6696367063,4.0785003287,235.753525,4746.753433,21.121956,0.522472335221,6.8240169999999996,5.02124323698,64.665681,0.30129002458799997,4.85745505619,7.3405847275100005,42.243912,38.9651045106,35.3101771755,53.185171993999994,60138.4333,0.11584414127,0.00501512467652,6.32463833901,75421.468324,22.533638968800002,30.4586200899,6.8565069456800005,163.28896799999998,0.0,26.1750922118,13.856864683,2.599625,19.172237,17.964956382,12.510697,355.49876800000004,117.958001,7.74055999704,6.499063,13.972985999999999,372.883763,289.695751
951-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6798.108152,1.03827007405,62.123704000000004,1921.8904539999999,646.2179980000001,4.273059,0.32869699999999996,3534.805873,1.3761247015600002,28251.493844999997,0.32869699999999996,1039.996818,208022.37242200001,1081.083924,20.298805568,5.30941764502,84.803786,520.327106,35.7492939336,54.892373,3021.0527039999997,0.32869699999999996,167.874774045,1.7118351838799999,907.860686,2.958272,0.9984425457780001,1.643484,7.842207674249999,3256.7283420000003,8781.793613,10.1980108805,533.146283,64.753279,3813.2121009999996,15.083339448199999,11.175692999999999,239.62,11.8352235847,9.8418200303,579.821235,6345.4925969999995,45.688860999999996,10.6913874736,12.161783,2.1655257276900004,310.289822,1.39548052641,8.613426201789999,4.85251531707,448.999891,29.276693846500002,0.917472102421,15.3737432724,9502.297098000001,1.5677898290399999,0.0615625930189,37.906662886999996,38124.889681,17.9513251012,19.609519351099998,2.44051839801,457.874705,0.0,13.665907434600001,42.6300596485,378.001372,78.88724300000001,14.699640994000001,674.8146230000001,1837.7440620000002,559.4420309999999,7.5573592768,28.596626,40.101015000000004,1870.2850489999998,232.05997299999999
952-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.5,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11724.544336,0.233089327082,145.49799199999998,3943.4414039999997,682.0978299999999,4.052869,0.810574,2741.360499,4.33171230431,83505.715356,5.268730000000001,1274.627258,213006.628872,1852.161071,30.328152003899998,32.0234494938,368.000493,473.78037,10.0555643552,48.229139,3.647582,0.0,80.78389418319999,3.67761632198,1844.0553329999998,3.647582,0.401336307187,4.458156,19.9288852099,2498.998941,3500.868125,28.193807468800003,1099.94861,207.506886,839.754429,6.910215320639999,22.696066000000002,346.925575,41.9862487957,13.421663114100001,519.5777879999999,2891.316647,190.07955,4.33738083482,4.863443,12.593555829300001,163.330615,2.1200011635900005,8.62534851048,2.78278099366,124.01778700000001,60.14880917359999,25.454975057,96.6472414235,12655.083026999999,0.397264191449,0.044715740582699996,12.144694968800001,63580.190874,11.389877585199999,44.1448874513,4.66303724265,997.0057400000001,0.810574,32.752663547800005,19.1303022799,59.171884999999996,164.141189,26.9145133195,231.82409900000002,1339.8784460000002,570.238649,15.565048985899999,17.832623,1042.803159,1396.213324,455.947747
953-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8594.960564,0.661626750309,39.046765,3218.521382,251.63470800000002,3.003597,0.0,3778.1916810000002,1.65782229712,53003.146769,0.0,1528.83103,122454.65986400002,1417.69793,41.5857617248,17.331747753800002,318.047582,337.070365,29.237106395799998,60.405679000000006,20.357715,0.0,135.235958165,3.0100802056200004,646.107154,5.005996,2.25098858061,9.344525,63.241516070299994,3501.860729,6125.002378,11.1134314795,440.527605,259.644301,6003.523553,10.0381701847,12.348122,169.870114,30.733164976100003,4.3695523646,582.6978780000001,5813.629457,62.408077,8.78919770403,17.354118,2.1775013711,220.931269,6.2067572994199995,8.1143665578,1.44430917233,118.475227,52.9008920563,16.072530559300002,27.517297778099998,35606.311159,0.5616848018639999,0.366471456387,21.540434314099997,100763.347569,16.4866705465,25.3918078629,1.76408064643,490.25382699999994,0.0,25.0669548522,66.7066937032,261.312966,50.059955,17.2508387027,187.224232,1075.9553019999998,192.563961,13.0963342697,10.679457000000001,67.08034,1125.681525,376.45086299999997
954-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10559.654422,1.21154826014,33.407435,2963.8204739999996,272.343219,0.726249,0.0,3711.856517,2.42098587134,47233.029205,0.0,1276.018763,191916.998502,1098.0878599999999,37.4193703732,18.0743509032,363.850541,223.68456400000002,29.391506101599997,34.859932,4.357492,0.0,293.514308771,2.79881826928,650.718732,3.631243,1.6501127621,5.08374,34.339707047,3539.009353,3716.214008,14.1230394114,333.3481,400.88921899999997,5062.678884,9.32533121875,9.441232000000001,249.829513,15.8841002018,3.0972903744,477.871569,5679.990181,61.004881000000005,10.4945199707,11.619977,2.5439967127000003,74.07735600000001,4.3425820143900005,6.40367101237,0.8784370348180001,95.864813,42.5472606857,25.676133431100002,33.791537794499995,33082.80178,1.29356731326,0.020895939322299998,29.0234179907,78633.839262,17.1481034574,28.6477198156,2.8499540031599997,480.776563,0.0,22.0694592041,57.266117582700005,99.49605600000001,39.943672,17.1278599518,209.159592,670.327444,201.897107,12.5875014485,8.714983,190.277129,681.221172,323.906869
