Line,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2
SKMEL5,0.584445,0.801187,0.554214,0.0333418,0.106969,0.49662,0.563579,0.485196,0.475355,0.397312,0.665991,0.594785,0.435716,0.449782,0.444909,0.512092,0.274633,0.583526,0.544163,0.631914
SKMES1,0.566286,0.739197,0.494861,0.139535,0.0791402,0.382903,1.26361,0.363788,0.638249,0.522348,0.469843,0.613531,0.441183,0.536058,0.667482,0.672015,0.615815,0.482157,0.465287,0.414637
SKMM2,0.564928,0.394195,1.21351,0.11168,0.619684,0.359369,1.29153,0.445901,0.609875,0.0226743,0.300764,1e-06,0.426056,0.456711,0.275432,0.307599,0.349682,0.801445,0.541924,0.597929
SKNAS,0.574594,222.888,0.545952,0.1229,1e-06,0.375499,1.0424,0.381856,0.623039,0.560388,0.444948,0.57004,0.42353,0.549082,0.759899,0.757885,0.654602,0.445457,0.454091,0.381883
SKNBE2,0.581966,0.767379,0.910826,0.123355,0.0773648,0.387768,1.11927,0.330424,0.629969,0.0275699,0.0677283,0.356211,0.434438,0.603168,0.833591,0.820366,0.789619,0.783354,0.393051,0.249993
SKNDZ,0.567838,0.765217,0.892371,0.145625,0.114269,0.410419,1.11647,0.325634,0.599027,0.0184514,0.0697867,0.410424,0.432117,0.613721,0.953952,0.794362,0.86379,0.786401,0.37288,0.216831
SKNFI,0.563201,227.539,0.883406,0.114166,1e-06,0.377587,1.2919,0.320197,0.640866,0.0383601,0.0934259,0.400502,0.439359,0.603095,0.856418,0.861345,0.810625,0.785981,0.388965,0.251169
SKNMC,0.0305967,0.128643,0.388887,1.26824,0.316205,0.674054,0.591603,0.963532,0.936211,0.810333,0.136769,0.388245,0.62286,0.646396,0.869358,0.414903,0.328866,0.317087,0.34413,0.845708
SKNSH,0.0340933,0.409162,0.681977,1.16062,0.351137,1e-06,0.607951,0.648166,0.706948,0.76137,0.125024,0.488505,0.506018,0.570355,0.811124,0.440276,0.322087,0.423047,236.028,0.617094
SKOV3,0.0891908,0.38892,0.483588,1.28104,0.310464,0.405011,0.514759,0.775757,0.671006,0.579862,0.131187,0.265423,0.83978,0.57252,0.747033,0.470515,0.445328,0.432833,0.464545,0.525119
SKUT1,0.419543,0.462402,0.566001,1.13041,0.386793,0.69285,0.532357,0.660885,0.66386,0.606522,0.107622,0.338631,0.660126,0.569598,0.551649,0.468986,0.422786,0.424549,0.323186,0.52919
SNGM,0.647482,0.436759,0.49244,1.52996,0.372372,0.0088949,0.516651,0.665842,0.614046,0.571766,0.127983,0.352583,0.654955,0.571049,0.411665,0.476337,0.434187,0.42819,0.622692,0.526734
SNU1,0.00631829,0.256612,0.0971122,1.12881,0.343677,0.382382,0.536593,0.558777,0.497992,0.526964,0.145452,0.387398,0.605366,0.574929,0.663474,0.491035,0.482897,0.417241,0.594278,0.667207
SNU1040,0.673445,1.1646,0.379133,0.508928,0.568057,0.106488,0.388544,0.799617,0.340354,0.453832,0.431982,0.0114222,0.621905,0.450083,0.375226,0.486117,0.553373,0.761269,0.690293,0.688987
SNU1076,0.53167,1.24771,0.294703,0.617393,0.571247,0.118716,0.389362,0.78491,0.446324,0.464035,0.423641,0.103229,0.629448,0.413038,0.302156,0.398056,0.594322,0.829163,0.750414,0.791953
SNU1077,0.6081,0.900596,0.443218,0.347919,0.575855,0.0993176,0.350405,0.716964,0.306972,0.379635,0.421166,0.107064,0.577232,0.475076,0.427622,0.592611,0.525719,0.633384,0.604344,0.567504
SNU1079,0.36615,1.68023,0.32335,0.225587,0.553754,0.179876,0.488495,235.575,0.736826,0.308924,0.398957,1e-06,0.803132,0.49694,0.406783,1.06854,0.519155,1.17151,1.00534,0.385323
SNU1105,0.531912,1.18544,0.358229,0.399076,0.59113,0.134857,0.488687,263.244,0.423146,0.719043,0.438194,1e-06,0.515668,0.423217,0.274713,0.556996,0.582009,0.662239,0.768953,0.783118
SNU1196,0.596661,1.74037,0.398856,0.556039,0.604834,0.0784414,0.36442,0.775464,0.517653,0.433066,0.444234,0.00556601,0.684005,0.514132,0.528306,0.462842,0.485162,0.493877,0.452445,0.458837
SNU1197,0.507067,1.18051,0.359119,0.398709,0.689681,0.146005,0.487984,0.779088,0.461548,0.709509,0.337955,0.0390998,0.519654,0.443747,0.371667,0.59592,0.560318,0.678954,0.688738,0.716901
SNU1214,0.543869,1.18444,0.349222,0.683028,0.778893,0.138281,0.399579,0.458286,0.452672,0.431584,0.292838,0.544383,0.60802,0.509006,0.510391,0.345796,0.489125,0.412561,0.386319,0.471695
SNU1272,0.5263,1.3629,0.359527,0.145535,0.579743,0.152127,0.397533,0.55869,0.421582,0.588274,0.432645,0.441406,0.633226,0.456173,0.3932,0.672282,0.545458,0.703647,0.697562,0.646955
SNU16,0.670989,1.43209,0.425413,0.0347025,0.363253,0.121036,0.445921,0.928256,0.383898,0.351021,0.27076,0.00883983,0.475765,0.406224,0.211504,0.986017,0.620131,1.94934,2.46866,0.748323
SNU175,0.762892,1.01074,0.436408,0.0649576,0.574757,0.0834551,0.47292,0.540339,0.243435,0.315307,0.418843,0.455429,0.526232,0.424942,0.271293,0.794595,0.583414,0.891562,0.910557,0.75042
SNU182,0.707577,1.28085,0.340015,0.433011,0.577087,0.124322,0.381664,0.714233,0.309695,0.539617,0.416512,0.191433,0.628224,0.422707,0.299578,0.533931,0.586243,0.931887,0.806046,0.804834
SNU201,0.611248,1.11854,0.375333,0.63156,0.572922,0.118371,0.386494,0.792228,0.388713,0.516326,0.427158,0.0113166,0.619773,0.452552,0.379401,0.38258,0.550796,0.764411,0.760427,0.666078
SNU213,0.638748,1.21995,0.17347,0.174598,0.552375,0.111739,0.245319,0.659059,0.397762,0.585046,0.410312,0.292363,0.797971,0.38731,0.277022,0.743106,0.626397,1.02462,0.772145,0.828205
SNU216,0.915031,0.362454,0.438861,0.368402,0.512081,0.0283382,0.433757,1.15944,0.427263,0.525206,0.251064,0.0324892,0.467113,0.504387,0.552543,0.317561,0.503816,0.457083,0.562329,0.508339
SNU245,0.540472,1.4726,0.438726,0.607702,0.562332,0.07009,0.483682,0.73578,0.417539,0.435606,0.431068,0.15507,0.526694,0.506112,0.515818,0.417011,0.492176,0.479865,0.437356,0.495855
SNU283,0.769346,1.15634,0.391911,0.16296,0.521252,0.10619,0.372445,0.801884,0.404043,0.469639,0.395721,0.0114546,0.61615,0.450162,0.379548,0.660785,0.551433,0.75164,0.677379,0.671322
SNU308,0.562831,1.35202,0.380736,0.306245,0.575739,0.127023,0.435306,274.978,0.456999,0.621379,0.440781,1e-06,0.550693,0.459204,0.376449,0.638767,0.543261,0.64452,0.655078,0.650744
SNU324,0.535951,1.16559,0.317333,0.0794952,0.615696,0.123601,0.480818,0.623693,0.362942,0.650686,0.456623,0.363501,0.533244,0.428037,0.288533,0.701918,0.569881,0.671168,0.724858,0.819906
SNU349,0.571077,1.03815,0.427272,0.332206,0.576456,0.161238,0.476513,0.645665,0.425209,0.556842,0.429927,0.31747,0.523185,0.471782,0.41518,0.580755,0.529373,0.623263,0.678246,0.602684
SNU387,0.426554,1.14969,0.30181,0.0114474,0.847704,0.157255,0.401636,0.778382,0.586378,0.796313,0.412011,0.0111189,0.628847,0.441992,0.385649,0.805316,0.558274,0.691025,0.6433,0.803239
SNU398,0.835835,0.886796,0.326361,0.195723,0.556847,0.14991,0.387269,0.772969,0.321968,0.207963,0.431533,0.0827559,0.58931,0.3836,0.230116,0.66918,0.611039,0.976632,1.00777,0.839512
SNU407,0.741043,1.25162,0.347714,0.590001,0.572193,0.12011,0.386065,0.701888,0.288931,0.490866,0.424966,0.208653,0.625747,0.432295,0.327275,0.414619,0.574723,0.867966,0.876718,0.755945
SNU410,0.461655,1.03241,0.417211,0.415238,0.716904,0.173156,0.473935,0.762399,0.522008,0.730209,0.352486,0.0933611,0.527262,0.47026,0.431508,0.537839,0.530712,0.66961,0.659219,0.631473
SNU423,0.521506,1.30599,0.35276,0.428862,0.579471,0.13313,0.370364,0.757304,0.464396,0.63208,0.433438,0.0266531,0.646234,0.451231,0.381571,0.514995,0.550688,0.732929,0.667672,0.668252
SNU449,0.556207,0.771351,0.469163,0.405843,0.424752,0.482092,0.404204,0.109572,0.363745,0.629088,1.27114,0.587682,0.539347,0.499206,0.643576,0.635258,0.626116,0.00553648,0.440038,0.413924
SNU46,0.726064,0.768277,0.434045,0.218191,0.373914,0.539692,0.441177,0.197501,0.386061,0.632335,1.078,0.560359,0.56737,0.542098,0.91594,0.744854,0.702198,0.0917273,0.366979,0.447904
SNU466,0.709908,287.772,0.449007,0.373158,0.369595,0.589121,0.359456,0.115891,0.539107,0.46073,1.21418,0.598595,0.539149,0.511604,0.622816,0.630496,0.665538,1e-06,0.353718,0.428114
SNU475,0.579574,0.619793,0.939048,0.806638,0.7752,0.380006,0.157624,0.0804602,0.478734,0.61095,0.349752,0.352092,0.626739,1.32465,0.352933,0.604337,0.675442,0.567937,0.441806,0.261571
SNU478,0.566767,0.344363,0.747256,0.878982,0.698207,0.586063,0.523305,0.0792889,0.365857,0.520499,0.270552,0.479998,0.518225,1.40808,0.405595,0.597482,0.67546,0.437412,0.461452,0.383691
SNU489,0.563935,0.635544,0.746533,0.758439,0.750028,0.57129,0.371414,0.100918,0.357295,0.57967,0.0281334,0.47029,0.525756,1.19101,0.36877,0.583576,0.760148,0.422912,0.447708,0.346864
SNU5,0.556301,0.6194,0.658685,0.933213,0.71026,0.718315,0.0327112,0.137275,0.434608,0.778242,0.0629482,0.385886,0.623799,1.25333,0.348118,0.549494,0.778056,0.353411,0.447685,0.397519
SNU503,0.487598,0.314498,0.384478,0.432416,0.456045,0.837659,0.703636,0.137865,0.406174,0.338396,0.256729,0.385248,0.632155,1.14804,0.358388,0.601036,0.686018,0.302083,0.511387,0.524496
SNU520,0.56231,0.340956,0.633248,0.718686,0.690605,0.660063,0.0112439,0.106232,0.402391,0.787133,0.00282417,0.554921,0.440515,1.15612,0.409522,0.594927,0.786934,0.334912,0.45477,0.386207
SNU601,0.502824,0.558677,1e-06,0.142204,0.590953,0.577007,0.019894,0.141298,0.427853,0.847884,0.0144056,0.393131,0.660622,1.17032,0.336992,0.614785,1.00847,0.289824,0.449051,0.449079
SNU61,0.542896,0.467055,0.670089,0.663504,0.678429,0.646898,0.5722,0.218788,0.425734,0.432501,0.00376893,0.379908,0.636334,0.925874,0.375195,0.5624,0.787639,0.319216,0.458679,0.417828
SNU620,0.540641,0.48983,0.704764,0.647022,0.632512,0.56777,0.163814,0.130118,0.296979,0.724762,0.00569294,0.405272,0.60289,1.26991,0.386651,0.66676,0.793149,0.4339,0.462406,0.407717
SNU626,0.58669,0.301532,0.723131,1.03122,0.817152,0.420626,0.43962,0.120602,0.342583,0.544917,0.00281742,0.549055,0.447314,1.08094,0.422813,0.650791,0.785055,0.609266,0.440302,0.180968
SNU668,0.530294,0.457617,0.618577,0.625067,0.610167,0.426602,0.579357,0.282185,0.619425,0.392143,0.607161,465.019,0.12649,0.39645,1.02158,0.396709,0.67361,0.472159,0.430467,1e-06
SNU685,0.567595,0.485098,0.957306,0.920486,0.670585,0.419614,0.574545,0.373624,0.032496,0.773122,0.61148,0.553929,0.146497,0.395051,1.20068,0.356573,0.604499,0.438327,0.341293,0.434963
SNU719,0.60194,0.546977,0.879067,0.880208,0.868637,0.422626,0.571943,0.260999,0.00763485,0.801723,0.538857,0.802863,0.138116,0.461329,1.2174,0.376592,0.71806,0.419202,0.266928,0.00384178
SNU738,0.507845,0.525603,0.556866,0.519489,0.537148,0.429833,0.576531,0.414956,0.460844,0.535511,0.60095,0.760685,0.12823,0.407031,1.26538,0.41584,0.576098,0.491582,0.477338,0.104597
SNU761,0.530937,0.462762,0.654335,0.60269,0.589628,0.417254,0.557348,0.347066,0.0151623,0.80389,0.636612,0.799292,0.16744,0.384831,1.12116,0.388931,0.66909,0.460435,0.390717,0.0226134
SNU8,0.567744,0.525716,0.711454,0.769503,0.758401,0.404744,0.539396,0.361125,0.405845,0.570482,0.534541,0.765357,0.0879687,0.463216,1.52008,0.374266,0.587964,0.435784,0.312689,0.00366231
SNU81,0.57734,0.52332,0.986178,0.982817,0.756846,0.435842,0.560052,0.32423,0.403868,0.578996,0.639904,0.561575,0.12474,0.372446,1.20383,0.348216,0.660567,0.429956,0.32099,0.427092
SNU840,0.532208,0.554578,0.743186,0.612539,0.600671,0.42161,0.577056,0.380355,0.553282,0.452674,0.873539,0.670143,0.100894,0.252723,1.63014,0.345073,0.560205,0.469199,0.44561,0.0096201
SNU878,0.47818,0.491169,0.430703,0.375828,0.461193,0.305193,0.626172,0.526002,0.0610007,0.746191,0.64085,0.636695,0.0808143,0.384611,1.52192,0.389163,0.446665,0.519719,0.526007,0.322917
SNU886,0.506644,0.529954,0.540191,0.548692,0.529849,0.427271,0.574077,0.417154,0.0224176,0.792371,0.639512,0.712045,0.117851,0.378688,1.36882,0.392695,0.569125,0.492666,0.480577,0.20826
SNU899,0.553857,0.248509,2.38811,0.693046,0.721903,0.238279,0.645348,0.353614,0.46598,0.499406,0.528445,0.774667,0.182492,0.458907,1.60188,0.369213,0.46787,0.41885,0.232689,0.00370686
SNUC1,0.514777,0.367504,0.551392,0.537053,0.558876,0.315484,0.643958,0.402785,0.283904,0.663087,0.497684,0.758239,0.123968,0.502479,1.12845,0.404476,0.577874,0.485387,0.467591,0.0541193
SNUC2A,0.536754,0.553122,1e-06,0.762542,0.542062,0.364897,0.467679,0.370059,0.580537,0.256495,0.61742,0.784615,0.12302,0.390353,0.997675,0.315809,0.618404,0.403986,0.278749,0.286849
SNUC4,0.539253,0.424624,0.707683,0.739347,0.631243,0.515336,0.685653,0.368032,0.565107,0.460034,0.660599,0.830974,0.114468,0.372056,1.29712,0.356399,0.620242,0.453313,0.385729,0.0235097
SNUC5,0.591987,0.673898,1.22301,0.99546,0.785616,0.425972,0.571619,0.424542,0.058875,0.779771,0.619309,0.797107,0.158213,0.384538,1.15898,0.34559,0.549311,0.416372,0.28742,0.0169961
SQ1,0.565016,0.458983,0.819746,0.840206,0.670765,0.327635,0.656956,0.422163,0.402717,0.572858,0.60016,0.786372,0.0938027,0.404618,1.32706,0.300387,0.559081,0.447811,0.397748,0.011233
SR786,0.516497,0.390481,0.588688,0.549285,0.556266,0.423182,0.569836,0.408842,0.0423943,0.777884,0.670623,0.390642,0.105056,0.352544,1.2363,0.418996,0.591827,0.483847,0.457958,0.625346
ST486,0.526853,0.291553,0.518045,0.58271,0.604255,0.321322,0.65169,0.254588,0.118776,0.765459,0.528059,0.810346,0.118278,0.472428,0.692385,0.503301,0.762304,0.470987,0.43161,0.00387758
SU8686,0.579927,0.341875,0.973493,0.840186,0.717749,0.430261,0.582559,0.453048,0.381161,0.592543,0.850026,0.648698,0.114734,0.253534,1.36223,0.309353,0.540945,0.431459,0.376708,0.282782
SUDHL1,0.492087,0.421708,0.451647,0.483141,0.474174,0.430818,0.569098,0.356332,0.0140465,0.798217,0.614581,0.488898,0.108529,0.396025,1.06902,0.46831,0.65233,0.508047,0.522385,0.511107
SUDHL10,0.448357,0.000157977,0.335818,0.27513,0.305408,0.42415,0.571388,0.264454,0.0482829,0.776701,0.509554,0.782884,0.126157,0.490547,1.3811,0.58005,0.683859,0.546491,0.636322,0.00374618
SUDHL4,0.418878,6.02213e-05,0.225011,0.135649,0.164534,0.322122,0.648065,0.249882,0.0274197,0.779086,0.52858,0.710449,0.105808,0.471715,1.30276,0.471223,0.683744,0.552464,0.616894,0.20082
SUDHL5,0.528564,0.065513,0.575091,0.591091,0.569845,0.424032,0.568772,0.292495,0.0938845,0.748198,0.617053,0.774148,0.124131,0.384343,1.23937,0.364737,0.660327,0.473062,0.447271,0.0272459
SUDHL6,0.551654,0.0454808,0.63439,0.645407,0.660142,0.427947,0.570703,0.275856,0.0436964,0.787101,0.613759,0.77608,0.113768,0.358132,1.07759,0.570599,0.683632,0.458501,0.436841,0.0378769
SUDHL8,0.501815,0.00669247,0.409718,0.400609,0.511199,0.291104,0.398347,0.166867,0.0106006,0.749377,0.513594,0.746581,0.10862,0.476594,1.25238,0.399064,0.674631,0.425635,0.284576,0.00357246
SUIT2,0.506815,0.424323,0.536438,0.528269,0.520354,0.415545,0.576353,0.432649,0.262458,0.684339,0.644862,0.509913,0.121761,0.370628,1.20099,0.396078,0.557585,0.493201,0.483146,0.489105
SUPB15,0.6481,0.485911,1.0444,1.07306,1.00074,0.601615,0.407765,0.116317,0.0436282,0.785872,0.625329,159.829,0.149543,0.391638,1.1909,0.35427,0.784456,0.397218,0.0785864,1e-06
SUPM2,0.541601,0.377492,0.751792,0.677732,0.627308,0.41982,0.572773,0.337243,0.00568364,0.791853,0.638765,0.501531,0.138689,0.355661,1.13253,0.398271,0.652219,0.460722,0.408375,0.49698
SUPT1,0.479763,1.50185e-05,0.402502,0.463832,0.413257,0.424996,0.568185,0.268739,0.550956,0.453409,0.59964,370.539,0.122383,0.370811,1.25815,0.471726,0.710043,0.526693,0.565588,1e-06
SUPT11,0.602215,0.336139,0.91714,0.941029,0.846961,0.416517,0.574931,0.151526,0.0432571,0.779188,0.665316,412.423,0.103942,0.3622,1.2883,0.346986,0.853191,0.404884,0.297285,1e-06
SW1088,0.543677,0.662291,0.696779,0.69534,0.666947,0.427711,0.541628,0.4519,0.550365,0.446323,0.508233,0.815084,0.125865,0.489881,1.12929,0.394687,0.549061,0.467726,0.404029,0.0228398
SW1116,0.565095,0.455448,0.81881,0.419809,0.731117,0.341531,0.67639,0.459532,0.497773,0.542062,0.509814,0.479949,0.102983,0.466504,1.42515,0.355285,0.501407,0.43559,0.352056,0.427733
SW1271,0.544256,0.659205,0.774693,0.699754,0.646294,0.431859,0.568553,0.494197,0.556564,0.446977,0.631626,0.752981,0.14799,0.379197,1.23445,0.366927,0.486745,0.458367,0.396569,0.0566843
SW1353,0.596,0.597526,0.794313,1.07256,0.760968,0.414673,0.562531,0.481719,0.494042,0.50514,0.501788,0.772027,0.111558,0.498808,0.920813,0.408945,0.526482,0.452683,0.361068,0.0676899
SW1417,0.449219,1e-06,0.348946,0.384432,0.345828,0.0671017,0.138625,0.89765,0.357633,0.509192,0.446848,1.23845,0.481258,0.589452,4.56256,0.159183,0.237836,0.27842,0.0636557,0.0343766
SW1463,0.551652,0.453009,0.864267,0.745391,0.647948,0.246473,0.331876,0.411105,0.0691961,0.789206,0.649871,0.773122,0.131823,0.377997,1.33524,0.35178,0.57925,0.421071,0.293631,0.0110437
SW1573,0.559113,0.631808,0.816611,0.802873,0.694239,0.429134,0.570856,0.437708,0.511993,0.490541,0.619557,178.684,0.0934046,0.38858,1.48372,0.337733,0.523578,0.454301,0.386159,1e-06
SW1710,0.522397,0.621377,0.6206,0.587012,0.580215,0.425016,0.572827,0.356464,0.0518649,0.823104,0.593964,0.466026,0.124162,0.393754,1.22191,0.378327,0.51133,0.484296,0.46186,0.535618
SW1783,0.569384,0.66096,0.752732,0.874647,0.752842,0.662905,0.449287,0.481614,0.184487,0.812402,0.499055,0.781,0.128404,0.505348,1.03457,0.401845,0.562753,0.444365,0.18934,0.0074375
SW1990,0.588807,0.744404,1.12115,0.927778,0.770915,0.421425,0.57414,0.502017,0.0256387,0.787989,0.621329,0.786639,0.181011,0.38965,1.0681,0.357103,0.479289,0.420129,0.291928,0.0112368
SW403,0.683748,0.393801,1.35041,1.06213,1.12387,0.316848,0.647473,0.313541,0.135131,0.739243,0.640853,0.787482,0.103442,0.380551,1.34572,0.228955,0.642467,0.390776,0.292418,0.0112488
SW48,0.560895,0.698904,0.738284,0.818515,0.718336,0.407451,0.555171,0.476148,0.336879,0.655044,0.536405,0.590538,0.102586,0.466462,0.944876,0.405327,0.528017,0.454797,0.367782,0.407548
SW579,0.527405,0.613243,0.0014698,0.389371,0.674986,0.409083,0.559765,0.467889,0.594808,0.341721,0.672453,0.891857,0.12172,0.365594,1.12595,0.338161,0.473091,0.416413,0.303606,0.197817
SW620,0.515554,0.33548,0.568224,0.557039,0.54524,0.417254,0.574463,0.402005,0.0701104,0.764821,0.540073,0.613867,0.121645,0.461672,1.21671,0.408461,0.581041,0.484744,0.453464,0.367284
SW780,0.532556,0.26298,0.427653,0.593787,0.0903711,0.416838,0.569628,0.38778,1.38321,0.477007,0.498059,0.476334,0.502717,0.812982,0.572047,0.438761,0.610285,0.425103,0.826562,0.0622234
SW837,0.361421,0.580447,0.426557,0.0807531,0.106852,0.844459,0.568082,0.401009,1.40882,0.313385,0.408694,0.27146,0.596113,0.915773,0.771593,0.871365,0.602213,0.609782,0.785693,0.0167527
SW900,0.482985,0.660275,0.429909,0.397029,0.156582,0.566966,0.572568,0.398924,1.27167,0.357459,0.453149,0.383051,0.549699,0.719636,0.720824,0.655014,0.609335,0.514803,0.647967,0.31215
SW948,0.289771,0.400728,0.420276,0.323597,0.114549,0.644661,0.571738,0.4908,1.30584,0.440168,0.491893,0.475016,0.508107,0.530833,0.533079,0.536989,0.508791,0.659486,0.502706,0.495965
T173,0.408439,0.609682,0.417467,0.0799474,0.143826,0.746736,0.585191,0.397867,1.4291,0.330038,0.443143,0.358558,0.562038,0.751839,0.747939,0.686959,0.616622,0.599225,0.759551,0.099894
T24,0.495873,0.688506,0.425012,0.45863,0.166814,0.53326,0.576984,0.403279,1.21126,0.365422,0.451897,0.381618,0.550854,0.734218,0.671252,0.666517,0.605236,0.486257,154.03,1e-06
T3M10,0.399564,0.63451,0.426364,0.269619,0.144404,0.674817,0.571657,0.394894,1.28775,0.331876,0.427643,0.319605,0.580116,0.855502,0.883198,0.74021,0.619766,0.565051,0.795116,0.0279838
T3M4,0.338793,0.475937,0.430183,0.461416,0.0830784,0.530125,0.573857,0.401224,1.29016,0.419174,0.480866,0.45388,0.519301,0.597399,0.575252,0.559794,0.59912,0.527893,0.597961,0.368541
T47D,0.0640095,0.0600016,0.286031,0.472659,0.0729922,0.239617,0.577117,0.395889,1.13238,0.313183,0.522919,0.549729,0.47886,0.522483,0.510541,0.288324,0.598292,0.42245,0.650093,0.234835
T84,0.378825,0.605924,0.417558,0.58388,0.114604,0.422255,0.574704,0.393652,1.52403,0.245788,0.381614,0.239689,0.629719,0.942527,0.982009,0.878005,0.612599,0.568146,0.667926,0.241277
T98G,0.428027,0.500461,0.421824,0.625982,0.121378,0.397478,0.574538,0.389088,1.21839,0.394508,0.487814,0.468409,0.512467,0.609632,0.550473,0.544909,0.609801,0.504552,0.782542,0.00561681
TC71,0.19881,0.464222,0.430968,0.0124459,0.13595,0.871283,0.564687,0.40112,1.05852,0.329418,0.392543,0.211012,0.609143,0.948383,0.924534,0.842111,0.607811,0.838453,0.627174,0.368879
TCCPAN2,0.318603,0.548227,0.243907,0.0605288,0.143812,1.76079,0.487449,0.421317,0.860106,0.198087,0.396424,0.347728,0.607487,0.425028,0.524104,0.860925,0.637958,0.376532,0.618221,0.520101
TCCSUP,0.391001,0.644502,0.422907,0.0321272,0.112553,0.76435,0.569084,0.45758,1.29973,0.367849,0.439989,0.317808,0.565795,0.634309,0.710941,0.70904,0.532642,0.576656,0.800169,0.00382889
TE1,0.433761,0.541197,0.429801,0.528536,0.113118,0.472562,0.572553,0.381609,1.25987,0.373286,0.478616,0.447008,0.522116,0.656586,0.581882,0.585226,0.620767,0.55742,0.674962,0.26687
TE10,0.218931,0.492738,0.230951,0.400421,0.180993,0.256662,0.472999,0.436999,0.864925,0.185112,0.409766,0.40923,0.585889,0.0642156,0.888597,0.692682,0.672854,0.333806,1.80578,0.0385032
TE11,0.467927,0.538793,0.324714,0.666167,0.253839,0.345612,0.66266,0.248988,0.865754,0.189637,0.402739,0.348944,0.607613,1.29431,1.03968,0.74161,0.761229,0.528387,0.757917,0.190208
TE125T,0.456795,0.570465,0.424289,0.174271,0.136003,0.750086,0.572166,0.403684,1.36602,0.344375,0.464496,0.411863,0.536547,0.669742,0.669348,0.617907,0.608297,0.701271,0.679127,0.245323
TE14,0.380168,0.298047,0.420255,0.561444,0.0915004,0.442389,0.572858,0.249409,1.03316,0.409855,0.501881,0.504204,0.498083,0.477072,0.494321,0.494394,0.796614,0.63059,0.398968,0.612837
TE15,0.466528,0.497867,0.426554,0.548335,0.128499,0.450876,0.568995,0.25474,1.02072,0.355877,0.486408,0.475787,0.513665,0.573354,0.544068,0.545858,0.791641,0.508943,0.777513,0.0439945
TE159T,0.402764,0.611215,0.433143,0.342339,0.12913,0.61999,0.567205,0.381575,1.3311,0.339727,0.445331,0.364639,0.559261,0.75608,0.763089,0.680118,0.625267,0.563464,0.725276,0.137263
TE4,0.346855,0.38157,0.425986,0.678273,0.143623,0.348512,0.567874,0.401509,1.06573,0.385501,0.457135,0.392969,0.545124,0.756453,0.745436,0.618832,0.60462,0.618236,0.573136,0.409106
TE441T,0.415631,0.525275,0.417182,0.146366,0.127524,0.73854,0.577096,0.388001,1.2849,0.382648,0.473687,0.434228,0.527297,0.646398,0.606733,0.59805,0.626646,0.573043,0.339168,0.691724
TE5,0.36886,0.151733,0.253744,0.53765,0.142015,0.463568,0.689662,0.246104,0.807119,0.110524,0.432438,0.397325,0.54985,1.33897e-06,0.512969,0.599096,0.793672,0.709964,0.806417,0.0115764
TE6,0.334352,0.280388,0.200064,0.59378,0.147358,0.416832,0.696192,0.380094,1.03054,0.285657,0.477927,0.458636,0.51658,0.242119,0.513745,0.495043,0.642164,0.65062,0.762103,0.0846173
TE617T,0.371777,0.237347,0.418429,0.0322622,0.109251,0.767561,0.573566,0.388924,1.16273,0.333611,0.531797,0.575898,0.468654,0.378098,0.381692,0.402344,0.622315,0.646455,0.682105,0.249372
TE8,0.333508,0.455838,0.267671,0.424127,0.0930578,0.746713,0.529341,0.420016,1.0322,0.35333,0.454867,0.440147,0.56144,1.2094,0.811905,0.53205,0.71178,0.702969,1.34168,0.135264
TE9,0.363792,0.292464,0.320699,0.611985,0.150797,0.402182,0.644579,0.246467,1.05371,0.201461,0.453549,0.427551,0.548274,0.662079,0.644831,0.625495,0.827469,0.634757,0.477948,0.521372
TEN,0.422661,0.475484,0.42666,0.193522,0.144986,0.709615,0.567354,0.379421,1.23964,0.286931,0.423241,0.308847,0.586354,0.894113,0.763413,0.751483,0.628912,0.563574,0.775128,0.0110724
TF1,0.366429,0.392859,0.427194,0.0222971,0.137884,0.788112,0.567246,0.475315,1.16864,0.429995,0.493913,0.483679,0.506191,0.506649,0.502749,0.524867,0.524407,0.631676,427.802,1e-06
TGBC11TKB,0.384216,0.550022,0.410209,0.105751,0.105405,0.987752,0.55675,0.357061,1.14137,0.358189,0.435067,0.32965,0.572047,0.871698,0.869046,0.703926,0.662201,0.563023,0.85844,0.00616158
THP1,0.33508,0.479353,0.436225,0.119478,0.144685,0.742266,0.559474,0.38633,1.15802,0.376432,0.450254,0.372961,0.55351,0.7566,0.775464,0.682749,0.622323,0.635981,0.315304,0.713249
TM31,0.406783,0.419488,0.609522,0.902272,0.139692,0.231343,0.404481,0.235392,1.21123,0.32053,0.465844,0.393042,0.534889,0.769163,0.720388,0.574601,0.78832,0.590661,0.804177,0.0115442
TO175T,0.396353,0.572049,0.435368,0.0465729,0.117718,0.749193,0.56615,0.377084,1.48273,0.339084,0.449483,0.374485,0.553927,0.72448,0.71677,0.662065,0.648856,0.616952,0.682563,0.24056
TOLEDO,0.0599175,0.163634,0.432354,0.201408,0.152091,0.789284,0.569485,0.482555,1.05859,0.353835,0.454198,0.359743,0.54692,0.698742,0.674359,0.639755,0.517026,0.703966,0.661265,0.32742
