Line,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2
HCC366,0.563168,0.519354,0.0883498,0.663511,0.658439,0.538604,0.664294,0.488271,0.427461,0.336711,0.331655,0.612765,0.402012,0.985844,0.390384,0.139987,1.0978,0.0869133,0.507977,0.386638
HCC38,0.498971,0.463224,0.204219,0.447066,0.505466,0.729779,0.528243,0.722591,0.492451,0.349506,0.465993,0.511175,0.484952,0.606546,0.391048,0.0719902,1.51133,0.366321,0.302619,0.368014
HCC4006,0.522368,0.577953,0.00160262,0.55879,0.59862,0.509989,0.649269,0.600238,0.452509,0.369319,0.39577,0.642353,0.381996,0.851729,0.400122,0.124412,1.21331,0.0964619,0.393833,0.382118
HCC44,0.541365,0.618444,0.766363,0.6548,0.643043,0.583037,0.508505,0.433714,0.460857,0.393593,0.402505,0.616528,0.391405,0.724358,0.467306,0.150057,1.15618,0.145066,0.557348,0.424766
HCC56,0.543482,0.614637,0.759135,0.614928,0.7199,0.714971,0.535538,0.265522,0.459093,0.381795,0.41734,0.626653,0.384221,291.307,0.447869,0.106051,1.07836,1e-06,0.683584,0.347287
HCC70,0.52163,0.521372,2.06036e-06,0.933495,0.0342777,0.390006,1.46157,0.643281,0.411406,0.335756,0.334467,0.497157,0.501158,1.41619,0.563575,0.070161,0.585431,0.00677659,0.258989,0.198196
HCC78,0.524731,0.610935,0.00289158,0.560077,0.563197,0.378148,0.808664,0.524472,0.418033,0.317342,0.343645,0.645184,0.401645,1.15073,0.414617,0.101764,1.00642,0.331015,0.308093,0.281004
HCC827,0.630074,0.530986,0.987134,1.0835,0.82892,0.573879,0.578416,0.491749,0.383518,0.272054,0.211804,0.502431,0.492381,0.771052,0.432566,0.109956,1.37983,0.0550338,0.483143,0.414988
HCT116,0.544034,0.61619,0.744491,0.762501,0.635511,0.568219,0.51495,0.475343,0.458639,0.370578,0.397663,0.627749,0.387998,0.717052,0.478931,0.157834,1.21914,0.159045,0.52245,0.436105
HCT15,0.534332,0.710871,0.0519344,0.544133,0.514112,0.28133,0.996128,0.537736,0.392342,0.315456,0.302208,0.641542,0.420616,1.22075,0.53342,0.104091,0.734151,0.339256,0.336574,0.208951
HDLM2,0.52529,0.32733,0.55335,0.516182,0.573075,0.667626,0.654981,0.0440952,0.479559,0.340332,0.464745,0.61612,0.397947,0.787213,0.339634,0.114158,1.15046,0.00565034,0.779294,0.336186
HDMYZ,0.570384,0.638004,0.790333,0.801378,0.759853,0.705917,0.537403,0.0971519,0.434235,0.365126,0.352496,0.511047,0.487741,0.637158,0.453245,0.170007,1.02566,0.332511,0.770004,0.344882
HDQP1,0.57942,0.437699,0.817815,0.82664,0.788489,0.799796,0.649589,0.503782,0.427108,0.334309,0.360916,0.504043,0.495343,0.797154,0.359427,0.140967,1.07066,0.0468522,0.495019,0.292575
HEC108,0.555505,0.562421,0.79031,0.825802,0.669876,0.572191,0.603743,0.339071,0.449144,0.352687,0.372958,0.609158,0.404522,0.766857,0.38038,0.146112,1.32937,0.00550423,0.617834,0.430823
HEC151,0.569932,0.636108,0.8713,0.8713,0.700026,0.572822,0.531351,0.00565557,0.436754,0.360166,0.342804,0.62647,0.385331,0.787942,0.470758,0.160945,1.15792,0.00565557,0.787942,0.426036
HEC1A,0.500329,0.540161,0.496877,0.470603,0.516928,0.681904,0.534391,0.446995,0.499009,0.389488,0.493702,0.630603,0.379095,0.713512,0.454373,0.129484,1.22028,0.20178,0.543075,0.342349
HEC1B,0.448382,0.411677,0.298802,0.317266,0.379236,0.681008,0.528755,0.0112012,0.554341,0.43758,0.62111,0.623369,0.392012,0.749098,0.465001,0.110489,1.24934,0.116238,0.784143,0.336197
HEC251,0.53541,0.50361,0.624228,0.60057,0.614886,0.846925,0.585973,0.3678,0.465152,0.31285,0.442272,0.601248,0.406737,0.797221,0.411908,0.152541,1.18516,0.00572217,0.605869,0.319226
HEC265,0.578817,0.703098,1.01688,0.963873,0.74947,0.57264,0.502798,0.544264,0.427853,0.348596,0.321396,0.606739,0.401682,158.526,0.477012,0.161032,1.10091,1e-06,0.465923,0.420974
HEC50B,0.560288,0.619627,0.843908,0.760766,0.687954,0.593049,0.542213,0.432381,0.446827,0.391421,0.342438,0.499188,0.498033,0.709358,0.465699,0.18022,1.13708,0.220746,0.570404,0.432998
HEC59,0.483126,0.456372,0.359356,0.346581,0.461694,0.547038,0.55615,0.334034,0.526268,0.427666,0.603008,0.629097,0.388045,0.823026,0.358204,0.156828,1.98837,0.0401681,0.649511,0.418808
HEC6,0.539456,0.645176,0.272258,0.669377,0.622332,0.614823,0.640548,0.543813,0.463267,0.34299,0.443623,0.626652,0.3846,0.912389,0.508824,0.10813,1.09532,0.00654881,0.386289,0.4593
HEL,0.533907,0.454567,0.686454,0.671566,0.607085,0.562226,0.639219,0.0169136,0.46767,0.36317,0.419766,0.64689,0.372536,0.534789,0.366696,0.105105,1.28783,0.457055,0.793241,0.435218
HEL9217,0.530474,0.431953,0.655024,0.651527,0.600283,0.564415,0.620696,0.00572602,0.4708,0.386757,0.42835,0.610654,0.400062,0.436065,0.365951,0.130151,1.19813,0.569834,0.797757,0.430761
HEP3B217,0.54658,0.241841,0.785181,0.713303,0.624088,0.57501,0.689336,0.00562426,0.456746,0.391937,0.396379,0.632931,0.386216,0.523934,0.326077,0.114134,1.19681,0.473468,0.78358,0.425597
HEYA8,0.572338,0.732503,1.38803,0.878913,0.704866,0.699995,0.440002,0.268206,0.434322,0.277937,0.385954,0.790534,0.23305,0.673588,0.562843,0.211385,1.01049,0.247457,0.6767,0.354104
HGC27,0.364408,0.623973,1.3459,0.0185452,0.00464011,0.431515,2.21199,0.346153,0.359615,0.333362,1e-06,0.514994,0.493603,0.447347,0.0535612,0.106541,0.690596,0.487499,1.39664,0.648556
HH,0.515522,0.0798927,0.540088,0.51641,0.529865,0.74042,0.733647,0.00563928,0.484686,0.372028,0.475564,0.620196,0.374237,0.395288,0.22016,0.109123,1.19449,0.621724,0.785673,0.370196
HL60,0.659929,0.484591,1.29089,1.36802,1.09601,0.529063,0.787673,0.0461253,0.360115,0.311426,0.176684,0.631252,0.367298,0.822189,0.12914,0.150158,1.2015,0.00590138,0.830852,0.406633
HLF,0.563819,0.654785,0.838013,0.701188,0.71391,0.592587,0.516952,0.294444,0.456997,0.365825,0.394616,0.621124,0.369304,0.75948,0.51512,0.0878694,1.33706,0.0161938,0.659229,0.448133
HLFA,0.565953,0.61547,0.90992,0.909401,0.697727,0.587173,0.56905,0.226603,0.440411,0.342772,0.348981,0.60671,0.392471,0.771075,0.456822,0.134651,1.25891,0.0967552,0.706429,0.426429
HMC18,0.603674,0.656865,1.13169,1.13106,0.825016,0.686411,0.55843,0.0274165,0.406529,0.298181,0.319126,0.629711,0.36895,0.704065,0.434606,0.139395,1.05348,0.205926,0.778995,0.345595
HOS,0.472161,0.33914,0.395171,0.408203,0.428329,0.560081,0.553303,0.467168,0.526796,0.472051,0.560047,0.626105,0.383536,0.768395,0.44197,0.123045,1.2284,0.00551527,0.531494,0.434383
HPAC,0.508403,0.499919,0.540874,0.545393,0.532184,0.568068,0.58838,0.0333844,0.49155,0.419296,0.478463,0.601287,0.397241,0.674206,0.40482,0.0836135,1.39729,0.280428,0.794259,0.425344
HPAFII,0.588447,0.601297,1.1556,0.958598,0.778594,0.691909,0.586247,0.0114184,0.420836,0.317965,0.3407,0.623242,0.386237,0.838181,0.409815,0.171551,1.10806,0.0119731,0.803273,0.339778
HPBALL,0.59848,0.32999,1.03525,0.961608,0.833014,0.578169,0.876571,0.0680607,0.417467,0.351453,0.315915,0.613666,0.399865,0.681305,0.0859822,0.119481,1.21608,0.269379,0.772001,0.428467
HS229T,0.561563,0.631517,0.867942,0.852761,0.684348,0.576085,0.548136,0.202628,0.444356,0.341315,0.359798,0.597974,0.404736,0.745937,0.458551,0.143026,1.32551,0.16148,0.729118,0.437918
HS274T,0.572416,0.611365,0.934042,0.934042,0.713245,0.578079,0.581325,0.00550641,0.433987,0.33159,0.336584,0.614529,0.390957,0.767162,0.400223,0.134186,1.32442,0.00550641,0.767162,0.428964
HS281T,0.589712,0.679803,1.19516,1.19502,0.760709,0.562793,0.537242,0.0228609,0.418183,0.330741,0.300064,0.62068,0.373816,0.809858,0.422121,0.139788,1.2458,0.0172679,0.80804,0.434134
HS343T,0.572461,0.678037,1.0405,1.00459,0.71956,0.578205,0.521893,0.317691,0.433291,0.345778,0.334801,0.603519,0.396593,0.806128,0.441693,0.149743,1.19917,0.0057861,0.664586,0.422849
HS578T,0.55692,0.622416,0.813318,0.801098,0.684122,0.722927,0.567055,0.532372,0.446045,0.316051,0.387611,0.621508,0.388972,0.767072,0.435171,0.138262,1.24766,0.0868742,0.480213,0.348969
HS600T,0.565508,0.648729,0.546379,0.560129,0.698065,0.66657,0.692839,0.104537,0.441039,0.328926,0.37792,0.61022,0.399599,0.890626,0.496732,0.121312,1.16217,0.0728081,0.87557,0.484582
HS606T,0.578507,0.607703,0.982528,0.971641,0.737792,0.572827,0.571316,0.0166787,0.428441,0.355689,0.31946,0.601297,0.403335,0.758275,0.420236,0.130031,1.09649,0.0811827,0.782221,0.42352
HS616T,0.567435,0.591606,0.887789,0.887789,0.701003,0.585096,0.602697,0.0466349,0.43824,0.336069,0.34604,0.60928,0.398548,0.75019,0.384358,0.136572,1.34018,0.0466349,0.75019,0.423519
HS675T,0.539755,0.650151,0.000965787,0.657986,0.648072,0.484498,0.601951,0.603456,0.430706,0.350071,0.340657,0.61937,0.384685,175.807,0.449683,0.125828,1.10186,1e-06,0.26449,0.365784
HS683,0.541163,0.655409,0.705003,0.662715,0.646637,0.798795,0.472077,0.665417,0.468571,0.361315,0.423289,0.502036,0.496232,0.777318,0.398839,0.132888,1.21299,0.0217816,0.29291,0.399622
HS695T,0.504016,0.66528,0.504115,0.493954,0.517999,0.587651,0.457324,0.565515,0.519638,0.45334,0.565763,0.428812,0.564463,0.81057,0.379698,0.114999,1.13986,0.126232,0.430049,0.440771
HS729,0.561765,0.566393,0.923679,0.916994,0.681816,0.572805,0.593269,0.160742,0.443215,0.353011,0.355527,0.620421,0.389133,0.693905,0.403117,0.141697,1.14106,0.222586,0.724705,0.424729
HS746T,0.5344,0.589205,0.740511,0.659363,0.605221,0.575386,0.459504,0.0148328,0.467254,0.387866,0.414577,0.624265,0.382574,0.490765,0.501615,0.174257,1.08829,0.518828,0.786418,0.431653
HS751T,0.570521,0.60712,0.933614,0.924397,0.708618,0.564692,0.58452,0.0468378,0.4356,0.332602,0.340231,0.619987,0.388819,0.739578,0.396695,0.133625,1.33346,0.0928028,0.753455,0.438248
HS766T,0.534523,0.717046,0.678813,0.607831,0.651136,0.597805,0.467096,0.490376,0.47035,0.432862,0.41288,0.514828,0.489679,0.798221,0.52486,0.145881,0.944893,0.0330804,0.510575,0.440004
HS819T,0.583376,0.629038,1.03364,1.03837,0.752428,0.562183,0.569232,0.102925,0.424362,0.346097,0.309721,0.619275,0.38975,0.758879,0.420033,0.129671,1.14749,0.0765078,0.748524,0.432531
HS839T,0.554141,0.616904,0.825568,0.82485,0.662576,0.58694,0.541352,0.120795,0.450369,0.347236,0.374704,0.612646,0.394964,0.687263,0.456294,0.139574,1.32581,0.251258,0.750444,0.430186
HS840T,0.452157,0.619792,0.135024,0.536229,0.685431,0.684196,0.620123,0.472645,0.626209,1.27119,0.368228,0.373523,0.559551,0.540641,0.701672,0.436698,0.306316,0.489945,0.464617,0.413281
HS852T,0.497217,0.599845,0.141653,0.506395,0.493524,0.498812,0.53501,0.121926,0.623916,1.5495,0.352811,0.366329,0.571787,0.731356,0.661039,0.410996,0.321267,0.604228,0.497877,0.493091
HS863T,0.391543,0.612593,0.152264,0.567104,0.910342,0.887016,0.703283,0.119942,0.610737,1.31031,0.322295,0.397441,0.562113,0.745148,0.0325394,0.424134,0.774155,0.523154,0.425034,0.313072
HS870T,0.415977,0.616639,0.125058,0.563305,0.871891,0.870199,0.685474,0.0367993,0.631782,1.30583,0.336222,0.37533,0.563726,0.754001,0.0266328,0.428868,0.756728,0.546402,0.442391,0.358795
HS888T,0.444827,0.550895,0.0940111,0.54027,0.726501,0.730855,0.628172,0.467834,0.624065,1.08513,0.291364,0.384342,0.560592,0.56368,0.0587313,0.430795,0.854252,0.576529,0.46556,0.414899
HS895T,0.427247,0.646302,0.14543,0.570134,0.946134,0.928828,0.706416,0.168514,0.625599,1.27014,0.34031,0.386805,0.563259,0.709407,0.079313,0.432528,0.740811,0.538354,0.435979,0.341149
HS940T,0.394911,0.603636,0.139972,0.55644,0.823934,0.837557,0.67392,0.051106,0.620744,1.33888,0.348029,0.393195,0.561042,0.743341,0.479841,0.434136,0.526213,0.567031,0.448165,0.372153
HSC2,0.405451,0.359201,0.199513,0.532969,0.690001,0.614315,0.593542,0.105185,0.612122,0.968466,0.38355,0.398593,0.647914,0.764963,0.364127,0.321081,0.618174,0.607091,0.470487,0.43997
HSC3,0.540157,0.676632,0.143489,0.55637,0.954643,0.82043,0.624888,0.0110276,0.81119,0.991622,0.337763,0.244299,0.570572,0.768191,0.598523,0.429872,0.414838,0.434526,0.455502,0.419406
HSC4,0.258697,1e-06,0.156772,0.516324,0.39832,0.566106,0.552317,0.434776,0.608141,1.03795,0.251966,0.390534,0.625263,0.527802,0.547011,0.230666,0.457269,0.670276,0.487973,0.486554
HT,0.236913,0.00965526,0.121562,0.47307,0.349904,0.348722,0.390846,0.00571642,0.601425,1.44047,0.526202,0.391006,0.566624,0.796419,0.0113518,0.424086,0.794688,0.667252,0.536027,0.588708
HT1080,0.445686,0.664513,0.14149,0.565988,0.930469,0.885285,0.71037,0.192031,0.56998,0.980449,0.325063,0.365611,0.636413,0.690988,0.500296,0.326941,0.446327,0.440145,0.44694,0.361528
HT115,0.373702,0.549081,0.130843,0.544971,0.69173,0.759157,0.661755,0.407031,0.506956,1.19302,0.401892,0.491723,0.564232,0.575711,0.321665,0.427409,0.629801,0.545945,0.468609,0.406717
HT1197,0.422803,0.565521,0.116283,0.544191,0.757375,0.729256,0.644555,0.00565266,0.614935,1.12514,0.376269,0.391054,0.569913,0.787537,0.702683,0.424354,0.329605,0.570913,0.458343,0.396264
HT1376,0.366051,0.399531,0.125798,0.586473,0.972844,0.804961,0.769807,0.00573899,0.621733,1.18217,0.302602,0.392668,0.555821,0.799564,0.666905,0.440031,0.347607,0.642402,0.422808,0.314748
HT144,0.42215,0.640061,0.121484,0.508067,0.00180464,0.260307,0.672552,0.175004,0.622436,1.00874,0.349202,0.403831,0.630005,1.01502,0.547175,0.317299,0.442391,0.472568,0.442589,0.419999
HT29,0.388757,0.471268,0.0849087,0.541341,0.64424,0.646505,0.653617,0.0594201,0.517472,1.56538,0.405015,0.48212,0.567186,0.786991,0.0946087,0.42655,0.772587,0.65961,0.46339,0.385597
HT55,0.386173,0.437407,0.102728,0.522229,0.611439,0.562607,0.581326,0.0164701,0.622034,1.13201,0.391762,0.385724,0.569564,0.77244,0.404383,0.424721,0.584686,0.535555,0.48246,0.458299
HUCCT1,0.389242,0.528347,0.141744,0.572983,0.94684,0.948661,0.672849,1e-06,0.619493,1.21094,0.349768,0.389403,0.567822,167.78,0.00567484,0.427344,0.790627,0.572177,0.433868,0.336475
HUG1N,0.372059,0.567464,0.137198,0.585548,0.827996,0.848332,0.791456,1e-06,0.513778,1.04187,0.323248,0.483408,0.686854,298.604,0.270517,0.257754,0.658374,0.525725,0.429297,0.362429
HUH1,0.365329,0.505177,0.10869,0.544683,0.666452,0.604387,0.646389,0.0670219,0.624792,1.62644,0.33313,0.392185,0.577508,0.760218,0.00377147,0.42363,0.78817,0.53741,0.445629,0.372388
HUH28,0.369474,0.537111,0.154273,0.557617,0.808469,0.712635,0.669362,0.00554986,0.62073,1.11545,0.365637,0.388006,0.569295,0.773214,0.0287402,0.433842,0.776542,0.611721,0.452829,0.389564
HUH6,0.162932,0.0839525,0.1536,0.558411,0.721513,0.631433,0.665521,0.13191,0.611256,1.16214,0.310146,0.394919,0.56771,0.740766,0.0220559,0.425253,0.787108,0.68062,0.439761,0.374101
HUH7,0.300089,0.170033,0.111768,0.544317,0.711589,0.0406609,0.8866,0.472303,0.504224,1.34134,0.435757,0.495862,0.403518,0.526431,0.0221616,0.597811,0.783324,0.805978,0.48468,0.42127
HUNS1,0.172497,0.0825117,0.0427168,0.458748,0.285318,0.359713,0.39782,0.0662998,0.613162,0.499648,0.658171,0.200894,0.561167,0.78868,0.00606651,0.434895,0.845194,0.803483,0.544768,0.5607
HUPT3,0.461848,0.623961,0.147021,0.607166,1.01979,1.02097,0.782065,0.189237,0.616941,1.07156,0.254367,0.374604,0.578304,0.693215,0.198017,0.420693,0.688382,0.492472,0.405264,0.282943
HUPT4,0.353711,0.430535,0.129318,0.519785,0.263383,0.779916,0.537504,0.00677491,0.622566,0.940373,0.355706,0.412851,0.571043,0.943891,0.60456,0.422115,0.426967,0.568083,0.442492,0.396467
HUT78,0.109228,0.299629,0.0725689,0.62936,1.08527,1.10314,0.837114,0.341684,0.523834,1.24623,0.306856,0.476509,0.575823,0.646771,1e-06,0.417069,187.076,0.904994,0.346316,0.0378673
HUTU80,0.376406,0.25916,0.125169,0.474987,0.38917,0.407043,0.422552,0.475475,0.62203,1.22959,0.354695,0.395381,0.566487,0.523773,0.0739108,0.425802,0.733119,0.627603,0.52513,0.564423
IALM,0.427681,0.677238,0.151309,0.594064,1.20454,1.23091,0.780995,0.198759,0.626069,1.19161,0.333602,0.380233,0.568812,0.728098,0.0114403,0.428121,0.800884,0.54125,0.41441,0.28858
IGR1,0.587351,0.654053,0.112211,0.548256,0.662647,0.714149,0.718352,0.0324688,0.502916,0.940453,0.408864,0.497014,0.574376,0.783462,0.395331,0.419111,0.608829,0.464146,0.457596,0.375449
IGR37,0.664838,0.643565,0.141874,0.490791,0.422265,0.389902,0.471898,0.0717786,0.507288,0.825839,0.471219,0.492631,0.569032,0.783019,0.647131,0.425905,0.366277,0.357766,0.507867,0.522012
IGROV1,0.438727,0.417866,0.110957,0.495305,0.468543,0.464141,0.491458,0.038118,0.62903,1.1866,0.40773,0.387409,0.570714,0.78102,0.337947,0.423027,0.635535,0.540685,0.504591,0.510937
IM95,0.394422,0.410479,0.110708,0.542809,0.644219,0.680993,0.641935,0.0189743,0.528621,1.07019,0.424104,0.47082,0.572799,0.808685,0.584708,0.421301,0.422854,0.606428,0.459273,0.383824
IMR32,0.0612894,0.466688,0.139663,0.671568,1.3098,1.3129,1.03656,1e-06,0.596587,1.08049,0.307308,0.408712,0.572602,221.69,0.00627868,0.421121,0.874755,0.924772,0.365084,0.160167
IPC298,0.514904,0.483355,0.168847,0.480635,0.470738,0.401577,0.436465,0.304778,0.504908,1.09887,0.49127,0.494775,0.409435,0.657998,0.706213,0.605676,0.327078,0.456756,0.526998,0.632398
ISTMES1,0.419174,0.56817,0.109294,0.544119,0.754019,0.777383,0.632126,0.157199,0.642774,1.28615,0.394225,0.37456,0.406298,0.726163,0.521238,0.592009,0.481132,0.560538,0.458516,0.338871
ISTMES2,0.402391,0.605393,0.137308,0.55185,0.802466,0.796994,0.662647,0.112257,0.609615,1.2887,0.349522,0.397186,0.571521,0.723445,0.526971,0.420641,0.482162,0.556947,0.451762,0.381015
J82,0.451829,0.595487,0.141342,0.522404,0.590783,0.542092,0.586292,0.0467976,0.601645,1.1235,0.25984,0.381624,0.688854,0.752808,0.299054,0.252877,0.630516,0.491452,0.464511,0.433266
JEKO1,0.0787313,0.488799,0.0801406,0.653979,1.59001,1.02598,0.899991,0.141807,0.865853,1.232,0.261323,0.250783,0.562294,0.804248,0.0309032,0.432943,0.735228,0.783085,0.406227,0.344703
JHH1,0.41575,0.205871,0.126933,0.452277,0.330743,0.329253,0.276328,0.00380482,0.501632,1.16259,0.515581,0.498326,0.570287,0.795139,0.397313,0.424699,0.589637,0.608306,0.544287,0.628744
JHH2,0.358578,0.607152,0.109632,0.576153,0.689272,0.689272,0.835418,0.00553004,0.437366,1.18434,0.418067,0.561993,0.565185,0.774268,0.00553004,0.428695,0.774268,0.54565,0.453446,0.338373
JHH4,0.957246,0.0763561,0.0962778,0.394924,0.0358899,0.116587,0.0191225,0.277909,0.604721,1.21995,0.596339,0.393045,0.586838,0.668149,0.00740336,0.444708,0.777415,0.393378,0.567054,0.655239
JHH5,0.526924,0.204491,0.630711,0.520934,0.582359,0.00597939,0.623622,0.127593,0.374111,1.14939,0.443155,0.627886,0.615356,0.38817,0.418643,0.325751,0.572039,0.63924,0.475298,0.456548
JHH6,0.519314,0.43574,0.617632,0.614509,0.547605,0.00653811,0.883906,0.118367,0.486274,1.37454,0.414773,0.686556,0.513774,0.00422958,0.596415,0.393469,0.393432,0.58786,0.47282,0.379698
JHH7,0.707598,2.43128e-05,0.82372,0.819954,0.764186,0.0106315,0.613539,0.0715968,0.465877,0.876584,0.508288,0.747921,0.518088,0.451543,0.416079,0.166742,0.555841,0.779823,0.40034,0.177965
JHOC5,0.564844,0.594203,0.846191,0.721216,0.706257,0.0663082,0.881905,0.0963165,0.387259,1.41615,0.339418,0.666061,0.607945,0.20949,0.432722,0.493207,0.563361,0.4897,0.456623,0.393507
JHOM1,0.543687,0.611687,0.891057,0.648843,0.63107,0.0112702,0.473493,0.100511,0.251803,1.34901,0.311875,0.79285,0.76626,0.541698,0.429105,0.463032,0.572743,0.51585,0.458902,0.42096
JHOS2,0.565405,0.395088,0.846087,0.723143,0.721048,0.52351,0.755017,0.152651,0.238855,1.03835,0.224624,0.477124,0.835964,0.117156,0.323331,0.400843,0.641288,0.609917,0.444523,0.407483
JHOS4,0.544826,0.246513,0.605701,0.733244,0.598509,0.637097,0.779771,0.163265,0.25278,1.06367,0.268432,0.365308,0.806748,0.0222774,0.320483,0.226526,0.645217,0.72304,0.455323,0.426249
JHUEM2,0.539742,0.492878,0.740324,0.727252,0.403088,0.0692294,253.883,0.123621,0.426043,1.08158,0.397844,1.11366,0.664458,1e-06,0.463796,0.449788,0.636666,0.645436,0.436898,0.326301
JHUEM3,0.543568,0.608063,0.735033,0.70648,0.644629,0.57167,0.73554,0.135075,0.40156,1.29309,0.323789,0.430209,0.608606,0.193472,0.313261,0.419806,0.633284,0.58443,0.458328,0.41765
JHUEM7,0.589879,0.579815,0.994038,1.0096,0.7788,0.102582,0.798555,0.148929,0.395451,1.07736,0.353016,0.746029,0.607658,0.00573175,0.429021,0.394003,0.566461,0.598428,0.419876,0.290487
JIMT1,0.517129,0.557506,0.586543,0.536655,0.582506,0.481356,0.788003,0.131451,0.398849,1.06573,0.378129,0.516484,0.611678,0.00565601,0.3189,0.509391,0.645146,0.502637,0.479239,0.462118
JJN3,0.488847,0.104252,0.444675,0.453846,0.451815,0.442251,0.39055,0.124844,0.386958,1.16929,0.336634,0.553049,0.627816,0.628548,0.426864,0.251853,0.566641,0.722723,0.511308,0.527366
JK1,0.548524,0.374613,0.703486,0.697138,0.643923,0.0112713,0.716516,0.0998992,0.373452,1.15123,0.402816,0.789055,0.645665,0.0051429,0.421586,0.360291,0.574721,0.643717,0.450114,0.355871
JL1,0.551277,0.641809,0.726347,0.809959,0.68128,0.203294,0.676131,0.10566,0.497754,1.22446,0.372448,0.718865,0.500691,0.228612,0.420519,0.366271,0.570462,0.588603,0.464891,0.394514
JM1,0.660022,0.0420636,0.663849,0.719553,0.697242,0.0354989,1.24124,0.119308,0.496547,1.27492,0.52578,0.707339,0.503381,0.151999,0.420472,0.10668,0.561327,0.776936,0.421822,0.28989
JMSU1,0.553256,0.707184,0.949786,0.817176,0.652333,0.00915748,0.562046,0.112459,0.389247,0.978283,0.279158,1.27583,0.618802,0.120348,0.326776,0.496939,0.630461,0.563525,0.468569,0.437539
JURLMK1,0.569918,0.482929,0.948143,0.890255,0.724008,0.0222295,0.626538,0.100591,0.383187,1.12436,0.362155,0.785722,0.626147,0.350139,0.4257,0.331076,0.568932,0.656247,0.436291,0.333692
JVM2,0.499267,0.24159,0.487116,0.468892,0.498428,0.00561554,0.595828,0.120623,0.399854,1.19116,0.394046,0.782365,0.615762,0.334953,0.315139,0.35962,0.648448,0.648519,0.500288,0.504122
JVM3,0.437089,0.188136,1e-06,0.306935,0.308781,0.014532,0.353476,0.134113,0.237436,1.21576,0.306721,0.681544,0.78344,0.706952,0.418782,0.396275,0.561274,0.610291,0.543746,0.57688
K029AX,0.542429,0.575877,0.668333,0.717043,0.654026,0.634573,0.812091,0.134986,0.493533,0.979744,0.41672,0.376583,0.505818,0.0300558,0.421876,0.473695,0.572703,0.505989,0.45987,0.380238
K562,0.586096,0.498719,0.811096,0.933505,0.772992,0.0219548,0.777301,0.114842,0.490859,1.17364,0.367567,0.776012,0.50809,0.00371946,0.420623,0.25828,0.571781,0.676216,0.430289,0.294178
KALS1,0.539952,0.759321,0.738014,0.736232,0.704255,0.10365,172.717,0.132902,0.399931,1.20001,0.350116,0.968124,0.645488,1e-06,0.412558,0.615348,0.575796,0.462766,0.471192,0.453028
KARPAS299,0.581578,0.548798,1.01531,0.966415,0.755728,0.00549375,0.690543,0.123557,0.38914,1.13288,0.352279,0.765396,0.618443,0.278757,0.430725,0.368204,0.565068,0.631314,0.426544,0.310452
KARPAS422,0.363898,1e-06,1e-06,0.222418,0.00396984,0.00657121,1.00343,0.101135,0.387724,1.55458,0.558799,0.690032,0.612037,0.0421764,0.42426,0.267122,0.571445,0.682825,0.56518,0.64604
KARPAS620,0.65474,0.00820873,0.743391,0.846495,0.672944,0.119198,0.640905,0.0972999,0.492094,1.05714,0.552661,0.740528,0.503791,0.26334,0.418824,0.197365,0.561592,0.763142,0.409411,0.244044
KASUMI2,0.603704,0.390646,0.85736,1.07318,0.85753,0.460018,0.774163,0.135908,0.46528,1.06407,0.372817,0.53145,0.53634,0.0073724,0.416541,0.178405,0.574373,0.751218,0.416014,0.242225
KASUMI6,0.593294,0.424506,1.27337,1.27379,0.815312,0.00541525,0.652357,0.121397,0.383647,1.05261,0.339684,0.75446,0.610386,0.00468239,0.314461,0.333897,0.646716,0.61854,0.436238,0.352632
KATOIII,0.566004,0.60401,0.772944,0.773909,0.733305,0.00751012,0.690037,0.116716,0.484107,1.44971,0.334267,0.788626,0.514353,0.00657126,0.322964,0.495723,0.64158,0.485047,0.446233,0.3775
KCL22,0.532291,0.556617,0.674711,0.674654,0.597401,0.00540923,0.833383,0.130236,0.398377,1.25177,0.381457,0.753621,0.610338,0.00598173,0.431054,0.407815,0.5712,0.578891,0.469127,0.420719
KE37,0.566432,0.341094,0.863527,0.829725,0.731178,0.592283,0.663146,0.121915,0.408521,1.19537,0.367541,0.416516,0.600946,0.291687,0.422769,0.105851,0.570594,0.825238,0.439312,0.354008
KE39,0.474103,0.319352,0.417876,0.418467,0.435221,0.0241383,0.739036,0.0605364,0.487221,1.39195,0.440262,0.741874,0.51304,0.0402771,0.418931,0.411393,0.571535,0.580913,0.525489,0.576945
KE97,0.4616,0.137055,0.331614,0.332925,0.353071,0.0157918,0.922783,0.126942,0.365174,1.19722,0.390445,0.74063,0.623902,0.0387865,0.425457,0.364615,0.568585,0.629591,0.533805,0.579306
KELLY,0.639674,0.234414,1.20978,0.809081,0.832785,0.0111776,159.656,0.106625,0.467684,1.13866,0.320813,0.786334,0.532783,1e-06,0.32769,0.0926747,0.644666,0.84158,0.402147,0.290219
