LINE,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2,MIR335,JUND,FOXP2,TFAP2C,FOSL1,PLAUR
CL34,0.549013,0.4401,0.703077,0.703173,0.647802,0.0715702,0.464022,0.370746,0.40398,0.0108608,0.126398,0.396964,0.709902,0.559245,0.534703,0.760318,0.605322,1.29635,0.381229,0.430821,6.09951,6.28947,0.0285692,0.201634,5.37295,3.08145
CL40,0.633977,0.666414,0.846362,0.912645,0.862704,0.408351,0.458048,0.349152,0.591291,0.328233,0.103736,0.399432,0.701936,0.26621,0.643147,1.06998,0.676451,0.880325,0.356848,0.198172,6.77413,5.04352,0.613532,1.1635,4.83946,2.97768
CMK,0.579407,0.280244,0.874409,0.895087,0.707554,0.037723,0.406317,0.348337,0.245134,0.0223513,0.115576,0.386347,1.07184,0.572631,0.707503,0.790029,0.632894,1.23383,0.341771,0.423358,6.55259,6.50446,0.0565835,0.0703893,4.09085,2.95728
CMLT1,0.577528,0.260915,0.817206,0.722943,0.712644,0.0328021,0.412894,0.438486,0.25711,0.480289,0.0799462,0.379842,0.780406,0.571065,0.970589,0.517556,0.640658,1.16116,0.128866,0.432832,6.74658,7.33869,1.85599,0.0840643,0.773996,3.03175
COLO320,0.564627,0.275828,0.757886,0.782202,0.708221,0.497166,0.415558,0.333185,0.313022,0.00569599,0.132536,0.388149,0.49988,0.740797,0.797491,0.793573,0.630044,1.15663,0.123709,0.376697,6.49281,5.51759,0.0143553,1.98914,0.782409,3.05101
COLO668,0.4788,0.0774779,0.44076,0.385213,0.41454,0.0581536,0.528887,0.384034,0.568549,0.520854,0.129598,0.383931,0.659626,0.576105,0.614932,0.480067,0.611174,1.18049,0.351929,0.415936,6.36755,5.28762,2.16993,0.176323,1.61353,2.88792
COLO678,0.521403,0.486532,0.517794,0.547627,0.596307,0.651106,0.480211,0.420271,0.454668,0.0681368,0.104951,0.479308,0.377765,0.653628,0.487344,0.777125,0.520731,0.972736,0.482202,0.326173,6.51854,4.95699,0.263034,5.17073,3.37573,2.99411
COLO679,0.561327,0.501518,0.72862,0.722102,0.713212,0.0556717,0.443926,0.405338,0.309116,0.151787,0.122053,0.56446,0.77999,0.572276,0.586968,0.742196,0.435221,1.04568,0.404572,0.419669,6.16832,4.8953,0.613532,0.214125,4.76288,2.93333
COLO680N,0.511395,0.307507,0.294017,0.482046,0.539243,0.602389,0.484391,0.265019,0.480715,0.00580389,0.0967777,0.375389,0.38361,1.07501,0.631328,0.808607,0.616263,1.38668,0.385948,0.317935,6.56666,5.22882,0.0143553,4.71094,6.37712,2.95752
COLO684,0.528168,0.333714,0.611272,0.58645,0.606017,0.00836071,0.470755,0.424968,0.408967,0.585567,0.124561,0.477178,0.877944,0.57124,0.851344,0.420794,0.522608,1.20286,0.21226,0.430612,6.57122,7.63873,4.17473,0.0285692,1.76977,3.01528
COLO741,0.437444,0.434468,0.284784,0.0554057,0.330871,0.232791,0.559937,0.431551,0.653177,0.15868,0.103011,0.557541,0.71544,0.641108,0.52312,0.728021,0.437749,1.10861,0.459244,0.319621,6.28114,5.80064,0.871844,0.650765,6.1807,2.99127
COLO783,0.485675,0.49767,0.460808,0.457824,0.469878,0.601967,0.515211,0.442237,0.546596,0.0821808,0.105503,0.479357,0.408372,0.565491,0.496106,0.76583,0.520898,1.09816,0.482935,0.428607,6.51995,5.36072,0.321928,5.89627,7.14098,3.03175
COLO792,0.472664,0.447233,0.320005,0.318546,0.446033,0.057241,0.525031,0.413977,0.572204,0.021803,0.109689,0.485333,0.760377,0.571035,0.509711,0.770649,0.514724,1.31321,0.457965,0.421114,6.36335,6.58841,0.0565835,0.15056,7.09181,2.94983
COLO800,0.533388,0.627683,0.734685,0.667977,0.612305,0.739255,0.467011,0.359008,0.441819,1e-06,0.15518,0.370321,0.270997,0.705009,0.507192,238.222,0.645438,1.16351,0.482529,0.348143,6.97166,4.28096,8.39552e-09,5.45582,7.01558,2.96288
COLO829,0.561741,0.60813,0.703398,0.69826,0.718865,0.439153,0.430851,0.370005,0.310151,0.00388008,0.145969,0.594988,0.539146,0.728921,0.524316,0.810868,0.394091,1.1637,0.468241,0.356165,6.62352,4.62059,0.0143553,2.44361,6.80491,2.93172
CORL105,0.567038,0.627905,0.792125,0.779184,0.699163,0.0100711,0.438454,0.332485,0.346631,0.264854,0.127335,0.369174,0.70503,0.578698,0.558788,0.677021,0.647801,1.36431,0.404404,0.428945,7.01892,6.42794,0.782409,0.0285692,7.28947,2.9649
CORL23,0.557411,0.608037,0.886499,0.772759,0.658144,0.405969,0.446133,0.33952,0.394631,0.00559438,0.172127,0.388134,0.564619,0.70461,0.539438,0.779417,0.624374,1.10052,0.450303,0.352556,6.43463,4.01525,0.0143553,2.15704,8.61831,3.00214
CORL24,0.572197,0.34814,0.815427,0.752132,0.736166,0.501544,0.414668,0.347509,0.265941,0.00570455,0.1262,0.405822,0.489499,0.584111,0.887649,0.794766,0.603068,1.21615,0.0173048,0.422769,5.94416,6.28688,0.0143553,3.07382,0.124328,2.89513
CORL279,0.522958,1e-06,0.410435,0.534192,0.5107,0.0283593,0.365475,0.561217,0.449443,0.657048,0.0858274,0.365208,0.805785,0.802347,0.830753,0.37189,0.609387,1.1637,0.184263,0.400751,6.6744,5.71397,3.53356,0.0703893,0.443607,2.99684
CORL311,0.574871,1.01537e-06,0.98752,0.755798,0.701523,0.477496,0.343225,0.520866,0.353448,0.43203,0.0924124,0.377739,0.509684,0.591337,0.791422,0.56435,0.619675,0.894368,0.0693901,0.442178,6.56194,4.38128,1.53107,3.74739,0.263034,2.99104
CORL47,0.544062,0.191812,0.688095,0.643004,0.629371,0.0112894,0.453487,0.351401,0.402081,0.637762,0.107661,0.40845,0.790322,0.741803,0.850179,0.369835,0.601687,1.23622,0.0699366,0.356898,5.89239,7.47897,3.4489,0.0285692,0.400538,2.88673
CORL88,0.622438,0.389054,0.966105,0.934814,0.841752,0.0340306,0.37892,0.29363,0.228917,0.274744,0.126847,0.370574,0.966924,0.72145,0.828837,0.667056,0.647183,1.02638,0.0905047,0.362536,6.98573,5.30378,0.823749,0.0703893,0.669027,3.01506
CORL95,0.576986,0.300256,0.753246,0.738798,0.745427,0.086872,0.419557,0.341116,0.27148,0.205588,0.094635,0.348011,1.15399,0.563492,0.910172,0.714699,0.68521,1.32357,0.206921,0.439989,7.87572,7.58767,0.575312,0.15056,1.49057,3.1233
COV318,0.679737,0.269361,1.03667,0.93788,1.23956,0.133326,0.336887,0.310688,0.0552673,0.011261,0.115381,0.472115,0.747241,0.568883,0.726892,0.792203,0.528748,0.981575,0.259534,0.428174,6.71973,5.51033,0.0426443,0.713696,1.774,3.01063
COV362,0.583176,0.425755,1.30901,1.35529,0.68496,0.292861,0.458833,0.260047,0.41297,0.214636,0.115615,0.368842,0.311603,0.556014,0.533629,1.04338,0.72484,1.19296,0.351746,0.423074,7.86071,6.77913,0.411426,1.87971,7.68496,3.04363
COV434,0.493813,0.0160038,0.477678,0.457552,0.456106,0.0290021,0.412773,0.294946,0.342979,0.071718,0.112285,0.379225,0.689997,0.572802,0.648037,0.813485,0.63205,1.08044,0.114354,0.415716,6.66676,6.48768,0.176323,0.0840643,0.389567,2.90303
COV504,0.635181,0.787369,0.801435,0.832801,0.824523,0.66573,0.36333,0.251331,0.248421,0.0920635,0.136785,0.469512,0.402567,0.74796,0.499419,0.775503,0.526452,1.22111,0.509029,0.37398,6.72765,3.31759,0.356144,3.30743,7.36335,3
COV644,0.637827,0.436531,0.910366,1.33104,0.886017,0.526055,0.388683,0.308104,0.205531,0.0200064,0.128721,0.370805,0.48486,0.566891,0.823568,0.852674,0.649441,1.32578,0.209341,0.421559,7.00574,6.52184,0.0703893,2.16993,2.93357,2.97453
CW2,0.523512,0.445242,0.593184,0.604023,0.576994,0.426678,0.473258,0.374048,0.434173,1e-06,0.110645,0.371251,0.561031,0.575092,0.552105,360.897,0.654022,1.35995,0.384792,0.422777,7.04669,6.76115,5.54175e-09,1.52105,5.59006,2.94059
D283MED,0.547663,0.393822,0.975595,0.749337,0.644662,0.574424,0.454502,0.334967,0.40019,0.445749,0.102345,0.246037,0.426837,0.578161,0.777724,0.541122,0.795376,0.996145,0.250209,0.418725,6.46548,6.14914,0.823749,2.69153,2.20163,2.89695
DANG,0.54712,0.559822,0.626244,0.735952,0.661989,0.576275,0.449853,0.386142,0.365931,0.0132621,0.165401,0.386047,0.429047,0.560675,0.5429,0.788809,0.62595,1.11667,0.438815,0.437402,6.48575,3.853,0.0840643,4.02945,7.65521,3.12054
DAOY,0.560988,0.5741,0.665012,0.788762,0.753731,0.452371,0.432526,0.381462,0.271445,0.198221,0.135534,0.550239,0.522615,0.576755,0.560056,0.713646,0.450093,1.13347,0.458926,0.43583,6.54396,4.78398,1.11103,1.73118,6.13996,3.02263
DAUDI,0.552583,0.0558036,0.669841,0.665261,0.613694,0.0104976,0.429344,0.344084,0.370102,0.00576758,0.123493,0.387279,0.734894,0.570191,0.695725,0.803547,0.618002,1.04819,0.0769801,0.416899,6.38301,5.31107,0.0143553,0.0285692,0.286881,2.92462
DB,0.485517,0.0576731,0.430871,0.428846,0.416878,0.00336078,0.482322,0.58381,0.376904,0.00378324,0.0938731,0.461534,0.702342,0.409373,0.69031,0.790631,0.539406,0.959788,0.0600122,0.60016,7.01235,4.01436,0.0143553,0.0143553,0.214125,2.93209
DBTRG05MG,0.537739,0.659582,0.640107,0.642952,0.665798,0.611365,0.45405,0.392249,0.363943,0.139836,0.143675,0.47968,0.43701,0.590887,0.503893,0.741708,0.51718,1.11003,0.451652,0.436412,6.46907,4.36807,0.565597,4.19692,6.95745,2.95429
DEL,0.563934,0.752858,0.732019,0.729159,1.04042,0.0463349,0.430813,0.349804,0.331814,0.610425,0.130132,0.337668,1.31653,0.592198,0.612907,0.396956,0.598561,1.25073,0.578058,0.443697,7.09054,5.52325,3.07553,0.0703893,4.86493,2.99695
DETROIT562,0.609279,0.28017,0.99014,0.966508,0.750194,0.512706,0.401334,0.300992,0.253672,0.144412,0.193969,0.39318,0.486208,0.567824,0.592281,0.74632,0.611826,0.908937,0.404455,0.427235,6.22439,3.26153,0.773996,3.1635,7.84128,3.00963
DKMG,0.555954,0.567099,0.68586,0.748884,0.728828,0.252323,0.436139,0.370586,0.314408,0.389834,0.122941,0.498511,0.638168,0.585286,0.662902,0.591196,0.498154,1.31082,0.40811,0.436731,5.99571,6.61853,1.9782,0.790772,5.85275,2.98474
DMS114,0.57876,1e-06,0.868221,0.822111,0.677614,0.286774,0.392429,0.245286,0.265106,0.345402,0.183095,0.390055,0.857286,0.572382,0.778203,0.625537,0.606548,0.958795,0.223853,0.429801,6.22014,6.21994,1.10434,0.669027,0.575312,3.0036
DMS153,0.581632,0.380446,0.891278,0.866176,0.752435,0.349869,0.418935,0.348916,0.282833,0.564217,0.127552,0.388177,0.608172,0.560475,0.837349,0.443655,0.625218,1.15487,0.0732378,0.436509,6.44261,5.57531,2.5435,1.15056,0.545968,3.11527
DMS273,0.479849,3.13478e-06,0.42831,0.408301,0.414636,0.346567,0.492723,0.296827,0.534622,0.517501,0.143794,0.478016,0.612888,0.827345,0.683637,0.483493,0.519766,1.11542,0.155243,0.412939,6.52403,5.28318,3.21101,1.13093,0.454176,2.99468
DMS454,0.481523,1e-06,0.433955,0.430233,0.417455,0.0130387,0.323231,0.562405,0.298921,0.345328,0.116692,0.48538,0.691299,0.704185,0.786096,0.609245,0.507884,1.092,0.214591,0.342137,6.27817,6.19613,1.70044,0.0565835,0.545968,2.91518
DMS53,0.556951,0.494299,1.02265,1.68782,0.541163,0.0136704,0.477408,0.459013,0.413214,0.51905,0.0549297,0.46561,0.957006,0.409132,0.745886,0.509441,0.54468,1.08354,0.441762,0.63863,7.01892,4.67243,3.05658,0.0285692,3.92029,3.12187
DMS79,0.573191,0.373981,0.85935,0.859414,0.731585,0.625108,0.433556,0.365348,0.332241,0.605558,0.108494,0.402418,0.385108,0.576542,0.893306,0.406661,0.599393,1.1462,0.0821651,0.425714,5.95792,6.65134,2.9782,3.24641,0.641546,2.95357
DND41,0.592411,0.401735,0.863053,0.879799,0.794069,0.111399,0.404336,0.335666,0.239942,1e-06,0.122877,0.395396,0.810157,0.565052,0.786114,341.082,0.617339,1.23716,0.186452,0.432043,6.24527,6.50335,5.86369e-09,0.275007,1.7137,3.05843
DOHH2,0.461093,0.0348316,0.371909,0.326825,0.337945,0.0411747,0.5697,0.304443,0.416155,0.0110296,0.12109,0.474602,0.662355,0.581685,0.637409,0.775923,0.520348,1.13804,0.150532,0.445664,6.57834,6.25984,0.0426443,0.124328,0.575312,3.06464
DU4475,0.508687,0.120515,0.547128,0.52383,0.526376,0.831153,0.498506,0.43433,0.503598,0.362711,0.101528,0.47967,0.271786,0.664899,0.649796,0.616319,0.520443,1.15861,0.337746,0.324897,6.51001,5.96301,1.76553,6.11624,1.7866,2.93185
DV90,0.539252,0.428212,0.652811,0.653621,0.621129,0.0276163,0.461401,0.387486,0.400579,0.0168015,0.134714,0.398121,0.784672,0.568151,0.593805,0.787985,0.613355,1.18367,0.382642,0.425342,6.16249,5.18706,0.0426443,0.0703893,4.15137,2.99457
EB1,0.482409,0.0424879,0.417755,0.395933,0.422497,0.00929367,0.490608,0.358962,0.499852,0.00556943,0.133539,0.401316,0.650609,0.566522,0.597207,0.775941,0.591226,1.15686,0.0576741,0.42919,5.89288,5.56163,0.0143553,0.0285692,0.238787,3.03035
EBC1,0.56574,0.598168,0.633797,0.844178,0.701576,0.485284,0.4326,0.36134,0.320743,0.00188769,0.168271,0.343893,0.50116,0.579904,0.533777,0.788987,0.678033,1.12379,0.438037,0.433198,7.88655,5.20438,0.0143553,2.90497,10.1261,2.98807
ECC10,0.643323,0.419248,0.907318,1.02732,0.923508,0.0328155,0.372953,0.347441,0.122724,0.0115064,0.143759,0.465636,0.672375,0.600129,0.830969,0.809466,0.536323,1.14436,0.0951376,0.447374,6.91085,7.02148,0.0426443,0.0976108,0.903038,2.98185
ECC12,0.460055,0.0321578,0.306999,0.339313,0.368621,0.172732,0.536309,0.394379,0.568083,0.705461,0.107895,0.397558,0.656691,0.756086,0.663478,0.343204,0.601119,1.32638,0.122141,0.381074,6.04811,7.26285,4.11103,0.526069,0.454176,3.02405
ECGI10,0.527237,0.542286,0.627928,0.603709,0.617984,0.566345,0.481638,0.358431,0.455865,0.330671,0.130053,0.390469,0.389399,0.769543,0.487778,0.606261,0.593514,1.22196,0.427981,0.372236,6.08002,5.91073,1.09085,2.90881,7.37955,2.90226
EFE184,0.564187,0.579684,0.860929,0.751029,0.71358,0.313645,0.440311,0.378327,0.339858,0.113768,0.140563,0.370732,0.654202,0.569057,0.545976,0.761861,0.622944,1.02279,0.439238,0.427607,6.72124,4.10769,0.298658,1.43829,5.44029,3.00573
EFM19,0.469648,1e-06,0.740801,0.427719,0.483906,0.561868,0.426686,0.656583,0.472315,0.0428964,0.0401133,0.176928,0.452972,0.75929,0.729895,0.758108,0.64366,1.1419,0.0920908,0.365512,7.27594,4.92742,0.0565835,6.20203,0.378512,2.88832
EFM192A,0.475299,0.143045,0.376091,0.449812,0.35614,0.469901,0.528939,0.422089,0.564927,0.0228274,0.0668132,0.353899,0.52289,0.571977,0.70823,0.806857,0.635241,1.76787,0.296382,0.419025,7.17991,6.56484,0.0565835,5.39197,1.62293,2.93036
EFO21,0.516584,0.402117,0.584748,0.570334,0.541827,0.226907,0.483578,0.326272,0.472111,0.00575388,0.177547,0.249486,0.706529,0.651949,0.572633,0.801639,0.756702,0.902914,0.4297,0.31728,6.06609,5.12102,0.0143553,0.963474,6.88692,2.91998
EFO27,0.544485,0.645524,0.765478,0.676413,0.654547,0.559417,0.457296,0.399459,0.391664,1e-06,0.181191,0.390548,0.443086,0.578336,0.49291,264.743,0.604741,0.980748,0.503155,0.422128,6.19377,3.11603,7.5545e-09,3.78764,6.14812,2.9196
EHEB,0.525139,0.328496,0.585955,0.563953,0.572612,0.00562658,0.474869,0.414776,0.429322,0.182096,0.107466,0.372458,0.783903,0.564606,0.639743,0.719903,0.651054,1.23737,0.373846,0.429267,6.99198,5.90448,0.505891,0.0143553,3.43563,3.04118
EJM,0.43538,1e-06,0.196414,0.117699,0.318109,0.576542,0.54822,0.436747,0.678589,0.345057,0.136306,0.474181,0.421933,0.569029,0.820219,0.641557,0.528502,1.07301,0.109509,0.421424,6.68734,6.02348,1.61353,4.0993,0.400538,2.96241
EM2,0.569794,0.437966,0.837678,0.821351,0.730714,0.0169965,0.436547,0.365993,0.328014,0.52352,0.10613,0.366055,0.79713,0.570042,0.683039,0.477622,0.645238,1.13411,0.293339,0.426725,7.05072,5.96901,2.19219,0.0426443,3.10434,2.99434
EN,0.567794,0.260941,0.694979,0.773069,0.737232,0.309581,0.433203,0.405848,0.315197,0.0111907,0.101322,0.394928,0.65271,0.567363,0.844202,0.783414,0.621154,1.20956,0.172367,0.415609,6.29131,6.71918,0.0285692,0.948601,1.12433,2.93011
EOL1,0.517529,0.421394,0.587438,0.599333,0.559004,0.033028,0.482714,0.408457,0.456074,0.615778,0.117126,0.387659,0.78578,0.575899,0.772973,0.394183,0.627783,1.10175,0.255156,0.427904,6.47768,7.74019,3.12433,0.0840643,2.81352,2.97208
EPLC272H,0.517161,0.597907,0.00373706,0.00242678,0.582486,0.301286,0.323351,0.0790483,0.207012,1e-06,0.186408,0.266809,0.2231,0.777934,0.567018,97.857,0.892085,0.480487,0.519483,0.395035,6.68706,5.05875,1.0219e-08,4.05137,7.37452,3.0468
ES2,0.577908,0.61765,0.99082,0.97993,0.701798,0.53733,0.433249,0.377566,0.298754,0.229439,0.173645,0.479343,0.495985,0.599879,0.535935,0.747929,0.515179,1.0825,0.516556,0.436979,6.44857,3.62994,0.613532,2.16672,9.37441,2.91378
ESS1,0.600692,0.686212,1.06764,1.06024,0.824111,0.524121,0.407861,0.304815,0.322857,0.01144,0.178416,0.399808,0.460162,0.698167,0.550541,0.800861,0.610581,1.07969,0.43867,0.342071,6.10873,4.22882,0.0285692,2.27798,6.21801,2.93973
F36P,0.576303,0.392379,0.870611,0.887632,0.739323,0.0433767,0.429975,0.36672,0.319604,1e-06,0.151668,0.405442,0.781341,0.567315,0.742006,316.076,0.604905,1.10698,0.252404,0.42823,5.96786,6.86716,6.3276e-09,0.111031,2.51349,3.01935
FADU,0.528101,0.104437,0.117552,0.401873,0.536211,0.645689,0.459419,0.148273,0.412284,0.105662,0.127932,0.396288,0.332855,0.655691,0.600103,0.768433,0.607138,0.96393,0.401799,0.314685,6.12825,3.94767,0.275007,3.87971,5.67356,2.87958
FTC133,0.521692,0.630843,0.580082,0.653513,0.584823,0.0165011,0.499547,0.431293,0.504302,0.0200376,0.145716,0.556269,0.773894,0.58767,0.479779,0.821121,0.435007,1.25516,0.322775,0.424499,6.25607,6.98755,0.0976108,0.0426443,7.27659,2.88937
FTC238,0.556455,0.695485,0.134149,1e-06,0.743576,0.0589895,0.419068,0.303587,0.366174,0.475168,0.127183,0.363992,0.936174,0.654061,0.574604,0.496372,0.677369,1.10322,0.46316,0.314712,7.44377,5.32193,1.91456,0.189034,7.57901,2.887
FU97,0.679074,0.191164,1.20158,0.8021,1.01968,0.0045784,0.325319,0.280951,0.16399,1e-06,0.201727,0.370816,0.801284,0.639321,0.786859,285.21,0.645263,0.795818,0.0441022,0.335102,6.96047,5.33914,7.01238e-09,0.0285692,0.226509,3.14492
FUOV1,0.472684,0.349943,0.392666,0.404372,0.438854,0.32214,0.527997,0.463779,0.574534,0.389679,0.0747591,0.401715,0.639677,0.561514,0.659465,0.594776,0.615639,1.58692,0.356337,0.432314,6.13011,5.52356,1.31034,1.0072,4.75435,3.07963
G292CLONEA141B1,0.53604,0.492286,0.743219,0.72327,0.589499,0.677813,0.46561,0.379446,0.413622,0.197707,0.164746,0.390017,0.345545,0.580171,0.571704,0.711412,0.618492,1.02664,0.442228,0.42385,6.34323,5.48736,0.555816,3.92315,8.58928,2.92224
G361,0.568914,0.592558,1e-06,0.949068,0.57525,0.55214,0.382912,0.312042,0.189404,0.136027,0.142711,0.543067,0.316478,0.503947,0.718516,1.03429,0.425804,0.534164,0.544638,0.365418,6.27258,3.79701,0.526069,3.48929,4.92695,2.90045
G401,0.516132,0.35276,0.530243,0.535124,0.544694,0.042966,0.483683,0.426074,0.452504,1e-06,0.107381,0.386651,0.773944,0.569796,0.600905,269.915,0.629933,1.20118,0.402025,0.423136,6.5168,5.92386,7.40975e-09,0.111031,4.13422,2.97044
G402,0.418424,0.32694,0.276526,0.27589,0.266491,0.0111848,0.573637,0.485092,0.664493,0.00563146,0.104647,0.389124,0.783001,0.577328,0.552609,0.784584,0.620238,1.22135,0.447977,0.414669,6.37573,5.70321,0.0143553,0.0285692,4.64443,2.87302
GA10,0.255339,3.06843e-05,0.288259,0.00236704,0.000144299,0.0113093,0.581513,0.535029,0.671631,1e-06,0.135358,0.390594,0.791716,0.5621,0.855548,167.476,0.606457,1.17185,0.241918,0.432168,6.21062,4.0054,1.1942e-08,0.0285692,0.565597,3.07538
GAMG,0.549715,0.739393,0.733996,0.721667,0.690755,0.599193,0.462345,0.395264,0.387668,0.0861053,0.138672,0.489259,0.384627,0.603936,0.48766,0.749114,0.509243,1.14898,0.49639,0.448594,6.24508,4.77768,0.344828,4.67356,9.22745,2.97114
GB1,0.512201,0.652851,4.75028e-05,0.486828,0.593358,0.621889,0.422403,0.347925,0.3475,1e-06,0.109971,0.389312,0.347639,0.341714,0.656202,158.149,0.658437,0.957044,0.521669,0.251523,6.76514,5.18982,1.26463e-08,5.36667,6.97705,2.94425
GCT,0.550034,0.717895,0.808902,0.761529,0.662459,0.647217,0.452737,0.367339,0.382462,0.0867985,0.15504,0.394256,0.373048,0.567466,0.467511,0.766404,0.615013,1.14732,0.495972,0.431653,6.23974,4.4957,0.226509,3.46989,8.96959,3.04267
GDM1,0.511182,0.330838,0.56448,0.517821,0.538844,0.0109829,0.488703,0.417868,0.470472,0.518384,0.0949942,0.391146,0.768866,0.562884,0.629934,0.482092,0.628403,1.03966,0.371206,0.430736,6.42626,5.93946,2.15056,0.0285692,3.49442,3.06092
GI1,0.56841,0.728981,0.790485,0.783604,0.764665,0.0259216,0.434553,0.368175,0.307914,0.107056,0.13906,0.477023,0.796681,0.589729,0.452456,0.760639,0.519183,1.16823,0.297175,0.431662,6.53029,4.93546,0.422233,0.0976108,6.0398,2.92787
GMS10,0.5261,0.532854,0.717905,0.602886,0.579445,0.558293,0.474924,0.307442,0.452349,0.260166,0.121583,0.255192,0.445168,0.575498,0.552535,0.649541,0.791605,1.08814,0.446986,0.434518,6.20398,6.15664,0.400538,3.76235,6.92576,3.02012
GOS3,0.497579,0.383165,0.46061,0.444765,0.506472,0.659238,0.501963,0.433925,0.505948,0.232351,0.106511,0.49675,0.372214,0.567508,0.591433,0.692074,0.502702,1.34586,0.426241,0.425053,6.07189,6.9528,1.0072,3.54226,5.28133,2.99593
GRANTA519,0.58333,0.241442,0.676125,0.68144,0.763884,0.0272298,0.421263,0.405878,0.273825,0.0111198,0.0855935,0.390284,0.773691,0.573409,0.791477,0.778446,0.619313,1.38735,0.208676,0.421942,6.34731,4.53232,0.0285692,0.0703893,1.10434,2.9434
GSS,0.23998,0.193061,0.000174969,0.105505,0.000259191,0.245233,0.618426,0.582084,0.7621,0.198773,0.0422877,0.393396,0.692337,0.581015,0.609519,0.715248,0.616296,1.20381,0.396288,0.42631,6.26641,6.12516,0.555816,1.41684,4.25701,2.93494
GSU,0.549776,0.515771,0.690726,0.748822,0.653164,0.00560218,0.455503,0.32782,0.411951,0.00397829,0.140151,0.463432,0.780503,0.812002,0.568025,0.831393,0.536312,1.33239,0.360956,0.306286,6.94357,5.80349,0.0143553,0.0143553,5.0751,3.01759
H4,0.510138,0.507783,0.554382,0.543177,0.536521,0.593908,0.489523,0.380455,0.474751,0.245642,0.156313,0.380653,0.413892,0.691524,0.596591,0.68001,0.630649,1.06719,0.421134,0.337406,6.62702,5.8166,0.722466,2.86987,5.58165,2.9275
HARA,0.590165,0.54913,0.732959,0.753014,0.717821,0.563855,0.417865,0.264651,0.357147,0.518995,0.18412,0.381977,0.439969,0.677985,0.503566,0.48121,0.610348,0.876163,0.492214,0.321816,6.39146,3.53605,2.15704,2.56316,5.75087,2.848
HCC1143,0.55351,0.573985,0.964314,0.774766,0.654795,0.742296,0.449842,0.278056,0.417643,0.135359,0.14129,0.23431,0.280494,0.690661,0.570671,0.767678,0.799213,0.987797,0.455326,0.349862,6.82184,4.8268,0.176323,5.29278,6.01681,3.03937
HCC1187,0.555887,0.149595,0.736611,0.784014,0.662516,0.949315,0.448266,0.397258,0.34273,0.15574,0.138936,0.473335,0.188917,0.571905,0.728217,0.738959,0.527603,1.08178,0.225871,0.426845,6.6879,6.38767,0.632268,5.02503,1.81967,2.98543
HCC1195,0.52694,0.616215,1.00972e-06,0.772588,0.652524,0.536188,0.42417,0.371296,0.295759,0.0373414,0.120551,0.47367,0.258066,0.434056,0.698164,0.901035,0.512588,0.982668,0.327017,0.316035,6.49297,4.77979,0.124328,4.15543,3.69599,2.91238
HCC1395,0.530437,0.486575,0.604553,0.659437,0.607519,0.641169,0.470587,0.416827,0.398658,0.0134032,0.163034,0.507554,0.37384,0.570326,0.547936,0.797202,0.491846,1.11769,0.44812,0.426532,7.75241,4.86047,0.0840643,5.14527,8.25597,2.9915
HCC1419,0.388206,2.39833e-06,3.89244e-05,0.327256,0.168493,0.418513,0.542941,0.478787,0.597723,1e-06,0.0905637,0.371278,0.558133,0.589515,0.744251,372.695,0.627406,1.45032,0.350146,0.445408,6.75942,7.56049,5.36632e-09,6.7486,1.41143,3.0222
HCC1428,0.515821,0.000127434,0.40038,0.428164,0.463306,0.533119,0.440787,0.322319,0.430609,0.0167919,0.133786,0.387406,0.466473,0.667168,0.715992,0.787533,0.622264,1.01583,0.100677,0.333408,6.42492,7.41768,0.0426443,6.85723,0.422233,2.99842
HCC15,0.58443,0.550111,0.90214,1.03054,0.709132,0.859762,0.436022,0.370763,0.252996,0.0313154,0.122739,0.391636,0.245859,0.36972,0.616246,0.745034,0.615759,1.39948,0.45564,0.556318,6.2891,3.42223,0.0840643,3.49697,6.39403,3.00941
HCC1500,0.531503,0.222852,0.668361,0.596503,0.625772,0.736914,0.469715,0.426338,0.422925,0.186723,0.0994131,0.390982,0.302597,0.578863,0.83814,0.72371,0.624485,1.17287,0.133002,0.425034,6.38888,6.33646,0.516015,7.30588,0.765535,2.93703
HCC1569,0.529212,0.133209,0.631791,0.61978,0.595446,0.667326,0.471727,0.450932,0.43415,0.107239,0.122283,0.491875,0.347569,0.650505,0.667759,0.761939,0.508147,0.838935,0.330285,0.316822,6.19849,5.42324,0.422233,5.75995,2.55582,2.92224
