LINE,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2,MIR335,JUND,FOXP2,TFAP2C,FOSL1,PLAUR
SNU620,0.540641,0.48983,0.704764,0.647022,0.632512,0.163814,0.462406,0.386651,0.407717,0.00569294,0.130118,0.405272,0.724762,0.56777,0.66676,0.793149,0.60289,1.26991,0.296979,0.4339,5.95047,5.91361,0.0143553,0.678072,3.47119,3.05687
SNU626,0.58669,0.301532,0.723131,1.03122,0.817152,0.43962,0.440302,0.422813,0.180968,0.00281742,0.120602,0.549055,0.544917,0.420626,0.650791,0.785055,0.447314,1.08094,0.342583,0.609266,6.51759,4.77294,0.0143553,1.61353,2.56803,2.89695
SNU668,0.530294,0.457617,0.618577,0.625067,0.610167,0.619425,0.472159,0.396709,0.430467,1e-06,0.12649,0.39645,0.392143,0.579357,0.67361,465.019,0.607161,1.02158,0.282185,0.426602,6.12598,7.0634,6.45135e-09,4.73877,3.54597,2.94534
SNU685,0.567595,0.485098,0.957306,0.920486,0.670585,0.032496,0.438327,0.356573,0.341293,0.434963,0.146497,0.395051,0.773122,0.574545,0.604499,0.553929,0.61148,1.20068,0.373624,0.419614,6.1914,5.1102,1.57046,0.0840643,6.45072,2.92136
SNU719,0.60194,0.546977,0.879067,0.880208,0.868637,0.00763485,0.419202,0.376592,0.266928,0.00384178,0.138116,0.461329,0.801723,0.571943,0.71806,0.802863,0.538857,1.2174,0.260999,0.422626,7.00832,4.84398,0.0143553,0.0285692,2.65306,2.95573
SNU738,0.507845,0.525603,0.556866,0.519489,0.537148,0.460844,0.491582,0.41584,0.477338,0.104597,0.12823,0.407031,0.535511,0.576531,0.576098,0.760685,0.60095,1.26538,0.414956,0.429833,5.90569,5.71094,0.275007,3.44228,5.76474,2.9822
SNU761,0.530937,0.462762,0.654335,0.60269,0.589628,0.0151623,0.460435,0.388931,0.390717,0.0226134,0.16744,0.384831,0.80389,0.557348,0.66909,0.799292,0.636612,1.12116,0.347066,0.417254,6.61706,5.62117,0.0565835,0.0565835,5.60407,2.99457
SNU8,0.567744,0.525716,0.711454,0.769503,0.758401,0.405845,0.435784,0.374266,0.312689,0.00366231,0.0879687,0.463216,0.570482,0.539396,0.587964,0.765357,0.534541,1.52008,0.361125,0.404744,6.92386,4.81147,0.0143553,2.13422,4.33557,3.00146
SNU81,0.57734,0.52332,0.986178,0.982817,0.756846,0.403868,0.429956,0.348216,0.32099,0.427092,0.12474,0.372446,0.578996,0.560052,0.660567,0.561575,0.639904,1.20383,0.32423,0.435842,6.87246,5.68846,1.52105,1.39506,3.904,3.11287
SNU840,0.532208,0.554578,0.743186,0.612539,0.600671,0.553282,0.469199,0.345073,0.44561,0.0096201,0.100894,0.252723,0.452674,0.577056,0.560205,0.670143,0.873539,1.63014,0.380355,0.42161,6.91301,4.77241,0.0143553,3.66676,4.95187,2.92249
SNU878,0.47818,0.491169,0.430703,0.375828,0.461193,0.0610007,0.519719,0.389163,0.526007,0.322917,0.0808143,0.384611,0.746191,0.626172,0.446665,0.636695,0.64085,1.52192,0.526002,0.305193,6.66491,5.24031,1.01436,0.163499,4.20867,2.92437
SNU886,0.506644,0.529954,0.540191,0.548692,0.529849,0.0224176,0.492666,0.392695,0.480577,0.20826,0.117851,0.378688,0.792371,0.574077,0.569125,0.712045,0.639512,1.36882,0.417154,0.427271,6.75502,6.35966,0.584963,0.0565835,6.40667,2.9771
SNU899,0.553857,0.248509,2.38811,0.693046,0.721903,0.46598,0.41885,0.369213,0.232689,0.00370686,0.182492,0.458907,0.499406,0.645348,0.46787,0.774667,0.528445,1.60188,0.353614,0.238279,6.90917,4.94392,0.0143553,3.73227,5.05311,2.95381
SNUC1,0.514777,0.367504,0.551392,0.537053,0.558876,0.283904,0.485387,0.404476,0.467591,0.0541193,0.123968,0.502479,0.663087,0.643958,0.577874,0.758239,0.497684,1.12845,0.402785,0.315484,5.94275,5.34873,0.214125,2.14078,4.13422,2.93949
SNUC2A,0.536754,0.553122,1e-06,0.762542,0.542062,0.580537,0.403986,0.315809,0.278749,0.286849,0.12302,0.390353,0.256495,0.467679,0.618404,0.784615,0.61742,0.997675,0.370059,0.364897,6.32679,5.41007,0.731183,4.52669,4.77821,3.12092
SNUC4,0.539253,0.424624,0.707683,0.739347,0.631243,0.565107,0.453313,0.356399,0.385729,0.0235097,0.114468,0.372056,0.460034,0.685653,0.620242,0.830974,0.660599,1.29712,0.368032,0.515336,7.10213,6.41802,0.0565835,2.45681,4.42089,3.0064
SNUC5,0.591987,0.673898,1.22301,0.99546,0.785616,0.058875,0.416372,0.34559,0.28742,0.0169961,0.158213,0.384538,0.779771,0.571619,0.549311,0.797107,0.619309,1.15898,0.424542,0.425972,6.44211,4.54102,0.0426443,0.226509,6.27594,2.98081
SQ1,0.565016,0.458983,0.819746,0.840206,0.670765,0.402717,0.447811,0.300387,0.397748,0.011233,0.0938027,0.404618,0.572858,0.656956,0.559081,0.786372,0.60016,1.32706,0.422163,0.327635,5.9331,5.08491,0.0285692,1.40599,7.55228,2.99229
SR786,0.516497,0.390481,0.588688,0.549285,0.556266,0.0423943,0.483847,0.418996,0.457958,0.625346,0.105056,0.352544,0.777884,0.569836,0.591827,0.390642,0.670623,1.2363,0.408842,0.423182,7.60896,5.61971,3.20163,0.163499,4.41346,2.97055
ST486,0.526853,0.291553,0.518045,0.58271,0.604255,0.118776,0.470987,0.503301,0.43161,0.00387758,0.118278,0.472428,0.765459,0.65169,0.762304,0.810346,0.528059,0.692385,0.254588,0.321322,6.70653,2.67582,0.0143553,0.31034,1.18903,2.95836
SU8686,0.579927,0.341875,0.973493,0.840186,0.717749,0.381161,0.431459,0.309353,0.376708,0.282782,0.114734,0.253534,0.592543,0.582559,0.540945,0.648698,0.850026,1.36223,0.453048,0.430261,6.70543,3.86196,0.871844,1.92979,5.82985,2.95429
SUDHL1,0.492087,0.421708,0.451647,0.483141,0.474174,0.0140465,0.508047,0.46831,0.522385,0.511107,0.108529,0.396025,0.798217,0.569098,0.65233,0.488898,0.614581,1.06902,0.356332,0.430818,6.2075,5.04221,2.09085,0.0703893,3.41549,3.02808
SUDHL10,0.448357,0.000157977,0.335818,0.27513,0.305408,0.0482829,0.546491,0.58005,0.636322,0.00374618,0.126157,0.490547,0.776701,0.571388,0.683859,0.782884,0.509554,1.3811,0.264454,0.42415,6.23247,4.74416,0.0143553,0.124328,0.773996,2.96926
SUDHL4,0.418878,6.02213e-05,0.225011,0.135649,0.164534,0.0274197,0.552464,0.471223,0.616894,0.20082,0.105808,0.471715,0.779086,0.648065,0.683744,0.710449,0.52858,1.30276,0.249882,0.322122,6.72329,5.90785,0.847997,0.0703893,0.731183,2.98231
SUDHL5,0.528564,0.065513,0.575091,0.591091,0.569845,0.0938845,0.473062,0.364737,0.447271,0.0272459,0.124131,0.384343,0.748198,0.568772,0.660327,0.774148,0.617053,1.23937,0.292495,0.424032,6.4219,5.97453,0.0703893,0.250962,1.23266,2.98208
SUDHL6,0.551654,0.0454808,0.63439,0.645407,0.660142,0.0436964,0.458501,0.570599,0.436841,0.0378769,0.113768,0.358132,0.787101,0.570703,0.683632,0.77608,0.613759,1.07759,0.275856,0.427947,6.85512,3.85699,0.0976108,0.111031,0.948601,2.99944
SUDHL8,0.501815,0.00669247,0.409718,0.400609,0.511199,0.0106006,0.425635,0.399064,0.284576,0.00357246,0.10862,0.476594,0.749377,0.398347,0.674631,0.746581,0.513594,1.25238,0.166867,0.291104,6.46581,6.44079,0.0143553,0.0565835,0.516015,2.92312
SUIT2,0.506815,0.424323,0.536438,0.528269,0.520354,0.262458,0.493201,0.396078,0.483146,0.489105,0.121761,0.370628,0.684339,0.576353,0.557585,0.509913,0.644862,1.20099,0.432649,0.415545,6.95965,5.25134,1.91839,1.15056,7.51475,2.88396
SUPB15,0.6481,0.485911,1.0444,1.07306,1.00074,0.0436282,0.397218,0.35427,0.0785864,1e-06,0.149543,0.391638,0.785872,0.407765,0.784456,159.829,0.625329,1.1909,0.116317,0.601615,6.38681,4.88166,1.25133e-08,0.111031,1,2.9508
SUPM2,0.541601,0.377492,0.751792,0.677732,0.627308,0.00568364,0.460722,0.398271,0.408375,0.49698,0.138689,0.355661,0.791853,0.572773,0.652219,0.501531,0.638765,1.13253,0.337243,0.41982,7.18398,6.34465,1.98185,0.0143553,3.51096,2.93185
SUPT1,0.479763,1.50185e-05,0.402502,0.463832,0.413257,0.550956,0.526693,0.471726,0.565588,1e-06,0.122383,0.370811,0.453409,0.568185,0.710043,370.539,0.59964,1.25815,0.268739,0.424996,6.46842,5.0751,5.39755e-09,2.43029,0.757023,2.99195
SUPT11,0.602215,0.336139,0.91714,0.941029,0.846961,0.0432571,0.404884,0.346986,0.297285,1e-06,0.103942,0.3622,0.779188,0.574931,0.853191,412.423,0.665316,1.2883,0.151526,0.416517,7.34749,6.98379,4.84938e-09,0.111031,1.18903,2.89786
SW1088,0.543677,0.662291,0.696779,0.69534,0.666947,0.550365,0.467726,0.394687,0.404029,0.0228398,0.125865,0.489881,0.446323,0.541628,0.549061,0.815084,0.508233,1.12929,0.4519,0.427711,6.22477,5.19101,0.0840643,3.69933,7.30524,3.15871
SW1116,0.565095,0.455448,0.81881,0.419809,0.731117,0.497773,0.43559,0.355285,0.352056,0.427733,0.102983,0.466504,0.542062,0.67639,0.501407,0.479949,0.509814,1.42515,0.459532,0.341531,6.55704,4.15623,1.78241,2.75489,5.30268,3.02959
SW1271,0.544256,0.659205,0.774693,0.699754,0.646294,0.556564,0.458367,0.366927,0.396569,0.0566843,0.14799,0.379197,0.446977,0.568553,0.486745,0.752981,0.631626,1.23445,0.494197,0.431859,6.66278,4.84298,0.15056,3.73552,8.51341,3.0383
SW1353,0.596,0.597526,0.794313,1.07256,0.760968,0.494042,0.452683,0.408945,0.361068,0.0676899,0.111558,0.498808,0.50514,0.562531,0.526482,0.772027,0.501788,0.920813,0.481719,0.414673,6.03584,4.75969,0.263034,1.95606,7.03441,2.94862
SW1417,0.449219,1e-06,0.348946,0.384432,0.345828,0.357633,0.27842,0.159183,0.0636557,0.0343766,0.481258,0.589452,0.509192,0.138625,0.237836,1.23845,0.446848,4.56256,0.89765,0.0671017,6.06458,4.82375,0.111031,2.80941,7.54851,2.90432
SW1463,0.551652,0.453009,0.864267,0.745391,0.647948,0.0691961,0.421071,0.35178,0.293631,0.0110437,0.131823,0.377997,0.789206,0.331876,0.57925,0.773122,0.649871,1.33524,0.411105,0.246473,6.87701,5.92481,0.0285692,0.263034,5.2292,2.97067
SW1573,0.559113,0.631808,0.816611,0.802873,0.694239,0.511993,0.454301,0.337733,0.386159,1e-06,0.0934046,0.38858,0.490541,0.570856,0.523578,178.684,0.619557,1.48372,0.437708,0.429134,6.37764,5.0365,1.1193e-08,2.08746,6.99243,3.00695
SW1710,0.522397,0.621377,0.6206,0.587012,0.580215,0.0518649,0.484296,0.378327,0.46186,0.535618,0.124162,0.393754,0.823104,0.572827,0.51133,0.466026,0.593964,1.22191,0.356464,0.425016,6.03386,5.99571,2.29866,0.189034,6.58871,2.96785
SW1783,0.569384,0.66096,0.752732,0.874647,0.752842,0.184487,0.444365,0.401845,0.18934,0.0074375,0.128404,0.505348,0.812402,0.449287,0.562753,0.781,0.499055,1.03457,0.481614,0.662905,5.92529,4.76607,0.0285692,0.454176,7.1036,2.95092
SW1990,0.588807,0.744404,1.12115,0.927778,0.770915,0.0256387,0.420129,0.357103,0.291928,0.0112368,0.181011,0.38965,0.787989,0.57414,0.479289,0.786639,0.621329,1.0681,0.502017,0.421425,6.37834,3.60051,0.0285692,0.0976108,7.7095,2.93605
SW403,0.683748,0.393801,1.35041,1.06213,1.12387,0.135131,0.390776,0.228955,0.292418,0.0112488,0.103442,0.380551,0.739243,0.647473,0.642467,0.787482,0.640853,1.34572,0.313541,0.316848,6.73606,5.11728,0.0285692,0.731183,2.94298,2.93617
SW48,0.560895,0.698904,0.738284,0.818515,0.718336,0.336879,0.454797,0.405327,0.367782,0.407548,0.102586,0.466462,0.655044,0.555171,0.528017,0.590538,0.536405,0.944876,0.476148,0.407451,6.89966,4.852,2.07039,1.02857,7.91946,2.93568
SW579,0.527405,0.613243,0.0014698,0.389371,0.674986,0.594808,0.416413,0.338161,0.303606,0.197817,0.12172,0.365594,0.341721,0.559765,0.473091,0.891857,0.672453,1.12595,0.467889,0.409083,7.35738,5.30415,0.443607,5.22188,8.41193,2.92325
SW620,0.515554,0.33548,0.568224,0.557039,0.54524,0.0701104,0.484744,0.408461,0.453464,0.367284,0.121645,0.461672,0.764821,0.574463,0.581041,0.613867,0.540073,1.21671,0.402005,0.417254,7.01892,5.17313,1.79494,0.275007,5.67779,2.90535
SW780,0.502717,0.26298,0.812982,0.572047,0.438761,0.593787,0.498059,0.477007,0.476334,0.0622234,0.0903711,0.38778,0.416838,0.569628,0.425103,0.826562,0.610285,1.38321,0.532556,0.427653,6.29517,3.82375,0.15056,4.27352,5.02503,3.00304
SW837,0.596113,0.580447,0.915773,0.771593,0.871365,0.0807531,0.408694,0.313385,0.27146,0.0167527,0.106852,0.401009,0.844459,0.568082,0.609782,0.785693,0.602213,1.40882,0.361421,0.426557,6.00697,4.5741,0.0426443,0.286881,4.33271,3.00349
SW900,0.549699,0.660275,0.719636,0.720824,0.655014,0.397029,0.453149,0.357459,0.383051,0.31215,0.156582,0.398924,0.566966,0.572568,0.514803,0.647967,0.609335,1.27167,0.482985,0.429909,6.10978,5.1014,0.963474,1.40054,8.19668,3.00337
SW948,0.508107,0.400728,0.530833,0.533079,0.536989,0.323597,0.491893,0.440168,0.475016,0.495965,0.114549,0.4908,0.644661,0.571738,0.659486,0.502706,0.508791,1.30584,0.289771,0.420276,6.21994,6.09972,2.95977,1.50589,3.0268,2.94034
T173,0.562038,0.609682,0.751839,0.747939,0.686959,0.0799474,0.443143,0.330038,0.358558,0.099894,0.143826,0.397867,0.746736,0.585191,0.599225,0.759551,0.616622,1.4291,0.408439,0.417467,6.19928,6.52419,0.263034,0.214125,6.78568,2.85354
T24,0.550854,0.688506,0.734218,0.671252,0.666517,0.45863,0.451897,0.365422,0.381618,1e-06,0.166814,0.403279,0.53326,0.576984,0.486257,154.03,0.605236,1.21126,0.495873,0.425012,6.00315,4.5472,1.29845e-08,2.58015,8.42492,2.94644
T3M10,0.580116,0.63451,0.855502,0.883198,0.74021,0.269619,0.427643,0.331876,0.319605,0.0279838,0.144404,0.394894,0.674817,0.571657,0.565051,0.795116,0.619766,1.28775,0.399564,0.426364,6.2778,5.78424,0.0703893,0.799087,6.60481,2.98335
T3M4,0.519301,0.475937,0.597399,0.575252,0.559794,0.461416,0.480866,0.419174,0.45388,0.368541,0.0830784,0.401224,0.530125,0.573857,0.527893,0.597961,0.59912,1.29016,0.338793,0.430183,5.97292,4.43229,1.23266,2.61117,5.98687,2.99853
T47D,0.47886,0.0600016,0.522483,0.510541,0.288324,0.472659,0.522919,0.313183,0.549729,0.234835,0.0729922,0.395889,0.239617,0.577117,0.42245,0.650093,0.598292,1.13238,0.0640095,0.286031,6.04505,5.36212,0.722466,5.91767,0.400538,2.97372
T84,0.629719,0.605924,0.942527,0.982009,0.878005,0.58388,0.381614,0.245788,0.239689,0.241277,0.114604,0.393652,0.422255,0.574704,0.568146,0.667926,0.612599,1.52403,0.378825,0.417558,6.22477,5.25626,0.722466,2.76553,5.58075,2.90625
T98G,0.512467,0.500461,0.609632,0.550473,0.544909,0.625982,0.487814,0.394508,0.468409,0.00561681,0.121378,0.389088,0.397478,0.574538,0.504552,0.782542,0.609801,1.21839,0.428027,0.421824,6.26903,5.78031,0.0143553,4.72465,6.60481,2.93678
TC71,0.609143,0.464222,0.948383,0.924534,0.842111,0.0124459,0.392543,0.329418,0.211012,0.368879,0.13595,0.40112,0.871283,0.564687,0.838453,0.627174,0.607811,1.05852,0.19881,0.430968,6.06113,5.19653,1.17632,0.0285692,1.61824,3.0528
TCCPAN2,0.607487,0.548227,0.425028,0.524104,0.860925,0.0605288,0.396424,0.198087,0.347728,0.520101,0.143812,0.421317,1.76079,0.487449,0.376532,0.618221,0.637958,0.860106,0.318603,0.243907,6.0568,5.43763,1.68257,0.137504,6.73715,3.00225
TCCSUP,0.565795,0.644502,0.634309,0.710941,0.70904,0.0321272,0.439989,0.367849,0.317808,0.00382889,0.112553,0.45758,0.76435,0.569084,0.576656,0.800169,0.532642,1.29973,0.391001,0.422907,6.98425,6.47086,0.0143553,0.0840643,7.01167,2.97255
TE1,0.522116,0.541197,0.656586,0.581882,0.585226,0.528536,0.478616,0.373286,0.447008,0.26687,0.113118,0.381609,0.472562,0.572553,0.55742,0.674962,0.620767,1.25987,0.433761,0.429801,6.50684,6.49633,0.790772,4.47379,7.02802,3.0027
TE10,0.585889,0.492738,0.0642156,0.888597,0.692682,0.400421,0.409766,0.185112,0.40923,0.0385032,0.180993,0.436999,0.256662,0.472999,0.333806,1.80578,0.672854,0.864925,0.218931,0.230951,6.15886,4.46597,0.0426443,4.68032,6.29737,2.92961
TE11,0.607613,0.538793,1.29431,1.03968,0.74161,0.666167,0.402739,0.189637,0.348944,0.190208,0.253839,0.248988,0.345612,0.66266,0.528387,0.757917,0.761229,0.865754,0.467927,0.324714,6.11458,3.15866,0.250962,3.85499,7.17812,2.9401
TE125T,0.536547,0.570465,0.669742,0.669348,0.617907,0.174271,0.464496,0.344375,0.411863,0.245323,0.136003,0.403684,0.750086,0.572166,0.701271,0.679127,0.608297,1.36602,0.456795,0.424289,6.02746,6.53123,0.722466,0.464668,6.15664,2.9662
TE14,0.498083,0.298047,0.477072,0.494321,0.494394,0.561444,0.501881,0.409855,0.504204,0.612837,0.0915004,0.249409,0.442389,0.572858,0.63059,0.398968,0.796614,1.03316,0.380168,0.420255,6.38802,6.24146,1.53605,3.80735,5.17313,2.93444
TE15,0.513665,0.497867,0.573354,0.544068,0.545858,0.548335,0.486408,0.355877,0.475787,0.0439945,0.128499,0.25474,0.450876,0.568995,0.508943,0.777513,0.791641,1.02072,0.466528,0.426554,6.21529,4.94626,0.0565835,3.64847,6.34802,2.99865
TE159T,0.559261,0.611215,0.75608,0.763089,0.680118,0.342339,0.445331,0.339727,0.364639,0.137263,0.12913,0.381575,0.61999,0.567205,0.563464,0.725276,0.625267,1.3311,0.402764,0.433143,6.55459,6.38922,0.378512,1.10434,7.01246,3.05458
TE4,0.545124,0.38157,0.756453,0.745436,0.618832,0.678273,0.457135,0.385501,0.392969,0.409106,0.143623,0.401509,0.348512,0.567874,0.618236,0.573136,0.60462,1.06573,0.346855,0.425986,6.02348,4.46728,1.42761,3.89239,4.55213,3.00056
TE441T,0.527297,0.525275,0.646398,0.606733,0.59805,0.146366,0.473687,0.382648,0.434228,0.691724,0.127524,0.388001,0.73854,0.577096,0.573043,0.339168,0.626646,1.2849,0.415631,0.417182,6.46025,5.804,4.07895,0.594549,5.87307,2.8916
TE5,0.54985,0.151733,1.33897e-06,0.512969,0.599096,0.53765,0.432438,0.110524,0.397325,0.0115764,0.142015,0.246104,0.463568,0.689662,0.709964,0.806417,0.793672,0.807119,0.36886,0.253744,6.44989,6.63604,0.0143553,4.63923,4.17073,2.9434
TE6,0.51658,0.280388,0.242119,0.513745,0.495043,0.59378,0.477927,0.285657,0.458636,0.0846173,0.147358,0.380094,0.416832,0.696192,0.65062,0.762103,0.642164,1.03054,0.334352,0.200064,6.75796,4.77294,0.111031,4.27352,2.40327,2.87369
TE617T,0.468654,0.237347,0.378098,0.381692,0.402344,0.0322622,0.531797,0.333611,0.575898,0.249372,0.109251,0.388924,0.767561,0.573566,0.646455,0.682105,0.622315,1.16273,0.371777,0.418429,6.40037,6.78908,0.731183,0.0840643,3.0036,2.91809
TE8,0.56144,0.455838,1.2094,0.811905,0.53205,0.424127,0.454867,0.35333,0.440147,0.135264,0.0930578,0.420016,0.746713,0.529341,0.702969,1.34168,0.71178,1.0322,0.333508,0.267671,6.7786,6.53419,0.201634,2.83996,3.77505,3.03401
TE9,0.548274,0.292464,0.662079,0.644831,0.625495,0.611985,0.453549,0.201461,0.427551,0.521372,0.150797,0.246467,0.402182,0.644579,0.634757,0.477948,0.827469,1.05371,0.363792,0.320699,6.71466,5.93993,1.09085,4.56499,3.1375,2.9852
TEN,0.586354,0.475484,0.894113,0.763413,0.751483,0.193522,0.423241,0.286931,0.308847,0.0110724,0.144986,0.379421,0.709615,0.567354,0.563574,0.775128,0.628912,1.23964,0.422661,0.42666,6.63023,5.89166,0.0285692,1.09085,5.70183,3.00807
TF1,0.506191,0.392859,0.506649,0.502749,0.524867,0.0222971,0.493913,0.429995,0.483679,1e-06,0.137884,0.475315,0.788112,0.567246,0.631676,427.802,0.524407,1.16864,0.366429,0.427194,6.61971,6.61043,4.67506e-09,0.0565835,4.17313,3.0124
TGBC11TKB,0.572047,0.550022,0.871698,0.869046,0.703926,0.105751,0.435067,0.358189,0.32965,0.00616158,0.105405,0.357061,0.987752,0.55675,0.563023,0.85844,0.662201,1.14137,0.384216,0.410209,7.41836,5.92172,0.0143553,0.214125,5.81019,2.94717
THP1,0.55351,0.479353,0.7566,0.775464,0.682749,0.119478,0.450254,0.376432,0.372961,0.713249,0.144685,0.38633,0.742266,0.559474,0.635981,0.315304,0.622323,1.15802,0.33508,0.436225,6.44344,4.67299,4.52419,0.321928,3.41414,3.11882
TM31,0.534889,0.419488,0.769163,0.720388,0.574601,0.902272,0.465844,0.32053,0.393042,0.0115442,0.139692,0.235392,0.231343,0.404481,0.590661,0.804177,0.78832,1.21123,0.406783,0.609522,6.69794,5.51065,0.0143553,3.90014,6.8421,3.01384
TO175T,0.553927,0.572049,0.72448,0.71677,0.662065,0.0465729,0.449483,0.339084,0.374485,0.24056,0.117718,0.377084,0.749193,0.56615,0.616952,0.682563,0.648856,1.48273,0.396353,0.435368,6.88289,7.55612,0.704872,0.124328,6.8387,3.07599
TOLEDO,0.54692,0.163634,0.698742,0.674359,0.639755,0.201408,0.454198,0.353835,0.359743,0.32742,0.152091,0.482555,0.789284,0.569485,0.703966,0.661265,0.517026,1.05859,0.0599175,0.432354,6.42861,4.25096,1.48543,0.765535,0.432959,3.0368
TOV112D,0.532883,0.691672,2.00041,1.96379,0.0138717,0.173021,0.477632,0.43271,0.503695,0.173788,0.0827067,0.634591,1.31558,0.511622,0.88035,2.79564,1.00373,0.886928,0.31379,0.386136,6.32679,5.73823,0.124328,0.263034,3.54226,3.01891
TOV21G,0.543866,0.567589,0.69344,0.700305,0.635945,0.313936,0.458145,0.362962,0.396311,0.00557002,0.153598,0.403458,0.632446,0.575299,0.567678,0.776023,0.610938,1.28901,0.417968,0.415845,6.05702,5.24755,0.0143553,0.992768,5.85848,2.89134
TT,0.533886,1.96202e-06,0.663217,0.618877,0.554526,0.0260163,0.466016,0.469684,0.409233,0.591374,0.0975425,0.474531,0.739213,0.573639,0.657624,0.406073,0.525179,1.19333,0.209573,0.419438,6.64039,5.9404,2.91265,0.0703893,0.956057,2.92475
TT2609C02,0.552877,0.601701,0.619743,0.618689,0.682462,0.179956,0.447428,0.342655,0.370744,0.0166994,0.12252,0.368182,0.831284,0.575523,0.502324,0.783196,0.620993,1.23621,0.421522,0.422369,6.74658,6.09339,0.0426443,0.432959,7.83156,2.93555
TUHR10TKB,0.553129,0.642367,0.597359,0.778434,0.6717,0.0322246,0.453036,0.352285,0.361934,1e-06,0.118349,0.469995,0.766665,0.572137,0.627856,321.063,0.512992,1.45526,0.450394,0.426589,6.5489,7.43638,9.34395e-09,0.0840643,8.28813,2.98243
TUHR14TKB,0.575493,0.542119,0.80225,1.19382,0.74118,0.208142,0.434117,0.375603,0.296574,0.0929965,0.127674,0.477454,0.857563,0.561358,0.629131,0.972491,0.521022,1.17738,0.344515,0.432998,6.54751,5.33163,0.286881,0.485427,4.26078,3.08536
TUHR4TKB,0.562079,0.697776,0.683245,0.689833,0.774077,0.255843,0.43708,0.339304,0.358875,0.00756701,0.113423,0.441548,0.670889,0.632245,0.874961,0.794599,0.559774,1.1831,0.512757,0.325475,7.60652,5.82579,0.0285692,1.14405,5.93664,3.08876
TYKNU,0.556639,0.793742,0.655717,0.653527,0.848532,0.0148507,0.440874,0.349334,0.328958,0.162328,0.171726,0.483895,0.787367,0.569727,0.613792,0.727899,0.512091,1.23976,0.547022,0.420904,6.34961,4.48671,0.669027,0.0565835,8.13021,2.95513
U251MG,0.509374,0.490929,1.00028e-06,0.381227,0.608612,0.657642,0.472662,0.260872,0.455091,0.0115549,0.154296,0.483699,0.368542,0.5722,0.550542,0.612628,0.502331,1.30467,0.313765,0.420528,6.23113,6.44112,0.0565835,5.35332,4.74416,2.93973
U266B1,0.513052,0.188249,0.512189,0.483828,0.543145,0.0746224,0.487359,0.463663,0.48563,0.146058,0.111227,0.466806,0.749576,0.640718,0.698446,0.736984,0.533567,1.23085,0.257983,0.322846,6.85811,5.29499,0.594549,0.298658,1.47508,3.02329
U2OS,0.601145,0.579323,1.15061,0.830309,0.785811,0.0239479,0.40918,0.239868,0.312918,0.0300357,0.0988638,0.252002,0.846463,0.57453,0.65217,0.70433,0.809101,1.46672,0.303566,0.425906,6.42139,5.84021,0.0426443,0.0565835,4.08066,2.96525
U87MG,0.565399,0.603349,0.81582,0.72566,0.715014,0.315833,0.430867,0.343541,0.29051,0.400456,0.159958,0.47302,0.624993,0.5659,0.673588,0.78407,0.524957,1.45661,0.453557,0.429115,6.65878,5.53978,1.02148,1.51602,8.77185,3.03315
