LINE,CNV_STAT3_1,CNV_STAT3_2,CNV_STAT3_3,CNV_STAT3_4,CNV_STAT3_5,STAT3_1,STAT3_2,STAT3_3,STAT3_4,STAT3_5,MYC_1,MYC_2,MYC_3,MYC_4,MYC_5
1-1,1,2,3,4,5,10.3756,20.7512,31.1268,41.5024,51.878,5.17934,5.17934,5.17934,5.17934,5.17934
2-1,1,2,3,4,5,42.5866,85.1732,127.76,170.346,212.933,31.864,31.864,31.864,31.864,31.864
3-1,1,2,3,4,5,43.9689,87.9378,131.907,175.876,219.845,33.4348,33.4348,33.4348,33.4348,33.4348
4-1,1,2,3,4,5,24.3083,48.6165,72.9248,97.233,121.541,41.0646,41.0646,41.0646,41.0646,41.0646
5-1,1,2,3,4,5,30.0168,60.0335,90.0503,120.067,150.084,100.586,100.586,100.586,100.586,100.586
6-1,1,2,3,4,5,56.0362,112.072,168.108,224.145,280.181,29.3253,29.3253,29.3253,29.3253,29.3253
7-1,1,2,3,4,5,27.5152,55.0305,82.5457,110.061,137.576,47.4248,47.4248,47.4248,47.4248,47.4248
8-1,1,2,3,4,5,35.9982,71.9964,107.995,143.993,179.991,24.9751,24.9751,24.9751,24.9751,24.9751
9-1,1,2,3,4,5,25.1004,50.2008,75.3011,100.402,125.502,12.4577,12.4577,12.4577,12.4577,12.4577
10-1,1,2,3,4,5,43.9952,87.9904,131.986,175.981,219.976,75.3129,75.3129,75.3129,75.3129,75.3129
11-1,1,2,3,4,5,50.4381,100.876,151.314,201.752,252.191,2.88471,2.88471,2.88471,2.88471,2.88471
12-1,1,2,3,4,5,27.6125,55.225,82.8375,110.45,138.062,37.625,37.625,37.625,37.625,37.625
13-1,1,2,3,4,5,40.1521,80.3043,120.456,160.609,200.761,6.17133,6.17133,6.17133,6.17133,6.17133
14-1,1,2,3,4,5,44.335,88.6701,133.005,177.34,221.675,34.7343,34.7343,34.7343,34.7343,34.7343
15-1,1,2,3,4,5,34.1765,68.353,102.53,136.706,170.883,10.2868,10.2868,10.2868,10.2868,10.2868
16-1,1,2,3,4,5,39.766,79.532,119.298,159.064,198.83,15.366,15.366,15.366,15.366,15.366
17-1,1,2,3,4,5,19.095,38.1901,57.2851,76.3801,95.4751,30.7749,30.7749,30.7749,30.7749,30.7749
18-1,1,2,3,4,5,50.9602,101.92,152.881,203.841,254.801,58.8918,58.8918,58.8918,58.8918,58.8918
19-1,1,2,3,4,5,64.2889,128.578,192.867,257.155,321.444,26.4595,26.4595,26.4595,26.4595,26.4595
20-1,1,2,3,4,5,19.3503,38.7007,58.051,77.4014,96.7517,17.2023,17.2023,17.2023,17.2023,17.2023
21-1,1,2,3,4,5,31.2634,62.5269,93.7903,125.054,156.317,25.9121,25.9121,25.9121,25.9121,25.9121
22-1,1,2,3,4,5,14.7395,29.4791,44.2186,58.9582,73.6977,15.1296,15.1296,15.1296,15.1296,15.1296
23-1,1,2,3,4,5,38.7477,77.4954,116.243,154.991,193.738,3.08859,3.08859,3.08859,3.08859,3.08859
24-1,1,2,3,4,5,6.12265,12.2453,18.3679,24.4906,30.6132,20.3473,20.3473,20.3473,20.3473,20.3473
25-1,1,2,3,4,5,33.4518,66.9036,100.355,133.807,167.259,6.95221,6.95221,6.95221,6.95221,6.95221
26-1,1,2,3,4,5,22.1604,44.3207,66.4811,88.6414,110.802,30.9201,30.9201,30.9201,30.9201,30.9201
27-1,1,2,3,4,5,24.4941,48.9882,73.4823,97.9765,122.471,14.5235,14.5235,14.5235,14.5235,14.5235
28-1,1,2,3,4,5,1.9015,3.803,5.7045,7.606,9.5075,18.7411,18.7411,18.7411,18.7411,18.7411
29-1,1,2,3,4,5,38.9988,77.9975,116.996,155.995,194.994,20.7789,20.7789,20.7789,20.7789,20.7789
30-1,1,2,3,4,5,39.5316,79.0633,118.595,158.127,197.658,21.5647,21.5647,21.5647,21.5647,21.5647
31-1,1,2,3,4,5,38.3496,76.6991,115.049,153.398,191.748,35.1403,35.1403,35.1403,35.1403,35.1403
32-1,1,2,3,4,5,45.3182,90.6364,135.955,181.273,226.591,14.3505,14.3505,14.3505,14.3505,14.3505
33-1,1,2,3,4,5,40.7504,81.5009,122.251,163.002,203.752,46.5456,46.5456,46.5456,46.5456,46.5456
34-1,1,2,3,4,5,72.7491,145.498,218.247,290.996,363.745,17.6071,17.6071,17.6071,17.6071,17.6071
35-1,1,2,3,4,5,21.2836,42.5672,63.8507,85.1343,106.418,18.8801,18.8801,18.8801,18.8801,18.8801
36-1,1,2,3,4,5,58.1495,116.299,174.448,232.598,290.747,3.76991,3.76991,3.76991,3.76991,3.76991
37-1,1,2,3,4,5,51.4115,102.823,154.234,205.646,257.057,7.03284,7.03284,7.03284,7.03284,7.03284
38-1,1,2,3,4,5,56.3335,112.667,169.001,225.334,281.668,12.2808,12.2808,12.2808,12.2808,12.2808
39-1,1,2,3,4,5,32.7609,65.5219,98.2828,131.044,163.805,30.1133,30.1133,30.1133,30.1133,30.1133
40-1,1,2,3,4,5,50.6329,101.266,151.899,202.532,253.165,38.4772,38.4772,38.4772,38.4772,38.4772
41-1,1,2,3,4,5,40.3031,80.6062,120.909,161.212,201.516,33.7,33.7,33.7,33.7,33.7
42-1,1,2,3,4,5,66.0644,132.129,198.193,264.258,330.322,8.27865,8.27865,8.27865,8.27865,8.27865
43-1,1,2,3,4,5,25.8426,51.6851,77.5277,103.37,129.213,25.8253,25.8253,25.8253,25.8253,25.8253
44-1,1,2,3,4,5,32.9418,65.8836,98.8253,131.767,164.709,17.4935,17.4935,17.4935,17.4935,17.4935
45-1,1,2,3,4,5,63.8468,127.694,191.54,255.387,319.234,16.9052,16.9052,16.9052,16.9052,16.9052
46-1,1,2,3,4,5,34.598,69.196,103.794,138.392,172.99,4.0927,4.0927,4.0927,4.0927,4.0927
47-1,1,2,3,4,5,44.726,89.4521,134.178,178.904,223.63,34.9834,34.9834,34.9834,34.9834,34.9834
48-1,1,2,3,4,5,50.2088,100.418,150.626,200.835,251.044,10.3695,10.3695,10.3695,10.3695,10.3695
49-1,1,2,3,4,5,65.8718,131.744,197.615,263.487,329.359,59.9759,59.9759,59.9759,59.9759,59.9759
50-1,1,2,3,4,5,28.0233,56.0467,84.07,112.093,140.117,39.5981,39.5981,39.5981,39.5981,39.5981
51-1,1,2,3,4,5,48.9316,97.8631,146.795,195.726,244.658,5.37037,5.37037,5.37037,5.37037,5.37037
52-1,1,2,3,4,5,19.8085,39.6171,59.4256,79.2341,99.0426,3.83763,3.83763,3.83763,3.83763,3.83763
53-1,1,2,3,4,5,29.5577,59.1153,88.673,118.231,147.788,51.7708,51.7708,51.7708,51.7708,51.7708
54-1,1,2,3,4,5,39.2885,78.5769,117.865,157.154,196.442,29.8157,29.8157,29.8157,29.8157,29.8157
55-1,1,2,3,4,5,22.3384,44.6769,67.0153,89.3537,111.692,17.7792,17.7792,17.7792,17.7792,17.7792
56-1,1,2,3,4,5,25.4088,50.8175,76.2263,101.635,127.044,1.55335,1.55335,1.55335,1.55335,1.55335
57-1,1,2,3,4,5,41.6143,83.2286,124.843,166.457,208.072,11.2674,11.2674,11.2674,11.2674,11.2674
58-1,1,2,3,4,5,33.1489,66.2979,99.4468,132.596,165.745,13.6689,13.6689,13.6689,13.6689,13.6689
59-1,1,2,3,4,5,36.8248,73.6496,110.474,147.299,184.124,14.5525,14.5525,14.5525,14.5525,14.5525
60-1,1,2,3,4,5,39.6635,79.3269,118.99,158.654,198.317,28.9956,28.9956,28.9956,28.9956,28.9956
61-1,1,2,3,4,5,52.7596,105.519,158.279,211.038,263.798,37.9344,37.9344,37.9344,37.9344,37.9344
62-1,1,2,3,4,5,55.87,111.74,167.61,223.48,279.35,141.818,141.818,141.818,141.818,141.818
63-1,1,2,3,4,5,34.3018,68.6036,102.905,137.207,171.509,13.7756,13.7756,13.7756,13.7756,13.7756
64-1,1,2,3,4,5,46.4641,92.9283,139.392,185.857,232.321,22.5944,22.5944,22.5944,22.5944,22.5944
65-1,1,2,3,4,5,28.5708,57.1416,85.7124,114.283,142.854,65.2676,65.2676,65.2676,65.2676,65.2676
66-1,1,2,3,4,5,53.0716,106.143,159.215,212.286,265.358,22.4817,22.4817,22.4817,22.4817,22.4817
67-1,1,2,3,4,5,10.0309,20.0618,30.0927,40.1236,50.1545,21.2558,21.2558,21.2558,21.2558,21.2558
68-1,1,2,3,4,5,37.0786,74.1572,111.236,148.314,185.393,28.4646,28.4646,28.4646,28.4646,28.4646
69-1,1,2,3,4,5,16.8197,33.6394,50.459,67.2787,84.0984,19.0168,19.0168,19.0168,19.0168,19.0168
70-1,1,2,3,4,5,30.6964,61.3928,92.0893,122.786,153.482,34.0725,34.0725,34.0725,34.0725,34.0725
71-1,1,2,3,4,5,26.8315,53.6629,80.4944,107.326,134.157,10.8066,10.8066,10.8066,10.8066,10.8066
72-1,1,2,3,4,5,29.1195,58.239,87.3586,116.478,145.598,21.4068,21.4068,21.4068,21.4068,21.4068
73-1,1,2,3,4,5,55.1371,110.274,165.411,220.548,275.685,7.10904,7.10904,7.10904,7.10904,7.10904
74-1,1,2,3,4,5,32.5746,65.1491,97.7237,130.298,162.873,10.3351,10.3351,10.3351,10.3351,10.3351
75-1,1,2,3,4,5,21.4987,42.9974,64.4961,85.9947,107.493,4.22118,4.22118,4.22118,4.22118,4.22118
76-1,1,2,3,4,5,48.8476,97.6951,146.543,195.39,244.238,15.176,15.176,15.176,15.176,15.176
77-1,1,2,3,4,5,35.2493,70.4986,105.748,140.997,176.247,34.6365,34.6365,34.6365,34.6365,34.6365
78-1,1,2,3,4,5,41.3057,82.6113,123.917,165.223,206.528,62.8283,62.8283,62.8283,62.8283,62.8283
79-1,1,2,3,4,5,24.1961,48.3922,72.5883,96.7844,120.98,7.22088,7.22088,7.22088,7.22088,7.22088
80-1,1,2,3,4,5,51.5805,103.161,154.742,206.322,257.903,8.80615,8.80615,8.80615,8.80615,8.80615
81-1,1,2,3,4,5,3.3982,6.7964,10.1946,13.5928,16.991,2.06706,2.06706,2.06706,2.06706,2.06706
82-1,1,2,3,4,5,56.1898,112.38,168.569,224.759,280.949,43.198,43.198,43.198,43.198,43.198
83-1,1,2,3,4,5,33.3427,66.6854,100.028,133.371,166.714,43.0618,43.0618,43.0618,43.0618,43.0618
84-1,1,2,3,4,5,2.15641,4.31281,6.46922,8.62563,10.782,2.32887,2.32887,2.32887,2.32887,2.32887
85-1,1,2,3,4,5,52.5003,105.001,157.501,210.001,262.501,22.701,22.701,22.701,22.701,22.701
86-1,1,2,3,4,5,62.4057,124.811,187.217,249.623,312.029,45.2848,45.2848,45.2848,45.2848,45.2848
87-1,1,2,3,4,5,45.528,91.056,136.584,182.112,227.64,17.4283,17.4283,17.4283,17.4283,17.4283
88-1,1,2,3,4,5,39.597,79.194,118.791,158.388,197.985,20.0288,20.0288,20.0288,20.0288,20.0288
89-1,1,2,3,4,5,18.8553,37.7106,56.5659,75.4212,94.2765,8.20751,8.20751,8.20751,8.20751,8.20751
90-1,1,2,3,4,5,52.9837,105.967,158.951,211.935,264.919,3.1491,3.1491,3.1491,3.1491,3.1491
91-1,1,2,3,4,5,23.532,47.064,70.596,94.128,117.66,28.6556,28.6556,28.6556,28.6556,28.6556
92-1,1,2,3,4,5,24.0948,48.1896,72.2844,96.3792,120.474,14.8853,14.8853,14.8853,14.8853,14.8853
93-1,1,2,3,4,5,37.5697,75.1393,112.709,150.279,187.848,15.9561,15.9561,15.9561,15.9561,15.9561
94-1,1,2,3,4,5,30.062,60.1239,90.1859,120.248,150.31,25.9391,25.9391,25.9391,25.9391,25.9391
95-1,1,2,3,4,5,28.5115,57.0229,85.5344,114.046,142.557,17.7171,17.7171,17.7171,17.7171,17.7171
96-1,1,2,3,4,5,45.7412,91.4823,137.224,182.965,228.706,29.0153,29.0153,29.0153,29.0153,29.0153
97-1,1,2,3,4,5,12.0293,24.0587,36.088,48.1173,60.1466,2.0554,2.0554,2.0554,2.0554,2.0554
98-1,1,2,3,4,5,52.5258,105.052,157.578,210.103,262.629,92.4937,92.4937,92.4937,92.4937,92.4937
99-1,1,2,3,4,5,36.1124,72.2248,108.337,144.45,180.562,18.4994,18.4994,18.4994,18.4994,18.4994
100-1,1,2,3,4,5,35.1767,70.3535,105.53,140.707,175.884,24.8749,24.8749,24.8749,24.8749,24.8749
101-1,1,2,3,4,5,37.877,75.754,113.631,151.508,189.385,46.9616,46.9616,46.9616,46.9616,46.9616
102-1,1,2,3,4,5,36.4557,72.9114,109.367,145.823,182.278,41.4205,41.4205,41.4205,41.4205,41.4205
103-1,1,2,3,4,5,23.8667,47.7334,71.6001,95.4668,119.333,21.8008,21.8008,21.8008,21.8008,21.8008
104-1,1,2,3,4,5,30.6245,61.2489,91.8734,122.498,153.122,35.2699,35.2699,35.2699,35.2699,35.2699
105-1,1,2,3,4,5,28.7705,57.5409,86.3114,115.082,143.852,8.88161,8.88161,8.88161,8.88161,8.88161
106-1,1,2,3,4,5,18.4572,36.9145,55.3717,73.8289,92.2861,8.67138,8.67138,8.67138,8.67138,8.67138
107-1,1,2,3,4,5,48.2156,96.4312,144.647,192.862,241.078,21.271,21.271,21.271,21.271,21.271
108-1,1,2,3,4,5,57.2924,114.585,171.877,229.17,286.462,43.1749,43.1749,43.1749,43.1749,43.1749
109-1,1,2,3,4,5,29.6402,59.2805,88.9207,118.561,148.201,13.557,13.557,13.557,13.557,13.557
110-1,1,2,3,4,5,50.2213,100.443,150.664,200.885,251.106,13.2402,13.2402,13.2402,13.2402,13.2402
111-1,1,2,3,4,5,40.0636,80.1271,120.191,160.254,200.318,26.2621,26.2621,26.2621,26.2621,26.2621
112-1,1,2,3,4,5,22.734,45.4679,68.2019,90.9358,113.67,6.46651,6.46651,6.46651,6.46651,6.46651
113-1,1,2,3,4,5,38.6382,77.2764,115.915,154.553,193.191,26.2679,26.2679,26.2679,26.2679,26.2679
114-1,1,2,3,4,5,25.6898,51.3795,77.0693,102.759,128.449,43.8576,43.8576,43.8576,43.8576,43.8576
115-1,1,2,3,4,5,77.6112,155.222,232.834,310.445,388.056,17.0159,17.0159,17.0159,17.0159,17.0159
116-1,1,2,3,4,5,38.3894,76.7788,115.168,153.558,191.947,19.1242,19.1242,19.1242,19.1242,19.1242
117-1,1,2,3,4,5,30.487,60.974,91.461,121.948,152.435,13.9723,13.9723,13.9723,13.9723,13.9723
118-1,1,2,3,4,5,26.0066,52.0132,78.0198,104.026,130.033,9.65002,9.65002,9.65002,9.65002,9.65002
119-1,1,2,3,4,5,14.0731,28.1462,42.2193,56.2924,70.3655,6.17712,6.17712,6.17712,6.17712,6.17712
120-1,1,2,3,4,5,45.7772,91.5544,137.332,183.109,228.886,6.58443,6.58443,6.58443,6.58443,6.58443
121-1,1,2,3,4,5,32.7746,65.5491,98.3237,131.098,163.873,5.94342,5.94342,5.94342,5.94342,5.94342
122-1,1,2,3,4,5,47.481,94.962,142.443,189.924,237.405,18.5154,18.5154,18.5154,18.5154,18.5154
123-1,1,2,3,4,5,49.3749,98.7498,148.125,197.5,246.874,77.5428,77.5428,77.5428,77.5428,77.5428
124-1,1,2,3,4,5,37.0826,74.1653,111.248,148.331,185.413,100.242,100.242,100.242,100.242,100.242
125-1,1,2,3,4,5,33.0587,66.1175,99.1762,132.235,165.294,73.4098,73.4098,73.4098,73.4098,73.4098
126-1,1,2,3,4,5,44.2595,88.519,132.778,177.038,221.297,5.6754,5.6754,5.6754,5.6754,5.6754
127-1,1,2,3,4,5,34.9876,69.9752,104.963,139.95,174.938,9.04293,9.04293,9.04293,9.04293,9.04293
128-1,1,2,3,4,5,33.1772,66.3543,99.5315,132.709,165.886,8.92178,8.92178,8.92178,8.92178,8.92178
129-1,1,2,3,4,5,59.755,119.51,179.265,239.02,298.775,6.18862,6.18862,6.18862,6.18862,6.18862
130-1,1,2,3,4,5,28.8271,57.6543,86.4814,115.309,144.136,36.575,36.575,36.575,36.575,36.575
131-1,1,2,3,4,5,32.3764,64.7528,97.1292,129.506,161.882,1.87372,1.87372,1.87372,1.87372,1.87372
132-1,1,2,3,4,5,18.2879,36.5758,54.8636,73.1515,91.4394,20.8164,20.8164,20.8164,20.8164,20.8164
133-1,1,2,3,4,5,50.0433,100.087,150.13,200.173,250.216,68.2812,68.2812,68.2812,68.2812,68.2812
134-1,1,2,3,4,5,40.3363,80.6727,121.009,161.345,201.682,17.1178,17.1178,17.1178,17.1178,17.1178
135-1,1,2,3,4,5,46.6405,93.2811,139.922,186.562,233.203,11.3013,11.3013,11.3013,11.3013,11.3013
136-1,1,2,3,4,5,59.1833,118.367,177.55,236.733,295.917,46.6489,46.6489,46.6489,46.6489,46.6489
137-1,1,2,3,4,5,66.3436,132.687,199.031,265.374,331.718,10.9725,10.9725,10.9725,10.9725,10.9725
138-1,1,2,3,4,5,43.2862,86.5724,129.859,173.145,216.431,63.0657,63.0657,63.0657,63.0657,63.0657
139-1,1,2,3,4,5,7.95972,15.9194,23.8792,31.8389,39.7986,6.00585,6.00585,6.00585,6.00585,6.00585
140-1,1,2,3,4,5,41.1086,82.2171,123.326,164.434,205.543,40.4158,40.4158,40.4158,40.4158,40.4158
141-1,1,2,3,4,5,54.5861,109.172,163.758,218.345,272.931,37.5481,37.5481,37.5481,37.5481,37.5481
142-1,1,2,3,4,5,38.7724,77.5449,116.317,155.09,193.862,126.105,126.105,126.105,126.105,126.105
143-1,1,2,3,4,5,42.0335,84.0671,126.101,168.134,210.168,79.2661,79.2661,79.2661,79.2661,79.2661
144-1,1,2,3,4,5,52.8282,105.656,158.485,211.313,264.141,42.3621,42.3621,42.3621,42.3621,42.3621
145-1,1,2,3,4,5,41.5655,83.1309,124.696,166.262,207.827,9.30612,9.30612,9.30612,9.30612,9.30612
146-1,1,2,3,4,5,22.3388,44.6776,67.0164,89.3552,111.694,2.84768,2.84768,2.84768,2.84768,2.84768
147-1,1,2,3,4,5,25.8259,51.6519,77.4778,103.304,129.13,7.27148,7.27148,7.27148,7.27148,7.27148
148-1,1,2,3,4,5,46.1078,92.2156,138.323,184.431,230.539,26.1244,26.1244,26.1244,26.1244,26.1244
149-1,1,2,3,4,5,43.5104,87.0209,130.531,174.042,217.552,45.4029,45.4029,45.4029,45.4029,45.4029
150-1,1,2,3,4,5,32.7528,65.5055,98.2583,131.011,163.764,5.84509,5.84509,5.84509,5.84509,5.84509
151-1,1,2,3,4,5,29.3559,58.7118,88.0676,117.424,146.779,12.8936,12.8936,12.8936,12.8936,12.8936
152-1,1,2,3,4,5,1.36105,2.7221,4.08316,5.44421,6.80526,1.52181,1.52181,1.52181,1.52181,1.52181
153-1,1,2,3,4,5,24.1221,48.2441,72.3662,96.4883,120.61,3.55582,3.55582,3.55582,3.55582,3.55582
154-1,1,2,3,4,5,72.0178,144.036,216.053,288.071,360.089,7.44594,7.44594,7.44594,7.44594,7.44594
155-1,1,2,3,4,5,56.798,113.596,170.394,227.192,283.99,36.7078,36.7078,36.7078,36.7078,36.7078
156-1,1,2,3,4,5,50.3739,100.748,151.122,201.496,251.87,7.54054,7.54054,7.54054,7.54054,7.54054
157-1,1,2,3,4,5,56.9863,113.973,170.959,227.945,284.931,76.9628,76.9628,76.9628,76.9628,76.9628
158-1,1,2,3,4,5,22.1133,44.2266,66.34,88.4533,110.567,2.9592,2.9592,2.9592,2.9592,2.9592
159-1,1,2,3,4,5,25.065,50.1301,75.1951,100.26,125.325,14.1774,14.1774,14.1774,14.1774,14.1774
160-1,1,2,3,4,5,16.8829,33.7659,50.6488,67.5317,84.4147,26.0679,26.0679,26.0679,26.0679,26.0679
161-1,1,2,3,4,5,45.4897,90.9793,136.469,181.959,227.448,58.8762,58.8762,58.8762,58.8762,58.8762
162-1,1,2,3,4,5,24.8722,49.7443,74.6165,99.4886,124.361,10.8331,10.8331,10.8331,10.8331,10.8331
163-1,1,2,3,4,5,24.284,48.568,72.852,97.1361,121.42,40.1832,40.1832,40.1832,40.1832,40.1832
164-1,1,2,3,4,5,38.0237,76.0474,114.071,152.095,190.119,11.2219,11.2219,11.2219,11.2219,11.2219
165-1,1,2,3,4,5,35.1396,70.2793,105.419,140.559,175.698,48.2198,48.2198,48.2198,48.2198,48.2198
166-1,1,2,3,4,5,58.8273,117.655,176.482,235.309,294.137,6.05392,6.05392,6.05392,6.05392,6.05392
167-1,1,2,3,4,5,20.4222,40.8445,61.2667,81.6889,102.111,8.14982,8.14982,8.14982,8.14982,8.14982
168-1,1,2,3,4,5,36.0113,72.0226,108.034,144.045,180.056,33.2794,33.2794,33.2794,33.2794,33.2794
169-1,1,2,3,4,5,27.9905,55.981,83.9714,111.962,139.952,58.7462,58.7462,58.7462,58.7462,58.7462
170-1,1,2,3,4,5,44.145,88.2901,132.435,176.58,220.725,30.9147,30.9147,30.9147,30.9147,30.9147
171-1,1,2,3,4,5,26.9873,53.9747,80.962,107.949,134.937,42.4951,42.4951,42.4951,42.4951,42.4951
172-1,1,2,3,4,5,37.0039,74.0078,111.012,148.016,185.02,16.6681,16.6681,16.6681,16.6681,16.6681
173-1,1,2,3,4,5,59.6264,119.253,178.879,238.505,298.132,39.4916,39.4916,39.4916,39.4916,39.4916
174-1,1,2,3,4,5,57.5443,115.089,172.633,230.177,287.722,6.02396,6.02396,6.02396,6.02396,6.02396
175-1,1,2,3,4,5,3.10644,6.21289,9.31933,12.4258,15.5322,9.0244,9.0244,9.0244,9.0244,9.0244
176-1,1,2,3,4,5,53.8733,107.747,161.62,215.493,269.366,24.9623,24.9623,24.9623,24.9623,24.9623
177-1,1,2,3,4,5,57.2325,114.465,171.697,228.93,286.162,20.276,20.276,20.276,20.276,20.276
178-1,1,2,3,4,5,37.7515,75.503,113.254,151.006,188.757,83.683,83.683,83.683,83.683,83.683
179-1,1,2,3,4,5,42.985,85.9701,128.955,171.94,214.925,13.2181,13.2181,13.2181,13.2181,13.2181
180-1,1,2,3,4,5,70.956,141.912,212.868,283.824,354.78,90.1379,90.1379,90.1379,90.1379,90.1379
181-1,1,2,3,4,5,45.3518,90.7036,136.055,181.407,226.759,7.32099,7.32099,7.32099,7.32099,7.32099
182-1,1,2,3,4,5,44.7483,89.4965,134.245,178.993,223.741,8.80234,8.80234,8.80234,8.80234,8.80234
183-1,1,2,3,4,5,25.2151,50.4301,75.6452,100.86,126.075,3.4633,3.4633,3.4633,3.4633,3.4633
184-1,1,2,3,4,5,25.3414,50.6828,76.0242,101.366,126.707,40.6882,40.6882,40.6882,40.6882,40.6882
185-1,1,2,3,4,5,45.7958,91.5917,137.387,183.183,228.979,9.23448,9.23448,9.23448,9.23448,9.23448
186-1,1,2,3,4,5,39.0515,78.1029,117.154,156.206,195.257,9.13919,9.13919,9.13919,9.13919,9.13919
187-1,1,2,3,4,5,10.6369,21.2738,31.9107,42.5476,53.1846,4.041,4.041,4.041,4.041,4.041
188-1,1,2,3,4,5,4.7326,9.4652,14.1978,18.9304,23.663,8.80683,8.80683,8.80683,8.80683,8.80683
189-1,1,2,3,4,5,51.4884,102.977,154.465,205.953,257.442,28.4655,28.4655,28.4655,28.4655,28.4655
190-1,1,2,3,4,5,34.0257,68.0514,102.077,136.103,170.128,4.7837,4.7837,4.7837,4.7837,4.7837
191-1,1,2,3,4,5,32.1972,64.3944,96.5916,128.789,160.986,23.0728,23.0728,23.0728,23.0728,23.0728
192-1,1,2,3,4,5,22.2276,44.4553,66.6829,88.9105,111.138,118.735,118.735,118.735,118.735,118.735
193-1,1,2,3,4,5,39.1909,78.3817,117.573,156.763,195.954,18.3718,18.3718,18.3718,18.3718,18.3718
194-1,1,2,3,4,5,46.3427,92.6854,139.028,185.371,231.713,44.2281,44.2281,44.2281,44.2281,44.2281
195-1,1,2,3,4,5,56.1771,112.354,168.531,224.708,280.885,7.0272,7.0272,7.0272,7.0272,7.0272
196-1,1,2,3,4,5,38.4341,76.8682,115.302,153.736,192.171,7.60339,7.60339,7.60339,7.60339,7.60339
197-1,1,2,3,4,5,42.6603,85.3206,127.981,170.641,213.302,11.0632,11.0632,11.0632,11.0632,11.0632
198-1,1,2,3,4,5,50.6952,101.39,152.086,202.781,253.476,76.5093,76.5093,76.5093,76.5093,76.5093
199-1,1,2,3,4,5,15.7502,31.5005,47.2507,63.0009,78.7511,40.8805,40.8805,40.8805,40.8805,40.8805
200-1,1,2,3,4,5,26.782,53.5641,80.3461,107.128,133.91,21.4848,21.4848,21.4848,21.4848,21.4848
201-1,1,2,3,4,5,30.837,61.674,92.5109,123.348,154.185,17.1033,17.1033,17.1033,17.1033,17.1033
202-1,1,2,3,4,5,49.2028,98.4056,147.608,196.811,246.014,28.7594,28.7594,28.7594,28.7594,28.7594
203-1,1,2,3,4,5,40.5832,81.1663,121.749,162.333,202.916,21.2812,21.2812,21.2812,21.2812,21.2812
204-1,1,2,3,4,5,41.8744,83.7487,125.623,167.497,209.372,11.5778,11.5778,11.5778,11.5778,11.5778
205-1,1,2,3,4,5,26.4645,52.929,79.3935,105.858,132.323,3.51422,3.51422,3.51422,3.51422,3.51422
206-1,1,2,3,4,5,21.5345,43.069,64.6035,86.138,107.673,16.7722,16.7722,16.7722,16.7722,16.7722
207-1,1,2,3,4,5,29.8894,59.7789,89.6683,119.558,149.447,3.58842,3.58842,3.58842,3.58842,3.58842
208-1,1,2,3,4,5,62.2122,124.424,186.637,248.849,311.061,9.05729,9.05729,9.05729,9.05729,9.05729
209-1,1,2,3,4,5,30.1585,60.317,90.4754,120.634,150.792,8.75466,8.75466,8.75466,8.75466,8.75466
210-1,1,2,3,4,5,61.4579,122.916,184.374,245.832,307.289,35.1814,35.1814,35.1814,35.1814,35.1814
211-1,1,2,3,4,5,15.7137,31.4275,47.1412,62.8549,78.5687,41.4153,41.4153,41.4153,41.4153,41.4153
212-1,1,2,3,4,5,41.7976,83.5952,125.393,167.19,208.988,23.6108,23.6108,23.6108,23.6108,23.6108
213-1,1,2,3,4,5,31.7186,63.4372,95.1558,126.874,158.593,23.8923,23.8923,23.8923,23.8923,23.8923
214-1,1,2,3,4,5,39.2722,78.5445,117.817,157.089,196.361,30.3347,30.3347,30.3347,30.3347,30.3347
215-1,1,2,3,4,5,41.7098,83.4196,125.129,166.839,208.549,31.1202,31.1202,31.1202,31.1202,31.1202
216-1,1,2,3,4,5,43.6565,87.313,130.97,174.626,218.283,11.8516,11.8516,11.8516,11.8516,11.8516
217-1,1,2,3,4,5,17.6116,35.2233,52.8349,70.4466,88.0582,2.18982,2.18982,2.18982,2.18982,2.18982
218-1,1,2,3,4,5,35.7336,71.4673,107.201,142.935,178.668,32.9007,32.9007,32.9007,32.9007,32.9007
219-1,1,2,3,4,5,56.9971,113.994,170.991,227.988,284.985,12.3732,12.3732,12.3732,12.3732,12.3732
220-1,1,2,3,4,5,31.9614,63.9229,95.8843,127.846,159.807,12.9194,12.9194,12.9194,12.9194,12.9194
221-1,1,2,3,4,5,31.8044,63.6088,95.4131,127.218,159.022,5.69646,5.69646,5.69646,5.69646,5.69646
222-1,1,2,3,4,5,18.2365,36.4729,54.7094,72.9459,91.1823,12.2977,12.2977,12.2977,12.2977,12.2977
223-1,1,2,3,4,5,30.0561,60.1121,90.1682,120.224,150.28,28.4468,28.4468,28.4468,28.4468,28.4468
224-1,1,2,3,4,5,35.5229,71.0457,106.569,142.091,177.614,16.5044,16.5044,16.5044,16.5044,16.5044
225-1,1,2,3,4,5,24.9467,49.8934,74.8401,99.7868,124.734,1.83598,1.83598,1.83598,1.83598,1.83598
226-1,1,2,3,4,5,41.0677,82.1354,123.203,164.271,205.338,31.1184,31.1184,31.1184,31.1184,31.1184
227-1,1,2,3,4,5,52.1684,104.337,156.505,208.674,260.842,1.3426,1.3426,1.3426,1.3426,1.3426
228-1,1,2,3,4,5,39.9679,79.9358,119.904,159.872,199.84,33.8148,33.8148,33.8148,33.8148,33.8148
